0 0  -0 1
546001 -0.001008037557  -0.002727337458 0.9999957728
547001 0.0009914574338  0.001422259829 0.9999984971
548001 -0.0005780260685  -0.001362884286 0.9999989043
549001 0.001044713592  0.001231591143 0.9999986959
550001 -0.001629460985  -0.001484204991 0.999997571
551001 0.001814870799  0.001719619687 0.9999968746
552001 -0.001801274523  -0.001490314343 0.9999972672
553001 0.001552698604  0.0009519270085 0.9999983415
554001 -0.001200305645  -0.001236994166 0.9999985146
555001 0.002411285527  0.001285608442 0.9999962665
556001 -0.002788084323  -0.0009997968841 0.9999956135
557001 0.002433880345  0.001140457696 0.9999963878
558001 -0.002805116689  -0.001429997205 0.9999950433
559001 0.003365841833  0.002106153613 0.9999921176
560001 -0.003942442934  -0.001963116914 0.9999903017
561001 0.003962002483  0.001369588721 0.9999912134
562001 -0.004208794112  -0.001133238499 0.9999905009
563001 0.003872908984  0.001244247961 0.9999917262
564001 -0.004365464243  -0.001320942079 0.9999895989
565001 0.004137373686  0.001060592682 0.9999908787
566001 -0.004325228959  -0.001065893361 0.9999900781
567001 0.004117980557  0.0006271570515 0.9999913245
568001 -0.003983517901  -0.0003292287373 0.9999920116
569001 0.003662141015  0.0004650163861 0.9999931863
570001 -0.003516415731  -0.0002163361959 0.999993794
571001 0.003482563549  -0.0006714034717 0.9999937105
572001 -0.003161261066  0.0003403563793 0.9999949453
573001 0.003011281421  -0.0002484106828 0.9999954353
574001 -0.00325005681  0.0007719283604 0.9999944207
575001 0.003521502383  -0.001890774855 0.999992012
576001 -0.003598989891  0.001844221907 0.9999918231
577001 0.003203039255  -0.002320322122 0.9999921784
578001 -0.003610189913  0.00259698852 0.9999901111
579001 0.003303161727  -0.003148079119 0.9999895894
580001 -0.002835575763  0.002420227323 0.999993051
581001 0.001398070557  -0.00207881591 0.999996862
582001 -0.001286321038  0.001456437746 0.9999981121
583001 0.0009850283717  -0.001967101717 0.9999975802
584001 -0.00105429406  0.002456740777 0.9999964265
585001 0.0007485339721  -0.002720801387 0.9999960185
586001 -0.0003072087084  0.002620759521 0.9999965187
587001 0.0003434949206  -0.002689035814 0.9999963256
588001 -0.0009068483011  0.002721392425 0.9999958859
589001 0.001198849226  -0.003209033918 0.9999941325
590001 -0.001117742523  0.002197360607 0.9999969612
591001 0.001219345024  -0.001578093657 0.9999980115
592001 -0.001490382072  0.002026163425 0.9999968368
593001 0.001039847054  -0.002379966802 0.9999966273
594001 -0.00100922777  0.003135714645 0.9999945744
595001 0.001046716567  -0.002819397076 0.9999954777
596001 -0.001053826877  0.002558357367 0.9999961722
597001 0.001412362228  -0.002495528954 0.9999958888
598001 -0.001400813891  0.002678315749 0.9999954322
599001 0.001907953986  -0.003226887047 0.9999929735
600001 -0.001274086174  0.003767617221 0.9999920909
601001 0.001236152251  -0.004244933701 0.9999902262
602001 -0.0007246796891  0.004379488944 0.9999901475
603001 0.001058674439  -0.004439953503 0.999989583
604001 -0.00115376824  0.004929048319 0.9999871866
605001 0.0005826614264  -0.005041413005 0.9999871223
606001 -6.980487959e-05  0.005874567024 0.9999827422
607001 -0.000844568243  -0.0058477849 0.999982545
608001 0.001192280677  0.006239106785 0.9999798259
609001 -0.001597004089  -0.006076102991 0.9999802651
610001 0.001798645713  0.005633104966 0.9999825164
611001 -0.001745817828  -0.005444270782 0.9999836559
612001 0.001701098975  0.005332311782 0.9999843363
613001 -0.001549936088  -0.00588439309 0.9999814857
614001 0.001338224153  0.00552848507 0.9999838224
615001 -0.002076884997  -0.004567702488 0.9999874113
616001 0.002312496296  0.004585709284 0.9999868118
617001 -0.002952048619  -0.004232916669 0.9999866839
618001 0.003424552221  0.00363760852 0.9999875201
619001 -0.002891537117  -0.003149851499 0.9999908587
620001 0.002909782772  0.003183011245 0.9999907008
621001 -0.003000619664  -0.003194418985 0.999990396
622001 0.002739391796  0.002588542186 0.9999928976
623001 -0.003454777764  -0.002575157377 0.9999907166
624001 0.00403046602  0.002358322451 0.9999890968
625001 -0.004491537427  -0.002035780714 0.9999878408
626001 0.005022768163  0.001786650247 0.9999857898
627001 -0.004817963135  -0.001587889056 0.9999871329
628001 0.004704585703  0.001348455239 0.9999880243
629001 -0.004417758365  -0.001568931562 0.9999890109
630001 0.004558038702  0.0010781276 0.999989031
631001 -0.004812548646  -0.0007683067901 0.9999881245
632001 0.00415528623  0.0002623588936 0.9999913324
633001 -0.004049046878  -0.0004875310114 0.9999916838
634001 0.004014419209  -0.000330971824 0.9999918875
635001 -0.004492049376  0.000508058857 0.9999897817
636001 0.004891324269  -0.001068808462 0.9999874663
637001 -0.005155297862  0.001726813833 0.9999852205
638001 0.004687774323  -0.002160867504 0.9999866777
639001 -0.004921591533  0.002453898598 0.9999848781
640001 0.004346347528  -0.002448827689 0.9999875562
641001 -0.003793527795  0.002591508648 0.9999894466
642001 0.004219318262  -0.003001236526 0.9999865949
643001 -0.004077006346  0.003381732639 0.9999859709
644001 0.003651413974  -0.003370499056 0.9999876534
645001 -0.003370153887  0.003997952744 0.9999863292
646001 0.003509531561  -0.004251145897 0.9999848054
647001 -0.003841405355  0.004556027523 0.999982243
648001 0.003684941209  -0.005378118564 0.9999787484
649001 -0.002879532534  0.004857013556 0.9999840588
650001 0.002568245708  -0.00512102705 0.9999835895
651001 -0.001924273991  0.00421652244 0.9999892591
652001 0.001712299934  -0.003982857467 0.9999906025
653001 -0.001713878307  0.003699167704 0.9999916894
654001 0.000989876214  -0.004048315402 0.9999913157
655001 -0.0007142714964  0.003579258094 0.9999933394
656001 0.0003189885569  -0.003353618498 0.9999943258
657001 -0.0002554359607  0.003038323273 0.9999953517
658001 0.0002584875689  -0.003495910596 0.9999938559
659001 0.0001615138899  0.003833402056 0.9999926395
660001 0.000205549074  -0.004253743529 0.9999909317
661001 -0.0001546174991  0.004626666319 0.999989285
662001 -0.0006653146481  -0.00436307406 0.9999902605
663001 0.001227572519  0.004446695975 0.99998936
664001 -0.001632282002  -0.004731994612 0.9999874719
665001 0.001490264804  0.004368197549 0.999989349
666001 -0.001657961293  -0.00426258807 0.9999895408
667001 0.001443796754  0.004011580058 0.9999909114
668001 -0.00168333874  -0.00403627467 0.9999904375
669001 0.00209729081  0.003458537069 0.99999182
670001 -0.002938135771  -0.003877476931 0.9999881663
671001 0.002971868318  0.003523458027 0.9999893766
672001 -0.002940202153  -0.002804893121 0.9999917439
673001 0.003218530551  0.003086988299 0.9999900558
674001 -0.003892387198  -0.003024857173 0.9999878498
675001 0.004304403064  0.00255735403 0.999987466
676001 -0.004742901859  -0.002130082406 0.9999864838
677001 0.004984688604  0.001796758152 0.9999859622
678001 -0.004591029441  -0.00149861204 0.9999883383
679001 0.004341667142  0.001405491497 0.9999895873
680001 -0.003966204373  -0.0009853439639 0.9999916492
681001 0.003434003702  0.0007585032562 0.9999938162
682001 -0.002940056502  -0.001006411359 0.9999951717
683001 0.002935725963  8.111558226e-05 0.9999956875
684001 -0.003140708912  -0.0004420124327 0.9999949703
685001 0.003311032054  0.0003478021868 0.9999944581
686001 -0.003677627839  0.000625373864 0.999993042
687001 0.004131475058  -0.0007125249576 0.9999912116
688001 -0.003978480594  0.001377529539 0.9999911371
689001 0.003603671887  -0.001607354138 0.999992215
690001 -0.003571786606  0.002321133753 0.9999909274
691001 0.004169223777  -0.00252611517 0.9999881182
692001 -0.003943442529  0.002471769989 0.9999891698
693001 0.00319868345  -0.002079855088 0.9999927214
694001 -0.003198231092  0.001870399555 0.9999931365
695001 0.002604903794  -0.001760282349 0.999995058
696001 -0.002220947898  0.001985370385 0.9999955629
697001 0.002463013704  -0.001690383603 0.9999955381
698001 -0.00242441327  0.001379829758 0.9999961092
699001 0.001822543236  -0.001236161134 0.9999975752
700001 -0.001156979639  0.001736890735 0.9999978224
701001 0.001043523566  -0.001802016654 0.999997832
702001 -0.00157209822  0.001880204267 0.9999969967
703001 0.001234664454  -0.002248311959 0.9999967104
704001 -0.001288266263  0.002700486456 0.9999955239
705001 0.001750232463  -0.002746565768 0.9999946966
706001 -0.001776640753  0.002534400334 0.9999952102
707001 0.001592759406  -0.00289184298 0.9999945502
708001 -0.002066503002  0.00297816312 0.9999934301
709001 0.002213811239  -0.003205817905 0.9999924109
710001 -0.002344250885  0.003068862393 0.9999925433
711001 0.001614310872  -0.002653020272 0.9999951778
712001 -0.0008543993085  0.003436365217 0.9999937308
713001 0.000734090192  -0.003696708755 0.9999928978
714001 -0.0001279409657  0.004367380308 0.9999904548
715001 0.0007757104695  -0.004317562256 0.9999903785
716001 -0.0004454411657  0.004620156594 0.9999892279
717001 0.0003451841403  -0.004528875451 0.9999896851
718001 -0.000126602176  0.004327480092 0.9999906285
719001 -0.0004669386115  -0.003685573664 0.9999930993
720001 0.001262615425  0.004021763729 0.9999911156
721001 -0.001745925531  -0.00440713987 0.9999887644
722001 0.002017974213  0.0033103512 0.9999924847
723001 -0.001868733223  -0.002843015065 0.9999942126
724001 0.00224710676  0.002779310932 0.999993613
725001 -0.003292488611  -0.003405993538 0.9999887794
726001 0.003793523048  0.003163830664 0.9999877997
727001 -0.00447790413  -0.002972972576 0.9999855549
728001 0.005368318714  0.002916884191 0.9999813364
729001 -0.005239340627  -0.002663995793 0.9999827261
730001 0.005298496642  0.002473946162 0.9999829027
731001 -0.004976592969  -0.002531701286 0.999984412
732001 0.004952156954  0.002095994483 0.9999855414
733001 -0.005925660917  -0.002453438451 0.9999794335
734001 0.006080295267  0.001963890589 0.9999795864
735001 -0.00627436526  -0.001911880204 0.9999784884
736001 0.00622933227  0.002035606912 0.9999785257
737001 -0.006017571963  -0.002114161874 0.9999796594
738001 0.005751953292  0.002194222103 0.9999810501
739001 -0.006100265667  -0.001632761521 0.9999800603
740001 0.006298295037  0.002230709578 0.9999776775
741001 -0.006511226866  -0.001562095346 0.9999775817
742001 0.006305788742  0.0009862968481 0.999979632
743001 -0.006039035103  -0.0003999700308 0.9999816849
744001 0.005993583968  -0.0002408980305 0.9999820094
745001 -0.005441136256  0.000718359204 0.999984939
746001 0.0050864342  -0.0001417540546 0.999987054
747001 -0.005041483625  0.0002401336834 0.9999872629
748001 0.005500791496  -0.0005814224252 0.9999847016
749001 -0.005454179179  0.0007297788591 0.9999848596
750001 0.005429849554  -0.0008955999112 0.9999848573
751001 -0.006020926212  0.001688614185 0.9999804484
752001 0.005165458871  -0.001373772397 0.9999857154
753001 -0.005305861107  0.001956108921 0.9999840107
754001 0.005753490724  -0.002406651265 0.9999805526
755001 -0.006277641433  0.002916761066 0.9999760417
756001 0.006434656202  -0.003631313545 0.9999727041
757001 -0.006380665048  0.004170836691 0.9999709453
758001 0.005482545862  -0.004460295472 0.9999750235
759001 -0.005239200685  0.004799314365 0.9999747584
760001 0.004571372354  -0.00531286604 0.9999754378
761001 -0.004654450175  0.005525943399 0.9999738998
762001 0.004181792463  -0.005936916907 0.9999736325
763001 -0.003820004294  0.005699195729 0.9999764632
764001 0.003529525311  -0.005526449173 0.9999785003
765001 -0.00332660652  0.005692480678 0.9999782645
766001 0.002729782037  -0.00544704294 0.9999814389
767001 -0.002328476658  0.005220772123 0.9999836608
768001 0.002866179674  -0.005435799302 0.9999811185
769001 -0.002986127255  0.005557053838 0.999980101
770001 0.003653426514  -0.005900767871 0.9999759165
771001 -0.003167451951  0.007129088415 0.9999695713
772001 0.001999238336  -0.006921133296 0.9999740502
773001 -0.001943242584  0.007069227995 0.9999731246
774001 0.001384203367  -0.008619829158 0.9999618906
775001 -0.001262517524  0.008885306841 0.999959728
776001 0.0008668743769  -0.00885749744 0.9999603959
777001 -0.0004458430701  0.008661106629 0.9999623926
778001 -0.0004470315644  -0.008837172132 0.9999608516
779001 0.001364362264  0.008807198411 0.9999602852
780001 -0.001353030406  -0.008053007694 0.9999666587
781001 0.001291318689  0.008674941068 0.9999615383
782001 -0.001567361644  -0.007926505103 0.9999673565
783001 0.001879542193  0.00778575137 0.9999679243
784001 -0.001976119535  -0.00823260579 0.999964159
785001 0.002524658963  0.008238300233 0.9999628776
786001 -0.002807230992  -0.00795468926 0.9999644206
787001 0.002961593542  0.008206336307 0.9999619419
788001 -0.003111723715  -0.008420347978 0.9999597067
789001 0.004161040292  0.008783121086 0.9999527702
790001 -0.004875575979  -0.008738034831 0.9999499366
791001 0.005126923096  0.009105606257 0.9999453999
792001 -0.004674443668  -0.009125731125 0.999947434
793001 0.004683183312  0.008127705011 0.9999560032
794001 -0.004390097197  -0.00815513401 0.9999571096
795001 0.004943342611  0.007953815805 0.9999561492
796001 -0.005020500628  -0.007556934042 0.9999588429
797001 0.004979773852  0.007503413602 0.9999594496
798001 -0.005408786939  -0.007362727307 0.9999582668
799001 0.006261258566  0.006940848104 0.9999563098
800001 -0.006327468987  -0.006451441894 0.9999591703
801001 0.006838328199  0.006302768273 0.9999567553
802001 -0.006759491402  -0.006705292188 0.9999546732
803001 0.007032658205  0.006098734951 0.9999566727
804001 -0.007152698305  -0.005567279974 0.9999589214
805001 0.007332271184  0.004823606379 0.9999614847
806001 -0.007861295002  -0.004731017526 0.999957908
807001 0.007813705016  0.004866505758 0.9999576308
808001 -0.007829787032  -0.004709158685 0.9999582583
809001 0.007082436412  0.004391345841 0.9999652771
810001 -0.007068588527  -0.004150427421 0.999966404
811001 0.007383268046  0.004460239012 0.9999627962
812001 -0.007363902321  -0.004001582728 0.9999648796
813001 0.007118288362  0.004543765648 0.9999643415
814001 -0.006837468112  -0.004310498918 0.9999673339
815001 0.007729313599  0.003692534873 0.9999633109
816001 -0.007564348755  -0.002864379508 0.9999672875
817001 0.007953846954  0.002861665872 0.999964273
818001 -0.007863914057  -0.003001426428 0.9999645746
819001 0.007797220596  0.001973158363 0.9999676546
820001 -0.007783118221  -0.001305918689 0.9999688584
821001 0.00779711783  0.000477908607 0.9999694879
822001 -0.007966866885  -0.00048758744 0.9999681452
823001 0.008290900555  -0.0004894377854 0.9999655102
824001 -0.008287874879  0.001018827973 0.999965136
825001 0.00789890666  -0.0012378849 0.999968037
826001 -0.007758086228  0.00173536484 0.9999683999
827001 0.008448292433  -0.002108738699 0.9999620892
828001 -0.008407229074  0.002323958317 0.9999619582
829001 0.008235634411  -0.002277352977 0.9999634934
830001 -0.008385078836  0.002834237097 0.9999608281
831001 0.00819758108  -0.002949408237 0.9999620497
832001 -0.007411553876  0.003499035846 0.9999664123
833001 0.006962206854  -0.003800585677 0.9999685412
834001 -0.00718370067  0.004265090002 0.9999651012
835001 0.007041046925  -0.004574785997 0.999964747
836001 -0.006372914346  0.004685408235 0.9999687161
837001 0.006417376257  -0.004739315955 0.9999681777
838001 -0.006573596794  0.005231330933 0.99996471
839001 0.006651068119  -0.005412991686 0.9999632308
840001 -0.006939771529  0.005647050235 0.9999599745
841001 0.006704816527  -0.006695280426 0.9999551084
842001 -0.005634604019  0.006448508735 0.9999633334
843001 0.005754396928  -0.00659268477 0.9999617111
844001 -0.005477224157  0.006694689278 0.99996259
845001 0.005682723993  -0.00698897626 0.9999594297
846001 -0.004960175015  0.006890768682 0.9999639564
847001 0.003956078857  -0.007559502543 0.9999636011
848001 -0.004368151097  0.008048407185 0.9999580704
849001 0.004145999603  -0.008140325584 0.9999582721
850001 -0.004641885016  0.008676193515 0.9999515872
851001 0.003794536857  -0.00969005889 0.9999458507
852001 -0.003988405717  0.01045725165 0.9999373674
853001 0.003058551156  -0.01037447711 0.9999415061
854001 -0.002593783614  0.01027235637 0.999943874
855001 0.002830455044  -0.01016656701 0.9999443133
856001 -0.002353193418  0.0102184362 0.9999450216
857001 0.001395521459  -0.01004401918 0.9999485839
858001 -0.0004095206733  0.009911116958 0.9999507999
859001 -0.0004525315812  -0.009380196986 0.9999559027
860001 0.001378185651  0.009249173464 0.9999562758
861001 -0.001383681273  -0.009639648486 0.9999525803
862001 0.002102334754  0.008737066311 0.9999596212
863001 -0.002590792714  -0.008479901049 0.9999606889
864001 0.002417911725  0.008230746307 0.9999632037
865001 -0.002121009739  -0.008765163935 0.9999593359
866001 0.002966274591  0.008759425475 0.999957236
867001 -0.003543211791  -0.008249354445 0.9999596962
868001 0.004252046616  0.008387217554 0.9999557865
869001 -0.004784831356  -0.00805485875 0.9999561114
870001 0.004719480783  0.008473315749 0.9999529637
871001 -0.005299289296  -0.008295252517 0.9999515521
872001 0.006269136888  0.008038678936 0.9999480375
873001 -0.006473494587  -0.007765167606 0.9999488968
874001 0.00707104749  0.008193164731 0.9999414345
875001 -0.007829687834  -0.007568721993 0.9999407035
876001 0.007899954988  0.006889660367 0.9999450602
877001 -0.00751224169  -0.006410086041 0.9999512374
878001 0.007920671359  0.005595256679 0.999952977
879001 -0.007699524961  -0.004959431025 0.9999580599
880001 0.007930217832  0.004714529717 0.9999574416
881001 -0.007958638897  -0.004284559754 0.9999591506
882001 0.008422117692  0.003320907605 0.999959019
883001 -0.008801114115  -0.002567501348 0.9999579734
884001 0.00849713198  0.001268562333 0.9999630942
885001 -0.00788907126  -0.001907172358 0.9999670622
886001 0.007852040691  0.001488826523 0.999968064
887001 -0.008520670595  -0.0005404950078 0.9999635524
888001 0.008275142243  0.00041682879 0.9999656736
889001 -0.008462210722  0.0001171734389 0.9999641881
890001 0.007767185374  -2.309462818e-05 0.9999698348
891001 -0.008022244439  0.0004111047176 0.9999677369
892001 0.007209944013  -0.001109123306 0.999973393
893001 -0.007373365349  0.001484130035 0.9999717151
894001 0.007827899623  -0.002096582577 0.9999671637
895001 -0.007924684098  0.002784593033 0.9999647222
896001 0.008253195157  -0.003451808236 0.9999599842
897001 -0.008265911945  0.00359573359 0.999959372
898001 0.008041426961  -0.003631475619 0.9999610733
899001 -0.007504676443  0.004241259206 0.9999628452
900001 0.006834553477  -0.005158749935 0.9999633375
901001 -0.006342895946  0.005370803825 0.9999654606
902001 0.007043567282  -0.005728272747 0.9999587868
903001 -0.00740840786  0.006317353061 0.9999526022
904001 0.007349798149  -0.006512569138 0.9999517824
905001 -0.006944495502  0.006492123209 0.9999548122
906001 0.006991957115  -0.006533486855 0.9999542121
907001 -0.007232968176  0.006533626829 0.9999524969
908001 0.006991581973  -0.006768637848 0.9999526506
909001 -0.007048522375  0.006738820316 0.9999524523
910001 0.006603975176  -0.006622298321 0.9999562655
911001 -0.0058051394  0.007178398983 0.9999573847
912001 0.005347389377  -0.007747211264 0.9999556922
913001 -0.004937292975  0.008362453639 0.9999528452
914001 0.004454806259  -0.00913007157 0.999948397
915001 -0.004130546779  0.009147997212 0.9999496252
916001 0.002727769711  -0.008913550932 0.9999565531
917001 -0.002704712822  0.008586594591 0.9999594767
918001 0.002607751164  -0.008686195708 0.9999588741
919001 -0.002083385914  0.008646795793 0.9999604455
920001 0.001387367103  -0.008533103426 0.9999626301
921001 -0.001156487214  0.007987362885 0.9999674318
922001 0.000157482183  -0.008170030269 0.9999666124
923001 -0.0006867658051  0.008733070677 0.9999616303
924001 -0.0001483624362  -0.008379053806 0.9999648842
925001 6.835045199e-05  0.008429885973 0.9999644656
926001 -0.0004412566802  -0.009213035239 0.9999574618
927001 0.0001068566571  0.007653784672 0.9999707037
928001 -0.0005120782259  -0.007592120147 0.9999710484
929001 0.0008978155018  0.007813239583 0.9999690732
930001 -0.001734721122  -0.008352130173 0.9999636158
931001 0.001664817586  0.008841694675 0.9999595257
932001 -0.002573157279  -0.008903504468 0.9999570524
933001 0.002585285342  0.00925199168 0.9999538575
934001 -0.002590094142  -0.009218761019 0.999954152
935001 0.003516463477  0.009159190895 0.9999518708
936001 -0.003601002646  -0.009046456197 0.9999525962
937001 0.003701451417  0.009111839801 0.9999516357
938001 -0.004192486644  -0.008932816213 0.9999513128
939001 0.004589435238  0.009207382424 0.9999470793
940001 -0.004636719977  -0.008359272737 0.9999543107
941001 0.005255412173  0.007981387469 0.9999543381
942001 -0.006366247033  -0.008173086321 0.9999463344
943001 0.006666901979  0.008257502234 0.9999436815
944001 -0.007040404131  -0.008194604238 0.999941639
945001 0.007656888984  0.007311766207 0.9999439536
946001 -0.0082274343  -0.007072702423 0.9999411415
947001 0.008302085679  0.007410252682 0.9999380799
948001 -0.00845746053  -0.007168195774 0.9999385424
949001 0.008403161855  0.006971213326 0.9999403928
950001 -0.009209952598  -0.006660881428 0.9999354027
951001 0.00921756979  0.006238107593 0.9999380594
952001 -0.009567842955  -0.006015625747 0.9999361324
953001 0.009432956999  0.005096820261 0.9999425193
954001 -0.009670413876  -0.003580802217 0.9999468292
955001 0.009870833463  0.002693890321 0.9999476535
956001 -0.01056675333  -0.002542989237 0.9999409368
957001 0.01033899381  0.001847245359 0.999944845
958001 -0.009904135763  -0.001529704953 0.9999497829
959001 0.01016321217  0.001253773447 0.9999475673
960001 -0.01020294974  -0.0008474374433 0.9999475896
961001 0.01018792377  0.000192970956 0.9999480832
962001 -0.009545032046  0.0004168883145 0.9999543583
963001 0.009254789932  -0.0008550653349 0.999956808
964001 -0.009259983171  0.001506679543 0.9999559904
965001 0.009322527807  -0.001382019031 0.9999555894
966001 -0.009523023011  0.001783256378 0.999953065
967001 0.008494987374  -0.001559251743 0.9999627014
968001 -0.008366483326  0.00152317474 0.9999638404
969001 0.007595308844  -0.002110286752 0.9999689286
970001 -0.00735826246  0.002718936533 0.9999692313
971001 0.006500273899  -0.002612381326 0.9999754608
972001 -0.006432348376  0.003345948725 0.9999737145
973001 0.006308091758  -0.00388939219 0.99997254
974001 -0.006010718695  0.004341179581 0.9999725124
975001 0.005980436584  -0.004516945442 0.9999719155
976001 -0.005526399517  0.004559739114 0.9999743336
977001 0.005311306484  -0.00439736543 0.9999762264
978001 -0.005244962647  0.003916810243 0.9999785744
979001 0.004892034836  -0.003804360359 0.9999807973
980001 -0.004649388674  0.004005508751 0.9999811695
981001 0.00468073735  -0.004718474946 0.9999779132
982001 -0.00440116447  0.005179220657 0.9999769025
983001 0.004063294159  -0.005718992828 0.9999753912
984001 -0.003715537337  0.005690566794 0.999976906
985001 0.003180438227  -0.005751071893 0.9999784049
986001 -0.003442870137  0.005968761623 0.9999762601
987001 0.002735616651  -0.006167294997 0.9999772403
988001 -0.002341173705  0.006319516658 0.9999772912
989001 0.001713842714  -0.006397356042 0.9999780682
990001 -0.001178461278  0.006560772831 0.9999777836
991001 0.0007487684719  -0.00679683945 0.999976621
992001 0.0002564546501  0.006917800197 0.999976039
993001 -0.0007652343076  -0.006949756659 0.9999755575
994001 0.001200216304  0.007131913339 0.9999738474
995001 -0.001488329103  -0.006968525113 0.999974612
996001 0.001436348564  0.00748646125 0.9999709446
997001 -0.001639743592  -0.006892809933 0.9999749
998001 0.002146396078  0.007622508314 0.9999686448
999001 -0.002668708188  -0.007879054638 0.9999653988
1000001 0.002474771375  0.007938348172 0.9999654286
1001001 -0.002502138203  -0.007850220391 0.9999660562
1002001 0.002559764522  0.007790722148 0.9999663757
1003001 -0.002539928427  -0.007305559153 0.9999700884
1004001 0.003361160948  0.006817238683 0.9999711136
1005001 -0.003165829094  -0.0067116135 0.9999724656
1006001 0.003728586048  0.006770205013 0.9999701306
1007001 -0.00384397593  -0.006345904253 0.9999724764
1008001 0.003335659897  0.005709488011 0.9999781374
1009001 -0.003302175574  -0.006094380079 0.9999759769
1010001 0.003646774991  0.005921004124 0.9999758212
1011001 -0.005107002538  -0.005879819168 0.9999696728
1012001 0.004895755691  0.004962692791 0.9999757014
1013001 -0.005649068583  -0.004732334321 0.9999728463
1014001 0.006178000244  0.003454362644 0.9999749496
1015001 -0.00659379897  -0.00323177447 0.9999730385
1016001 0.006348607982  0.001841624462 0.9999781517
1017001 -0.006891283239  -0.001403248571 0.9999752704
1018001 0.007186527859  0.001104196622 0.999973567
1019001 -0.006927084396  -0.0005788321531 0.99997584
1020001 0.006721149742  0.0007625122447 0.9999771222
1021001 -0.006630662053  -0.000648779006 0.9999778066
1022001 0.007314780153  0.0003196722023 0.9999731956
1023001 -0.006880881817  0.0004258177877 0.9999762359
1024001 0.006498246023  0.0004537376459 0.9999787833
1025001 -0.006320907138  -0.0002336840758 0.9999799957
1026001 0.005976759544  4.636471839e-05 0.999982138
1027001 -0.006093150468  0.0006154973244 0.9999812473
1028001 0.006386027479  -0.0002036270043 0.9999795885
1029001 -0.006018858861  0.0009970436814 0.9999813896
1030001 0.006207983504  -0.001576462898 0.9999794877
1031001 -0.006076661057  0.001511498646 0.9999803947
1032001 0.006239024691  -0.001735853913 0.9999790306
1033001 -0.005802380769  0.00234961928 0.9999804057
1034001 0.005256187114  -0.002165448232 0.9999838416
1035001 -0.004688351547  0.002056825421 0.9999868944
1036001 0.004169615359  -0.00207439529 0.9999891556
1037001 -0.002476594495  0.002182960321 0.9999945507
1038001 0.002247926567  -0.001747162088 0.9999959472
1039001 -0.002319063949  0.001602825479 0.9999960265
1040001 0.002119546765  -0.001719393191 0.9999962757
1041001 -0.001772073999  0.002167769795 0.9999960804
1042001 0.001625302858  -0.002483332812 0.9999955958
1043001 -0.001226114567  0.003137376209 0.9999943268
1044001 0.001201969281  -0.003373580393 0.9999935872
1045001 -0.001284850872  0.002863813278 0.999995074
1046001 0.001240853886  -0.002887556923 0.9999950612
1047001 -0.001242412136  0.003272631802 0.9999938732
1048001 0.001529243362  -0.003644273927 0.9999921904
1049001 -0.0009528909075  0.003750992801 0.9999925111
1050001 0.0005888616352  -0.003708860419 0.9999929489
1051001 -0.0001979562564  0.004175028155 0.999991265
1052001 0.0006314491385  -0.004038759407 0.9999916449
1053001 -0.0006610117394  0.00497277451 0.9999874173
1054001 0.0005334297608  -0.00500824572 0.9999873165
1055001 -0.0004582048433  0.005642404351 0.9999839766
1056001 -0.0006245984965  -0.006026439813 0.9999816459
1057001 0.0007532061096  0.005606480751 0.999984
1058001 -0.0004600727749  -0.004918663616 0.9999877976
1059001 0.0007116690731  0.004920104475 0.9999876431
1060001 0.0001944556792  -0.005147911902 0.9999867306
1061001 -0.0006432568526  0.005208515674 0.9999862288
1062001 0.0005690057733  -0.005199076793 0.9999863229
1063001 -0.0002935356913  0.004495114236 0.999989854
1064001 -0.0002568682182  -0.004804391139 0.999988426
1065001 0.0008797683102  0.004773168473 0.9999882215
1066001 -0.0006197794777  -0.004414901957 0.9999900623
1067001 0.001032543519  0.00452177485 0.9999892438
1068001 -0.001004358902  -0.005499262355 0.9999843747
1069001 0.001289336598  0.005431501731 0.9999844182
1070001 -0.001415667978  -0.005367488859 0.999984593
1071001 0.001300494867  0.005713722596 0.999982831
1072001 -0.001442697562  -0.005612793117 0.9999832076
1073001 0.001609727661  0.005049710583 0.9999859546
1074001 -0.001668340385  -0.004735534038 0.9999873957
1075001 0.001350956746  0.00418485989 0.999990331
1076001 -0.001827794268  -0.004368525162 0.9999887876
1077001 0.002875246181  0.004562364181 0.9999854589
1078001 -0.00275215112  -0.004367103919 0.9999866771
1079001 0.00356738192  0.003780506066 0.9999864908
1080001 -0.004338118931  -0.004635333086 0.9999798471
1081001 0.004890412741  0.004549077949 0.9999776947
1082001 -0.004573766391  -0.004232434088 0.9999805835
1083001 0.004779942815  0.00292819692 0.9999842889
1084001 -0.004873281644  -0.003207857608 0.9999829804
1085001 0.004783103576  0.002495705213 0.9999854467
1086001 -0.004223221534  -0.002733519186 0.9999873462
1087001 0.004684592223  0.001940733333 0.9999871441
1088001 -0.004389150561  -0.001806595271 0.9999887358
1089001 0.003878944221  0.001805456838 0.9999908471
1090001 -0.004106103551  -0.001959493775 0.9999896502
1091001 0.004687331907  0.001647819647 0.9999876568
1092001 -0.004347260279  -0.001048685148 0.9999900009
1093001 0.005108489613  0.0008271383889 0.9999866096
1094001 -0.005082320073  -0.0006159877695 0.9999868953
1095001 0.004962533455  0.0002023076791 0.9999876662
1096001 -0.004382556498  0.0005929757135 0.9999902209
1097001 0.004072855782  -0.001231527834 0.9999909477
1098001 -0.003474674294  0.001279567947 0.9999931448
