0 0  -0 1
60001 0.001843889286  -0.0005925661937 0.9999981245
61001 -0.002073059486  5.252834655e-05 0.9999978498
62001 0.002219663665  -0.0003207323103 0.9999974851
63001 -0.00154109033  1.798669803e-05 0.9999988124
64001 0.001692144936  -0.0008526458772 0.9999982048
65001 -0.001329879412  0.0006153826703 0.9999989264
66001 0.00142563641  -0.000515696971 0.9999988508
67001 -0.001884781835  0.0008422908277 0.9999978691
68001 0.001902871846  -0.0007881765243 0.9999978789
69001 -0.001578976395  0.0007817421967 0.9999984479
70001 0.001259426373  -0.001019341994 0.9999986874
71001 -0.001018562121  0.001236981258 0.9999987162
72001 0.000916365605  -0.001395583153 0.9999986063
73001 -0.001380969284  0.001508626027 0.9999979085
74001 0.001103477078  -0.001608813584 0.999998097
75001 -0.0007717875981  0.002054364173 0.999997592
76001 0.0002823397482  -0.002419784172 0.9999970325
77001 -0.000675113091  0.002945731803 0.9999954334
78001 0.0007150344704  -0.002853556237 0.999995673
79001 0.0001708876316  0.002490826974 0.9999968833
80001 0.0001047626557  -0.002439477336 0.999997019
81001 0.0001609809679  0.002445207329 0.9999969975
82001 -0.0002878235869  -0.002277244453 0.9999973657
83001 0.0003617530789  0.002652224843 0.9999964174
84001 -0.001116270241  -0.002387388546 0.9999965272
85001 0.00155577324  0.002686791443 0.9999951804
86001 -0.001038913158  -0.002556744646 0.9999961919
87001 0.001406727766  0.002590315523 0.9999956557
88001 -0.001477185407  -0.002615728752 0.9999954879
89001 0.001287279015  0.00204404633 0.9999970824
90001 -0.002140495767  -0.001988046055 0.999995733
91001 0.002344170051  0.002260552105 0.9999946974
92001 -0.00269851733  -0.002342373393 0.9999936156
93001 0.003492550553  0.00208163594 0.9999917344
94001 -0.003633068585  -0.002061267242 0.999991276
95001 0.004019308455  0.001362845243 0.9999909939
96001 -0.003135501751  -0.0006278769162 0.9999948872
97001 0.002439834084  0.0001873071232 0.9999970061
98001 -0.002613114902  0.0002957157878 0.9999965421
99001 0.002389548478  -0.0003723136039 0.9999970757
100001 -0.002352012847  0.0004014128929 0.9999971535
101001 0.001995123982  0.0006682346599 0.9999977865
102001 -0.001920026144  -3.95083637e-05 0.999998156
103001 0.002266032273  -0.0001060258616 0.9999974269
104001 -0.00206017871  0.0001289142927 0.9999978695
105001 0.002436468258  -0.000309777269 0.9999969838
106001 -0.002184340457  0.0008673893012 0.9999972382
107001 0.001674995206  -0.0008074499489 0.9999982712
108001 -0.00104956955  -0.0001287449309 0.9999994409
109001 0.0004741418686  -0.0005118542737 0.9999997566
110001 -0.0008498193902  0.0006232325206 0.9999994447
111001 0.0007695735474  -0.0008956952032 0.9999993028
112001 -0.0006066232418  0.0007184335817 0.9999995579
113001 0.0006797654314  -0.000698919059 0.9999995247
114001 -0.0005539875435  -0.0001208133363 0.9999998393
115001 0.0006618025858  0.0002204554115 0.9999997567
116001 -0.0002459288899  0.0002057684692 0.9999999486
117001 0.0006461822019  -9.626915632e-05 0.9999997866
118001 -0.0004897251653  0.0001097014273 0.9999998741
119001 0.0003314569946  0.0007131990148 0.9999996908
120001 0.0001517819216  7.384566921e-05 0.9999999858
121001 -0.0004334909279  -0.0001610984866 0.9999998931
122001 0.0006705638205  -0.0002431253568 0.9999997456
123001 -0.0001079038013  0.0002587542522 0.9999999607
124001 -0.0005995563157  -0.0005195367215 0.9999996853
125001 0.0001266158605  -0.0001479566232 0.9999999811
126001 -0.0001225893536  -0.0001609761652 0.9999999795
127001 0.0002721547775  7.218976251e-05 0.9999999604
128001 0.0001232379949  -9.538960439e-05 0.9999999879
129001 0.0002521812624  0.0004554045375 0.9999998645
130001 -0.0003364396465  9.325638548e-05 0.9999999391
131001 0.0003446696219  -0.00025393617 0.9999999084
132001 -0.0002075695404  0.0004152798712 0.9999998922
133001 0.0004667095385  -0.0004798366268 0.999999776
134001 -0.0007362699218  0.0006449907379 0.999999521
135001 0.0007196903968  -0.0009570007147 0.9999992831
136001 -0.000746578834  0.0008947903157 0.999999321
137001 0.0007807105614  -0.001288426332 0.9999988652
138001 -0.0006419093821  0.001558907584 0.9999985789
139001 0.0005277119683  -0.001258265208 0.9999990692
140001 -0.0004389002272  0.0008014128083 0.9999995826
141001 0.0004059564987  -0.001462694244 0.9999988479
142001 -0.0003367407971  0.001748177794 0.9999984153
143001 0.0005327200369  -0.0011727161 0.9999991705
144001 -0.0005597928509  0.001417883923 0.9999988381
145001 0.0003997569925  -0.00123446119 0.9999991582
146001 -0.001037069519  0.001435501215 0.9999984319
147001 0.001029720797  -0.001056839491 0.9999989114
148001 -0.001138749097  0.001305311016 0.9999984997
149001 0.001484696952  -0.001274600419 0.9999980855
150001 -0.0009075886349  0.001097187705 0.9999989862
151001 0.001342478265  -0.001430187671 0.9999980762
152001 -0.001655383562  0.001504773737 0.9999974977
153001 0.001260654793  -0.0008148810215 0.9999988734
154001 -0.001127134255  0.000566422263 0.9999992044
155001 0.0004804543342  -0.001243315044 0.9999991117
156001 -3.95140346e-05  0.00112363619 0.999999368
157001 0.0004978722594  -0.0009033000996 0.9999994681
158001 0.0001340758106  0.001513168197 0.9999988462
159001 -0.001132874437  -0.0008669557047 0.9999989825
160001 0.001330595208  0.0005050447124 0.9999989872
161001 -0.001857961856  -0.0005912332626 0.9999980992
162001 0.001550847899  0.0007731745978 0.9999984986
163001 -0.001900197143  -0.0005098795002 0.9999980647
164001 0.002121558881  0.0004496100644 0.9999976484
165001 -0.002004813012  -0.000338755784 0.999997933
166001 0.002437156243  0.000595843999 0.9999968526
167001 -0.002860099243  -0.0007474715268 0.9999956306
168001 0.003428971914  0.0002782736992 0.9999940824
169001 -0.00363404138  -0.0005006158731 0.9999932716
170001 0.003279862501  -6.93096291e-05 0.9999946189
171001 -0.0031034784  0.0005266517509 0.9999950455
172001 0.003387573204  -0.0008916542769 0.9999938646
173001 -0.003770756014  0.0007072959725 0.9999926406
174001 0.004089662943  -0.000618930776 0.9999914458
175001 -0.004095556215  0.0004707716105 0.9999915024
176001 0.004357707352  -0.000387234478 0.9999904302
177001 -0.00483282196  0.0005791529552 0.9999881542
178001 0.004462557807  -0.0002362657835 0.9999900148
179001 -0.004511702614  0.0007368604736 0.9999895508
180001 0.003900705853  -0.001038725427 0.9999918528
181001 -0.004207383204  0.001362823132 0.9999902203
182001 0.003691403379  -0.001255403022 0.9999923987
183001 -0.003265548499  0.001133966783 0.9999940252
184001 0.00312548645  -0.001027089666 0.9999945882
185001 -0.003468646478  0.0002603185548 0.9999939504
186001 0.003493104122  -0.000343784839 0.99999384
187001 -0.003155156836  0.000752552809 0.9999947393
188001 0.003182854109  -0.001247408661 0.9999941567
189001 -0.003198009825  0.00075707338 0.9999945998
190001 0.003165311103  -0.001400432406 0.9999940098
191001 -0.003058810618  0.001229926796 0.9999945655
192001 0.003034535096  -0.001195159873 0.9999946816
193001 -0.002514537335  0.0008254379827 0.9999964979
194001 0.002279008892  -0.001279736766 0.9999965842
195001 -0.002121675839  0.001124744724 0.9999971167
196001 0.001310087174  -0.001435244127 0.9999981119
197001 -0.001510609867  0.001968142464 0.9999969223
198001 0.001547366636  -0.002154020336 0.9999964829
199001 -0.0009626631305  0.002461087155 0.9999965082
200001 0.000556355374  -0.002754993008 0.9999960503
201001 -2.242037597e-05  0.003087365946 0.9999952338
202001 0.0001714897205  -0.003254156315 0.9999946905
203001 -9.091174361e-05  0.002906690238 0.9999957715
204001 0.0004725135934  -0.003067325721 0.9999951841
205001 -7.055174346e-05  0.003213339057 0.9999948347
206001 -9.770166569e-05  -0.003471520163 0.9999939695
207001 0.0003568651291  0.003662349164 0.9999932299
208001 -0.0004966881512  -0.003783325391 0.9999927199
209001 0.0009042949234  0.003271127641 0.999994241
210001 -0.001554511396  -0.003313396688 0.9999933024
211001 0.001903150475  0.003308950157 0.9999927144
212001 -0.002095795542  -0.003215083172 0.9999926354
213001 0.002099112189  0.003259856849 0.9999924835
214001 -0.00184204484  -0.002702903644 0.9999946506
215001 0.001533385428  0.002273025254 0.9999962411
216001 -0.001958637046  -0.002646785134 0.9999945791
217001 0.002011049043  0.002680399883 0.9999943856
218001 -0.001755818694  -0.003053166957 0.9999937976
219001 0.001523214563  0.003215958999 0.9999936687
220001 -0.00145542026  -0.003231275732 0.9999937203
221001 0.001763171576  0.003784607053 0.999991284
222001 -0.001705984285  -0.003700664224 0.9999916973
223001 0.002152916013  0.004242949898 0.9999886811
224001 -0.002013450644  -0.004694221497 0.9999869551
225001 0.001921237042  0.004891284553 0.999986192
226001 -0.002232782003  -0.00448129024 0.9999874663
227001 0.002514283352  0.004671746464 0.9999859265
228001 -0.003098617329  -0.004505136051 0.9999850511
229001 0.003266873068  0.004647077303 0.999983866
230001 -0.004006042923  -0.004052473573 0.9999837644
231001 0.003874892422  0.003864077108 0.999985027
232001 -0.003747296376  -0.003357435208 0.9999873426
233001 0.003779957137  0.003603089512 0.9999863648
234001 -0.003460858152  -0.003081363195 0.9999892638
235001 0.003554254247  0.00282217303 0.9999897013
236001 -0.003389817131  -0.002946387107 0.9999899139
237001 0.00297046163  0.003000520246 0.9999910866
238001 -0.002856648202  -0.002854466797 0.9999918458
239001 0.002897819644  0.002668518098 0.9999922408
240001 -0.003057965392  -0.002688917099 0.9999917093
241001 0.003191765611  0.002827445194 0.9999909091
242001 -0.003010498317  -0.002592821957 0.9999921071
243001 0.003645950425  0.001951584097 0.9999914492
244001 -0.003615297138  -0.001809516306 0.9999918276
245001 0.003520501839  0.001820764934 0.9999921454
246001 -0.003272221705  -0.00165254981 0.9999932808
247001 0.003148852671  0.00181496194 0.9999933953
248001 -0.002911828237  -0.00185029673 0.9999940488
249001 0.002671062557  0.001553316008 0.9999952263
250001 -0.002774737112  -0.001502113197 0.9999950223
251001 0.003144407513  0.001113428442 0.9999944365
252001 -0.002593127021  -0.001155899887 0.9999959698
253001 0.002798864191  0.001230125898 0.9999953266
254001 -0.001998397802  -0.001398522084 0.9999970253
255001 0.002620880157  0.001418048047 0.9999955601
256001 -0.002880859827  -0.0007058550253 0.9999956012
257001 0.002612545605  0.001474640711 0.9999955
258001 -0.002752946743  -0.00159259522 0.9999949425
259001 0.003170749436  0.002087845736 0.9999927936
260001 -0.003393066831  -0.001568790113 0.999993013
261001 0.003044808819  0.001322795387 0.9999944897
262001 -0.003170328549  -0.001706050217 0.9999935192
263001 0.003141717431  0.001674432033 0.999993663
264001 -0.002925700531  -0.002281226572 0.9999931181
265001 0.003289142289  0.002325860534 0.999991886
266001 -0.003884743317  -0.0018218424 0.9999907948
267001 0.003490013112  0.00195325607 0.9999920023
268001 -0.003084134388  -0.002532724643 0.9999920367
269001 0.003067156949  0.001896627992 0.9999934977
270001 -0.002798023716  -0.001826336377 0.9999944178
271001 0.002594929119  0.001823070507 0.9999949714
272001 -0.00263347524  -0.001457187472 0.9999954707
273001 0.003033434271  0.001492791367 0.9999942849
274001 -0.003257086545  -0.001102703397 0.9999940877
275001 0.00328118616  0.0008617663293 0.9999942456
276001 -0.003853179211  -0.0003439824274 0.9999925173
277001 0.003622321613  8.577474382e-05 0.9999934357
278001 -0.00279793739  -0.0003653941243 0.999996019
279001 0.002665702774  0.0002883553262 0.9999964055
280001 -0.003117868965  7.608508103e-05 0.9999951366
281001 0.003482124319  -0.000146768893 0.9999939266
282001 -0.003179657229  0.0002552258568 0.9999949123
283001 0.002662737464  -0.0003710420532 0.9999963861
284001 -0.001817281789  0.0006955010755 0.9999981069
285001 0.003003725504  -0.0007081712912 0.9999952381
286001 -0.002790004411  0.001185046382 0.9999954058
287001 0.003474676984  -0.001365355269 0.9999930312
288001 -0.003542039034  0.0009630524928 0.9999932633
289001 0.003075784436  -0.000586541849 0.9999950978
290001 -0.002671513525  0.0007813851726 0.9999961262
291001 0.002368254709  -0.00105241032 0.9999966419
292001 -0.001995782507  0.001458260266 0.9999969452
293001 0.001942699531  -0.001408729092 0.9999971207
294001 -0.001771362231  0.001484095218 0.9999973299
295001 0.001840592316  -0.002646762701 0.9999948035
296001 -0.001316829571  0.002626787639 0.999995683
297001 0.0004524562193  -0.003021167115 0.9999953339
298001 -0.0003673458452  0.003312561938 0.999994446
299001 0.0006541413564  -0.003681225964 0.9999930103
300001 -0.0003553279621  0.00469271609 0.999988926
301001 0.0004158629642  -0.004496282688 0.9999898052
302001 -0.0003314477165  0.004138459854 0.9999913816
303001 0.0001041432239  -0.003599288524 0.9999935171
304001 0.0001786646333  0.002444713553 0.9999969958
305001 -0.0002989984597  -0.002347903759 0.999997199
306001 0.0002034786772  0.002594382544 0.9999966139
307001 0.0001048713199  -0.002274820846 0.9999974071
308001 0.0002482510217  0.002900653754 0.9999957623
309001 -0.000188926177  -0.003084684119 0.9999952245
310001 5.049272289e-05  0.002698133848 0.9999963588
311001 0.0001011663231  -0.002237866046 0.9999974909
312001 0.0005832940407  0.002452535612 0.9999968224
313001 -0.0003095760984  -0.002319763244 0.9999972615
314001 -0.0001621269652  0.002833589827 0.9999959723
315001 -0.0003566476439  -0.003424349964 0.9999940733
316001 0.0007474163477  0.002997146846 0.9999952293
317001 -0.001480529158  -0.00254269303 0.9999956714
318001 0.002014771361  0.0026087253 0.9999945676
319001 -0.00206692332  -0.002558699274 0.9999945905
320001 0.00201136682  0.002304725835 0.9999953213
321001 -0.001499218692  -0.002396965161 0.9999960035
322001 0.001589489278  0.001740558069 0.999997222
323001 -0.002653101852  -0.001219642269 0.9999957368
324001 0.002693469643  0.00199743729 0.9999943778
325001 -0.002997781767  -0.001867185978 0.9999937635
326001 0.003241632495  0.002135808055 0.9999924651
327001 -0.003729642435  -0.002885358666 0.9999888822
328001 0.003717142536  0.002362962241 0.9999902996
329001 -0.003704424904  -0.001320312063 0.999992267
330001 0.003546307237  0.001006384071 0.9999932055
331001 -0.004261442207  -0.0008312536657 0.9999905746
332001 0.00442603112  0.00106988202 0.9999896328
333001 -0.004997125472  -0.0004675046227 0.999987405
334001 0.005221812345  0.0004073215661 0.9999862833
335001 -0.005051286613  -0.0005523268022 0.9999870897
336001 0.004516634435  0.0008309368873 0.9999894548
337001 -0.004493882228  -0.0008996458507 0.9999894978
338001 0.004832462599  0.001262380704 0.9999875268
339001 -0.005244460807  -0.001574587216 0.9999850081
340001 0.005161605176  0.001758802094 0.9999851321
341001 -0.005629542596  -0.001343494031 0.9999832515
342001 0.004849086628  0.001594777345 0.9999869715
343001 -0.00436782797  -0.001934961011 0.999988589
344001 0.004927484699  0.001554073348 0.9999866523
345001 -0.005068388795  -0.0008911490646 0.9999867586
346001 0.004419880225  0.0005561794179 0.9999900776
347001 -0.004529752613  -0.0007120615032 0.9999894871
348001 0.003728837417  9.768379705e-05 0.9999930431
349001 -0.004321117466  -0.000336852451 0.9999906072
350001 0.004082467981  8.517014872e-05 0.9999916631
351001 -0.004464044155  -0.00055964416 0.9999898795
352001 0.004468190874  -0.0001147498057 0.999990011
353001 -0.004668170667  0.0001332106193 0.9999890952
354001 0.003932435417  -0.0004045050144 0.9999921862
355001 -0.003348028488  0.0004407651013 0.9999942982
356001 0.003484301872  -0.0001237513684 0.9999939222
357001 -0.003671620359  0.0004030328742 0.9999931784
358001 0.003459550348  -0.0009109794904 0.9999936008
359001 -0.003202457632  0.001283882513 0.999994048
360001 0.002566496382  -0.0008003173183 0.9999963863
361001 -0.002950737782  0.0006390779359 0.9999954424
362001 0.002475050207  -0.0004651291222 0.9999968289
363001 -0.002362665045  0.0006002030575 0.9999970288
364001 0.001481459932  -0.0007344867192 0.9999986329
365001 -0.00164543551  0.0001550396067 0.9999986343
366001 0.00146723488  -0.0006204079852 0.9999987312
367001 -0.001248546374  0.0007294563735 0.9999989545
368001 0.001065365484  -0.00042047717 0.9999993441
369001 -0.001633354502  0.0006628976744 0.9999984464
370001 0.001228955399  -0.0004285065571 0.9999991531
371001 -0.0003146899632  0.0004126889743 0.9999998654
372001 0.0002747932897  -0.0004909558519 0.9999998418
373001 -0.0004117803861  0.001110698408 0.9999992984
374001 0.0002117224666  -0.001047826901 0.9999994287
375001 -0.0001043421527  0.0006073719245 0.9999998101
376001 1.441558184e-05  -0.0007499087558 0.9999997188
377001 0.0003560178996  0.001443259681 0.9999988952
378001 0.0003168869804  -0.002134277053 0.9999976723
379001 0.0004044731036  0.001794409942 0.9999983083
380001 0.000209063331  -0.001743946958 0.9999984575
381001 -2.978728284e-05  0.001849416289 0.9999982894
382001 0.0004564642926  -0.001239650579 0.9999991275
383001 -0.0001061310229  0.001769408106 0.999998429
384001 9.198081647e-05  -0.00150253021 0.999998867
385001 -0.0004210358618  0.001123806179 0.9999992799
386001 0.0004774595859  -0.0006322541335 0.9999996862
387001 -8.486135169e-05  0.0003606210157 0.9999999314
388001 -0.0003508368964  -0.0008818518888 0.9999995497
389001 0.001127550434  0.001015325111 0.9999988489
390001 -0.00122488375  -0.001509590178 0.9999981104
391001 0.001373463433  0.001857237969 0.9999973322
392001 -0.001985705413  -0.001823810176 0.9999963654
393001 0.002805164381  0.002110027364 0.9999938394
394001 -0.002205949098  -0.002127472659 0.9999953039
395001 0.001682477578  0.002132611052 0.9999963107
396001 -0.001699652841  -0.002115260232 0.9999963185
397001 0.001322808831  0.001494623735 0.9999980082
398001 -0.001744505186  -0.001171756544 0.9999977919
399001 0.002116603316  0.001305812683 0.9999969075
400001 -0.002333187224  -0.000719617476 0.9999970192
401001 0.002824905784  0.0004351503594 0.9999959153
402001 -0.002834307311  -0.0004145679014 0.9999958975
403001 0.002443027537  0.0004757802295 0.9999969027
404001 -0.002409215189  -0.0003305039934 0.9999970433
405001 0.002250488048  0.0007010113785 0.999997222
406001 -0.00257225131  -0.0005692935646 0.9999965297
407001 0.002543729013  0.001191903542 0.9999960544
408001 -0.002227728844  -0.001170140352 0.999996834
409001 0.002530639886  0.001633332156 0.9999954641
410001 -0.002854088443  -0.001492059527 0.999994814
411001 0.002076299761  0.0005251812239 0.9999977066
412001 -0.002449276478  0.000116336994 0.9999969938
413001 0.003022251256  -0.000401459914 0.9999953524
414001 -0.002505815072  0.0008286189965 0.9999965172
415001 0.001574068369  -0.0009434956039 0.9999983161
416001 -0.001622286128  0.001195345472 0.9999979697
417001 0.001261688634  -0.001225704461 0.9999984529
418001 -0.001058087671  0.0002485191604 0.9999994094
419001 0.0008918316179  -0.0006527785479 0.9999993893
420001 -0.0002592672353  0.001553549917 0.9999987597
421001 0.0006414213326  -0.001949569937 0.9999978939
422001 -0.001280746244  0.002647108911 0.9999956763
423001 0.0006854127975  -0.003221887477 0.9999945749
424001 -0.0003401674857  0.003837863224 0.9999925776
425001 2.960175016e-05  -0.003797346464 0.9999927897
426001 -0.0002229654222  0.003949496943 0.9999921759
427001 0.0005767117554  -0.003651797148 0.9999931659
428001 -0.0007757217942  0.003759365781 0.9999926327
429001 0.000217624624  -0.003472877 0.9999939459
430001 -9.739004699e-06  0.00310945165 0.9999951656
431001 4.418418578e-05  -0.002987661413 0.999995536
432001 0.0002542249111  0.00254718068 0.9999967237
433001 -9.411160068e-05  -0.002883924103 0.9999958371
434001 0.0009327068626  0.002963213067 0.9999951747
435001 -0.001037913232  -0.002731763448 0.9999957301
436001 0.0009569962688  0.002789117436 0.9999956525
437001 -0.0005318221428  -0.002677760408 0.9999962734
438001 0.0006597806101  0.002864469351 0.9999956798
439001 -0.000457972225  -0.003343759312 0.9999943048
440001 9.621833524e-05  0.003369174646 0.9999943197
441001 1.034265919e-05  -0.003611858192 0.9999934772
442001 -0.0003294173623  0.003451589033 0.999993989
443001 0.0001953434321  -0.003651126296 0.9999933156
444001 0.0001540842738  0.003760623638 0.999992917
445001 -0.0004636078992  -0.003498510219 0.9999937728
446001 0.0006140223617  0.003016647753 0.9999952614
447001 -0.0008379318358  -0.002798673119 0.9999957327
448001 0.0006485810268  0.002609144499 0.9999963859
449001 -0.001231086809  -0.002578314623 0.9999959184
450001 0.0005188297195  0.002749604906 0.9999960853
451001 -0.0007933595837  -0.002896992672 0.999995489
452001 0.0007424285041  0.00320240955 0.9999945967
453001 -0.001136850921  -0.003160012659 0.999994361
454001 0.001515125893  0.002715876146 0.9999951642
455001 -0.001763517389  -0.002392175662 0.9999955838
456001 0.002040277636  0.002138882512 0.9999956313
457001 -0.002649377755  -0.002206968322 0.9999940551
458001 0.003216500029  0.001672516609 0.9999934284
459001 -0.003379407054  -0.002268168672 0.9999917175
460001 0.004576076742  0.00204041598 0.9999874481
461001 -0.004919188901  -0.002545945364 0.9999846598
462001 0.004308145671  0.002733312559 0.9999869844
463001 -0.00449050579  -0.002456984495 0.9999868993
464001 0.00485427146  0.002095807469 0.9999860218
465001 -0.004502588347  -0.001676667551 0.9999884577
466001 0.004147362635  0.001353938727 0.9999904831
467001 -0.004173268531  -0.00129131067 0.9999904582
468001 0.004125973059  0.0002905490283 0.999991446
469001 -0.00369894539  -0.0005976096653 0.9999929804
470001 0.003855346124  0.0001712929604 0.9999925535
471001 -0.004849198026  0.0006858497774 0.9999880074
472001 0.004358883349  -0.0005322132992 0.9999903584
473001 -0.004264171591  0.001010428441 0.9999903979
474001 0.003155658208  -0.0006194152135 0.9999948291
475001 -0.003085843449  0.0006232941809 0.9999950446
476001 0.002854331269  -0.0002942918368 0.9999958831
477001 -0.00324590804  0.0006139707148 0.9999945436
478001 0.002217183628  -4.384722185e-05 0.9999975411
479001 -0.002301149048  7.355999109e-05 0.9999973497
480001 0.001975861316  -0.0003690052906 0.99999798
481001 -0.002059391977  -0.0002189338162 0.9999978555
482001 0.002245380008  0.0002057865599 0.999997458
483001 -0.001979567209  0.0003776996426 0.9999979694
484001 0.002177987328  -0.0005569719049 0.9999974731
485001 -0.002316397024  0.0005719627867 0.9999971536
486001 0.002421689094  -0.0008342494796 0.9999967198
487001 -0.00251481508  0.001047948884 0.9999962888
488001 0.002586897291  -0.000849394293 0.9999962933
489001 -0.002175615045  0.001014558569 0.9999971187
490001 0.002421415746  -0.001125760252 0.9999964347
491001 -0.002139917986  0.0006516718953 0.9999974981
492001 0.002212683389  -8.861692301e-05 0.9999975481
493001 -0.002428508552  -0.0001028764956 0.9999970459
494001 0.001952777964  0.0005413941335 0.9999979468
495001 -0.002451941083  -0.0008349253602 0.9999966455
496001 0.002583612131  -0.0003044614337 0.9999966162
497001 -0.003405876695  0.0007055057925 0.9999939512
498001 0.003601927755  -0.001303643946 0.9999926633
499001 -0.003886072398  0.001673260058 0.9999910493
500001 0.004114406523  -0.002211163924 0.9999890912
501001 -0.00369612518  0.001921139255 0.999991324
502001 0.003803424659  -0.001365584522 0.9999918346
503001 -0.004719095069  0.001256444512 0.9999880757
504001 0.004379516077  -0.001953079822 0.9999885026
505001 -0.003883460937  0.002584148307 0.9999891204
506001 0.003892661414  -0.002330728105 0.9999897074
507001 -0.004072849983  0.001878362586 0.9999899418
508001 0.003260150251  -0.001087092448 0.9999940949
509001 -0.0028045962  0.001681448058 0.9999946535
510001 0.002961502297  -0.001402774806 0.9999946309
511001 -0.003420442077  0.00145932733 0.9999930855
512001 0.002547096245  -0.001430964138 0.9999957324
513001 -0.002232937828  0.001420801453 0.9999964977
514001 0.001906743508  -0.001211090777 0.9999974488
515001 -0.001639344768  0.001498731694 0.9999975332
516001 0.0002659750046  -0.001281897861 0.9999991431
517001 -7.799013444e-05  0.001823384166 0.9999983346
518001 0.0007184405539  -0.001540391078 0.9999985556
519001 -0.000696579712  0.001673016519 0.9999983579
520001 0.0002301314144  -0.002389482476 0.9999971188
521001 -0.0002880353948  0.002164587389 0.9999976158
522001 0.0006413432606  -0.002265532525 0.9999972281
523001 -0.0004132318599  0.001465484056 0.9999988409
524001 0.0009753506819  -0.001457166397 0.9999984627
525001 -0.001274164556  0.001517983584 0.9999980362
526001 0.001702129344  -0.001784729709 0.9999969588
527001 -0.001526140341  0.001753366867 0.9999972984
528001 0.002090507767  -0.001907431196 0.9999959958
529001 -0.002106018509  0.001715107377 0.9999963116
530001 0.001527824861  -0.001933536748 0.9999969636
531001 -0.001440972574  0.001239856725 0.9999981932
532001 0.001048339579  -0.0005391564611 0.9999993052
533001 -0.001842383642  0.0005768204937 0.9999981365
534001 0.001440713794  -0.001283818352 0.9999981381
535001 -0.001231859366  0.001691242075 0.9999978112
536001 0.0008315574089  -0.0009389273725 0.9999992135
537001 -0.00037148363  0.001052256767 0.9999993774
538001 3.289800529e-05  -0.001786690356 0.9999984034
539001 -0.0002265824372  0.001992546703 0.9999979893
540001 0.001106380809  -0.00197264771 0.9999974423
541001 -0.001082145011  0.001713751549 0.9999979461
542001 0.0007255325512  -0.001679584238 0.9999983264
543001 -0.0004548465893  0.002760822849 0.9999960855
544001 -7.839539781e-05  -0.002893425346 0.999995811
545001 0.0003951366587  0.002406957422 0.9999970253
