0 -1.55528 -3.42645e-39 -1.5739e-39
1 -1.55528 -3.42645e-39 -1.573904804e-39
11 -1.555283278 -3.426445896e-39 -1.573904804e-39
21 -1.555283278 -3.426445896e-39 -1.573904804e-39
31 -1.555283278 -3.426445896e-39 -1.573904804e-39
41 -1.555283278 -3.426445896e-39 -1.573904804e-39
51 -1.555283278 -3.426445896e-39 -1.573904804e-39
61 -1.555283278 -3.426445896e-39 -1.573904804e-39
71 -1.555283278 -3.426445896e-39 -1.573904804e-39
81 -1.555283278 -3.426445896e-39 -1.573904804e-39
91 -1.555283278 -3.426445896e-39 -1.573904804e-39
101 -1.555283278 -3.426445896e-39 -1.573904804e-39
111 -1.555283278 -3.426445896e-39 -1.573904804e-39
121 -1.555283278 -3.426445896e-39 -1.573904804e-39
131 -1.555283278 -3.426445896e-39 -1.573904804e-39
141 -1.555283278 -3.426445896e-39 -1.573904804e-39
151 -1.555283278 -3.426445896e-39 -1.573904804e-39
161 -1.555283278 -3.426445896e-39 -1.573904804e-39
171 -1.555283278 -3.426445896e-39 -1.573904804e-39
181 -1.555283278 -3.426445896e-39 -1.573904804e-39
191 -1.555283278 -3.426445896e-39 -1.573904804e-39
201 -1.555283278 -3.426445896e-39 -1.573904804e-39
211 -1.555283278 -3.426445896e-39 -1.573904804e-39
221 -1.555283278 -3.426445896e-39 -1.573904804e-39
231 -1.555283278 -3.426445896e-39 -1.573904804e-39
241 -1.555283278 -3.426445896e-39 -1.573904804e-39
251 -1.555283278 -3.426445896e-39 -1.573904804e-39
261 -1.555283278 -3.426445896e-39 -1.573904804e-39
271 -1.555283278 -3.426445896e-39 -1.573904804e-39
281 -1.555283278 -3.426445896e-39 -1.573904804e-39
291 -1.555283278 -3.426445896e-39 -1.573904804e-39
301 -1.555283278 -3.426445896e-39 -1.573904804e-39
311 -1.555283278 -3.426445896e-39 -1.573904804e-39
321 -1.555283278 -3.426445896e-39 -1.573904804e-39
331 -1.555283278 -3.426445896e-39 -1.573904804e-39
341 -1.555283278 -3.426445896e-39 -1.573904804e-39
351 -1.555283278 -3.426445896e-39 -1.573904804e-39
361 -1.555283278 -3.426445896e-39 -1.573904804e-39
371 -1.555283278 -3.426445896e-39 -1.573904804e-39
