0 0.784602  -0 0.62
3721 0.9128129616  -0.0003140899247 0.4083777645
3751 0.9136278885  -0.0003174448682 0.4065513259
3781 0.9144391609  -0.0003208073591 0.4047232611
3811 0.9152467755  -0.0003241772587 0.4028935775
3841 0.9160507292  -0.0003275544278 0.4010622823
3871 0.9168510186  -0.0003309387273 0.3992293829
3901 0.9176476406  -0.0003343300179 0.3973948867
3931 0.9184405919  -0.0003377281602 0.395558801
3961 0.9192298695  -0.0003411330145 0.3937211331
3991 0.9200154702  -0.0003445444413 0.3918818903
4021 0.9207973907  -0.0003479623007 0.3900410801
4051 0.9215756281  -0.0003513864526 0.3881987097
4081 0.9223501791  -0.0003548167569 0.3863547866
4111 0.9231210407  -0.0003582530735 0.3845093182
4141 0.9238882099  -0.000361695262 0.3826623118
4171 0.9246516834  -0.0003651431819 0.3808137748
4201 0.9254114583  -0.0003685966924 0.3789637145
4231 0.9261675316  -0.000372055653 0.3771121385
4261 0.9269199001  -0.0003755199227 0.3752590541
4291 0.927668561  -0.0003789893605 0.3734044687
4321 0.9284135112  -0.0003824638253 0.3715483898
4351 0.9291547477  -0.0003859431758 0.3696908247
4381 0.9298922676  -0.0003894272707 0.3678317809
4411 0.9306260678  -0.0003929159684 0.3659712659
4441 0.9313561456  -0.0003964091275 0.364109287
4471 0.9320824979  -0.000399906606 0.3622458518
4501 0.9328051219  -0.0004034082623 0.3603809676
4531 0.9335240146  -0.0004069139543 0.358514642
4561 0.9342391733  -0.0004104235399 0.3566468824
4591 0.9349505949  -0.000413936877 0.3547776962
4621 0.9356582767  -0.0004174538232 0.352907091
4651 0.9363622159  -0.0004209742362 0.3510350743
4681 0.9370624097  -0.0004244979734 0.3491616534
4711 0.9377588551  -0.0004280248922 0.347286836
4741 0.9384515495  -0.0004315548499 0.3454106295
4771 0.9391404901  -0.0004350877035 0.3435330414
4801 0.9398256741  -0.0004386233101 0.3416540793
4831 0.9405070988  -0.0004421615267 0.3397737506
4861 0.9411847615  -0.0004457022101 0.3378920628
4891 0.9418586594  -0.0004492452171 0.3360090236
4921 0.9425287898  -0.0004527904042 0.3341246404
4951 0.9431951501  -0.0004563376279 0.3322389208
4981 0.9438577377  -0.0004598867448 0.3303518723
5011 0.9445165498  -0.0004634376111 0.3284635024
5041 0.9451715838  -0.0004669900831 0.3265738188
5071 0.9458228371  -0.0004705440169 0.3246828289
5101 0.9464703071  -0.0004740992685 0.3227905404
5131 0.9471139912  -0.0004776556939 0.3208969608
5161 0.9477538869  -0.000481213149 0.3190020977
5191 0.9483899915  -0.0004847714894 0.3171059586
5221 0.9490223026  -0.0004883305709 0.3152085512
5251 0.9496508175  -0.000491890249 0.313309883
5281 0.9502755339  -0.0004954503793 0.3114099617
5311 0.9508964491  -0.000499010817 0.3095087948
5341 0.9515135608  -0.0005025714177 0.3076063899
5371 0.9521268663  -0.0005061320364 0.3057027547
5401 0.9527363634  -0.0005096925283 0.3037978967
5431 0.9533420495  -0.0005132527484 0.3018918236
5461 0.9539439223  -0.0005168125519 0.2999845431
5491 0.9545419792  -0.0005203717934 0.2980760626
5521 0.955136218  -0.000523930328 0.29616639
5551 0.9557266362  -0.0005274880102 0.2942555327
5581 0.9563132316  -0.0005310446948 0.2923434985
5611 0.9568960016  -0.0005346002364 0.290430295
5641 0.9574749441  -0.0005381544894 0.2885159299
5671 0.9580500567  -0.0005417073083 0.2866004108
5701 0.958621337  -0.0005452585475 0.2846837454
5731 0.9591887829  -0.0005488080612 0.2827659413
5761 0.959752392  -0.0005523557036 0.2808470062
5791 0.9603121621  -0.000555901329 0.2789269478
5821 0.960868091  -0.0005594447913 0.2770057738
5851 0.9614201764  -0.0005629859447 0.2750834918
5881 0.9619684161  -0.0005665246429 0.2731601096
5911 0.9625128079  -0.00057006074 0.2712356349
5941 0.9630533497  -0.0005735940896 0.2693100753
5971 0.9635900393  -0.0005771245457 0.2673834385
6001 0.9641228745  -0.0005806519618 0.2654557323
6031 0.9646518532  -0.0005841761916 0.2635269643
6061 0.9651769733  -0.0005876970886 0.2615971423
6091 0.9656982327  -0.0005912145064 0.259666274
6121 0.9662156293  -0.0005947282984 0.2577343671
6151 0.966729161  -0.000598238318 0.2558014294
6181 0.9672388259  -0.0006017444186 0.2538674686
6211 0.9677446218  -0.0006052464533 0.2519324923
6241 0.9682465467  -0.0006087442755 0.2499965085
6271 0.9687445986  -0.0006122377383 0.2480595247
6301 0.9692387756  -0.0006157266948 0.2461215488
6331 0.9697290756  -0.0006192109982 0.2441825885
6361 0.9702154967  -0.0006226905014 0.2422426515
6391 0.970698037  -0.0006261650574 0.2403017457
6421 0.9711766944  -0.0006296345192 0.2383598787
6451 0.9716514672  -0.0006330987396 0.2364170584
6481 0.9721223533  -0.0006365575715 0.2344732925
6511 0.972589351  -0.0006400108677 0.2325285889
6541 0.9730524584  -0.0006434584809 0.2305829552
6571 0.9735116735  -0.0006469002639 0.2286363992
6601 0.9739669946  -0.0006503360693 0.2266889288
6631 0.9744184199  -0.0006537657498 0.2247405518
6661 0.9748659475  -0.0006571891579 0.2227912758
6691 0.9753095756  -0.0006606061462 0.2208411088
6721 0.9757493025  -0.0006640165673 0.2188900586
6751 0.9761851264  -0.0006674202737 0.2169381329
6781 0.9766170456  -0.0006708171177 0.2149853395
6811 0.9770450584  -0.0006742069519 0.2130316862
6841 0.977469163  -0.0006775896286 0.211077181
6871 0.9778893577  -0.0006809650002 0.2091218315
6901 0.9783056409  -0.000684332919 0.2071656456
6931 0.9787180108  -0.0006876932374 0.2052086312
6961 0.979126466  -0.0006910458076 0.203250796
6991 0.9795310046  -0.0006943904818 0.201292148
7021 0.9799316251  -0.0006977271124 0.1993326948
7051 0.980328326  -0.0007010555515 0.1973724445
7081 0.9807211055  -0.0007043756513 0.1954114047
7111 0.9811099622  -0.000707687264 0.1934495834
7141 0.9814948944  -0.0007109902418 0.1914869884
7171 0.9818759007  -0.0007142844367 0.1895236275
7201 0.9822529795  -0.0007175697009 0.1875595087
7231 0.9826261294  -0.0007208458864 0.1855946397
7261 0.9829953487  -0.0007241128454 0.1836290285
7291 0.9833606361  -0.00072737043 0.1816626828
7321 0.9837219901  -0.0007306184921 0.1796956106
7351 0.9840794092  -0.0007338568838 0.1777278197
7381 0.984432892  -0.0007370854572 0.175759318
7411 0.9847824371  -0.0007403040643 0.1737901134
7441 0.9851280431  -0.000743512557 0.1718202137
7471 0.9854697087  -0.0007467107874 0.1698496269
7501 0.9858074323  -0.0007498986076 0.1678783607
7531 0.9861412128  -0.0007530758694 0.1659064232
7561 0.9864710488  -0.0007562424249 0.1639338221
7591 0.9867969389  -0.0007593981261 0.1619605654
7621 0.9871188818  -0.000762542825 0.159986661
7651 0.9874368763  -0.0007656763735 0.1580121167
7681 0.9877509211  -0.0007687986237 0.1560369405
7711 0.9880610149  -0.0007719094274 0.1540611402
7741 0.9883671565  -0.0007750086369 0.1520847239
7771 0.9886693447  -0.0007780961039 0.1501076993
7801 0.9889675783  -0.0007811716805 0.1481300743
7831 0.989261856  -0.0007842352188 0.146151857
7861 0.9895521767  -0.0007872865708 0.1441730552
7891 0.9898385392  -0.0007903255884 0.1421936768
7921 0.9901209424  -0.0007933521237 0.1402137297
7951 0.9903993852  -0.0007963660288 0.1382332219
7981 0.9906738664  -0.0007993671557 0.1362521612
8011 0.990944385  -0.0008023553565 0.1342705557
8041 0.9912109398  -0.0008053304832 0.1322884132
8071 0.9914735298  -0.000808292388 0.1303057417
8101 0.991732154  -0.0008112409231 0.1283225491
8131 0.9919868113  -0.0008141759404 0.1263388432
8161 0.9922375007  -0.0008170972922 0.1243546322
8191 0.9924842212  -0.0008200048307 0.1223699238
8221 0.9927269718  -0.000822898408 0.1203847261
8251 0.9929657516  -0.0008257778764 0.118399047
8281 0.9932005595  -0.0008286430882 0.1164128944
8311 0.9934313947  -0.0008314938954 0.1144262762
8341 0.9936582562  -0.0008343301506 0.1124392005
8371 0.9938811431  -0.0008371517059 0.1104516752
8401 0.9941000546  -0.0008399584138 0.1084637081
8431 0.9943149897  -0.0008427501266 0.1064753073
8461 0.9945259476  -0.0008455266967 0.1044864808
8491 0.9947329274  -0.0008482879765 0.1024972364
8521 0.9949359284  -0.0008510338186 0.1005075821
8551 0.9951349497  -0.0008537640754 0.09851752595
8581 0.9953299905  -0.0008564785994 0.09652707585
8611 0.9955210501  -0.0008591772433 0.09453623976
8641 0.9957081276  -0.0008618598596 0.09254502565
8671 0.9958912224  -0.0008645263011 0.09055344148
8701 0.9960703336  -0.0008671764203 0.08856149522
8731 0.9962454607  -0.00086981007 0.08656919485
8761 0.9964166028  -0.000872427103 0.08457654832
8791 0.9965837593  -0.0008750273721 0.08258356362
8821 0.9967469296  -0.0008776107302 0.08059024871
8851 0.9969061129  -0.0008801770301 0.07859661156
8881 0.9970613087  -0.0008827261248 0.07660266016
8911 0.9972125163  -0.0008852578674 0.07460840247
8941 0.9973597351  -0.0008877721107 0.07261384648
8971 0.9975029645  -0.000890268708 0.07061900017
9001 0.997642204  -0.0008927475124 0.06862387151
9031 0.997777453  -0.0008952083771 0.06662846848
9061 0.997908711  -0.0008976511553 0.06463279907
9091 0.9980359774  -0.0009000757004 0.06263687126
9121 0.9981592518  -0.0009024818656 0.06064069304
9151 0.9982785335  -0.0009048695045 0.05864427239
9181 0.9983938223  -0.0009072384704 0.05664761729
9211 0.9985051175  -0.0009095886169 0.05465073573
9241 0.9986124188  -0.0009119197977 0.05265363571
9271 0.9987157258  -0.0009142318662 0.0506563252
9301 0.9988150379  -0.0009165246764 0.04865881221
9331 0.9989103549  -0.0009187980819 0.04666110471
9361 0.9990016763  -0.0009210519366 0.04466321071
9391 0.9990890018  -0.0009232860944 0.04266513819
9421 0.999172331  -0.0009255004092 0.04066689515
9451 0.9992516636  -0.0009276947351 0.03866848957
9481 0.9993269993  -0.0009298689263 0.03666992946
9511 0.9993983378  -0.0009320228369 0.03467122281
9541 0.9994656788  -0.0009341563211 0.03267237761
9571 0.999529022  -0.0009362692332 0.03067340186
9601 0.9995883672  -0.0009383614278 0.02867430356
9631 0.9996437141  -0.0009404327591 0.0266750907
9661 0.9996950625  -0.0009424830819 0.02467577128
9691 0.9997424123  -0.0009445122507 0.02267635329
9721 0.9997857631  -0.0009465201201 0.02067684475
9751 0.999825115  -0.0009485065451 0.01867725364
9781 0.9998604676  -0.0009504713804 0.01667758796
9811 0.9998918209  -0.000952414481 0.01467785571
9841 0.9999191747  -0.0009543357019 0.0126780649
9871 0.9999425289  -0.0009562348983 0.01067822352
9901 0.9999618835  -0.0009581119252 0.008678339564
9931 0.9999772383  -0.0009599666381 0.006678421044
9961 0.9999885933  -0.0009617988922 0.004678475955
9991 0.9999959485  -0.000963608543 0.002678512299
10021 0.9999993038  -0.000965395446 0.0006785380742
10051 0.9999986592  -0.000967159457 -0.001321438718
10081 0.9999940147  -0.0009689004315 -0.003321410077
10111 0.9999853704  -0.0009706182255 -0.005321368003
10141 0.9999727262  -0.0009723126948 -0.007321304496
10171 0.9999560822  -0.0009739836955 -0.009321211555
10201 0.9999354385  -0.0009756310836 -0.01132108118
10231 0.9999107952  -0.0009772547153 -0.01332090537
10261 0.9998821524  -0.000978854447 -0.01532067613
10291 0.9998495102  -0.000980430135 -0.01732038545
10321 0.9998128687  -0.0009819816358 -0.01932002535
10351 0.999772228  -0.0009835088061 -0.02131958781
10381 0.9997275884  -0.0009850115025 -0.02331906484
10411 0.99967895  -0.0009864895818 -0.02531844844
10441 0.999626313  -0.0009879429736 -0.02731773062
10471 0.9995696776  -0.0009893716077 -0.02931690337
10501 0.999509044  -0.0009907751956 -0.0313159587
10531 0.9994444126  -0.0009921535945 -0.03331488861
10561 0.9993757835  -0.0009935066618 -0.03531368511
10591 0.999303157  -0.0009948342549 -0.0373123402
10621 0.9992265334  -0.0009961362313 -0.03931084588
10651 0.9991459131  -0.0009974124487 -0.04130919417
10681 0.9990612963  -0.0009986627648 -0.04330737706
10711 0.9989726834  -0.0009998870376 -0.04530538656
10741 0.9988800747  -0.001001085125 -0.04730321469
10771 0.9987834707  -0.001002256885 -0.04930085344
10801 0.9986828717  -0.001003402176 -0.05129829483
10831 0.998578278  -0.001004520857 -0.05329553088
10861 0.9984696902  -0.001005612785 -0.05529255357
10891 0.9983571087  -0.00100667782 -0.05728935494
10921 0.9982405338  -0.00100771582 -0.059285927
10951 0.9981199662  -0.001008726644 -0.06128226174
10981 0.9979954062  -0.001009710151 -0.0632783512
