0 -0.105569 -4.62031e-39 -2.17084e-39
1 -0.105569 -4.62031e-39 -2.170835529e-39
31 -0.1055689286 -4.620307344e-39 -2.170835529e-39
61 -0.1055689286 -4.620307344e-39 -2.170835529e-39
91 -0.1055689286 -4.620307344e-39 -2.170835529e-39
121 -0.1055689286 -4.620307344e-39 -2.170835529e-39
151 -0.1055689286 -4.620307344e-39 -2.170835529e-39
181 -0.1055689286 -4.620307344e-39 -2.170835529e-39
211 -0.1055689286 -4.620307344e-39 -2.170835529e-39
241 -0.1055689286 -4.620307344e-39 -2.170835529e-39
271 -0.1055689286 -4.620307344e-39 -2.170835529e-39
301 -0.1055689286 -4.620307344e-39 -2.170835529e-39
331 -0.1055689286 -4.620307344e-39 -2.170835529e-39
361 -0.1055689286 -4.620307344e-39 -2.170835529e-39
391 -0.1055689286 -4.620307344e-39 -2.170835529e-39
421 -0.1055689286 -4.620307344e-39 -2.170835529e-39
451 -0.1055689286 -4.620307344e-39 -2.170835529e-39
481 -0.1055689286 -4.620307344e-39 -2.170835529e-39
511 -0.1055689286 -4.620307344e-39 -2.170835529e-39
541 -0.1055689286 -4.620307344e-39 -2.170835529e-39
571 -0.1055689286 -4.620307344e-39 -2.170835529e-39
601 -0.1055689286 -4.620307344e-39 -2.170835529e-39
631 -0.1055689286 -4.620307344e-39 -2.170835529e-39
661 -0.1055689286 -4.620307344e-39 -2.170835529e-39
691 -0.1055689286 -4.620307344e-39 -2.170835529e-39
721 -0.1055689286 -4.620307344e-39 -2.170835529e-39
751 -0.1055689286 -4.620307344e-39 -2.170835529e-39
781 -0.1055689286 -4.620307344e-39 -2.170835529e-39
811 -0.1055689286 -4.620307344e-39 -2.170835529e-39
841 -0.1055689286 -4.620307344e-39 -2.170835529e-39
871 -0.1055689286 -4.620307344e-39 -2.170835529e-39
901 -0.1055689286 -4.620307344e-39 -2.170835529e-39
931 -0.1055689286 -4.620307344e-39 -2.170835529e-39
961 -0.1055689286 -4.620307344e-39 -2.170835529e-39
991 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1021 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1051 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1081 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1111 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1141 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1171 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1201 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1231 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1261 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1291 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1321 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1351 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1381 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1411 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1441 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1471 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1501 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1531 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1561 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1591 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1621 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1651 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1681 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1711 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1741 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1771 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1801 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1831 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1861 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1891 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1921 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1951 -0.1055689286 -4.620307344e-39 -2.170835529e-39
1981 -0.1055689286 -4.620307344e-39 -2.170835529e-39
2011 -0.1055689286 -4.620307344e-39 -2.170835529e-39
2041 -0.1055689286 -4.620307344e-39 -2.170835529e-39
2071 -0.1055689286 -4.620307344e-39 -2.170835529e-39
2101 -0.1055689286 -4.620307344e-39 -2.170835529e-39
2131 -0.1055689286 -4.620307344e-39 -2.170835529e-39
2161 -0.1055689286 -4.620307344e-39 -2.170835529e-39
2191 -0.1055689286 -4.620307344e-39 -2.170835529e-39
