0 0  -0 1
4001 -0.7052683589  0.6543086153 -0.2729043381
4101 0.5906541764  -0.6809048981 -0.4330082721
4201 -0.4209543272  0.6436013107 -0.6391985663
4301 0.2586045779  -0.6978776424 -0.6679000438
4401 -0.2890675251  0.6232524469 -0.7266335757
4501 0.5565418467  -0.6393399319 -0.530571036
4601 -0.5472399825  0.5661267792 -0.6164648176
4701 0.5712197694  -0.5011157858 -0.6500699534
4801 -0.5297722939  0.4551592374 -0.7156615018
4901 0.5993145746  -0.3503169073 -0.7197917095
5001 -0.5313649486  0.3445885732 -0.7738927617
5101 0.3872183364  -0.3500178253 -0.8529651118
5201 -0.3570881549  0.4330517058 -0.8276196408
5301 0.2717241773  -0.4484241854 -0.8515173054
5401 -0.3662971915  0.4678475782 -0.8043289197
5501 -0.2659350744  -0.05941320648 -0.9621583067
5601 0.0226764126  0.1985745174 -0.9798234236
5701 -0.1378952034  -0.2060715065 -0.9687721337
5801 0.06125132774  0.2459788173 -0.9673379432
5901 -0.02184138215  -0.1935266944 -0.9808518607
6001 0.08860899561  0.3152394559 -0.9448664093
6101 -0.1130218649  -0.1460001403 -0.9828072126
6201 0.08465514629  -0.0706180251 -0.9939047242
6301 -0.1785871729  0.2118011267 -0.9608573798
6401 0.1610681509  -0.2389110615 -0.9575899725
6501 -0.1677992832  0.2702667216 -0.9480502622
6601 -0.02858376266  -0.1917111937 -0.9810350589
6701 -0.01034088786  0.231137862 -0.9728660518
6801 0.07106401993  -0.2163866577 -0.9737179876
6901 0.07381642549  -0.1682680128 -0.9829735557
7001 -0.07717119371  0.2469482414 -0.9659509164
7101 0.1101306906  -0.3219106031 -0.9403429133
7201 -0.08727734744  0.4310460479 -0.8980990865
7301 -0.003246618923  -0.2112928612 -0.9774174064
7401 0.08368574248  0.1163585746 -0.9896753905
7501 -0.5194006117  -0.3767698711 -0.7669859639
7601 0.3792751068  0.3887157028 -0.8396728504
7701 -0.5242916861  -0.576466456 -0.6267412967
7801 0.7061617959  0.5096997405 -0.491468913
7901 -0.9018841926  -0.09117810458 -0.4222457299
8001 0.9348209465  0.04012416806 -0.3528453614
8101 -0.9107502539  0.1047607319 -0.3994485749
8201 0.9566955679  -0.07837757022 -0.2803400557
8301 -0.9874854601  0.1209993433 -0.1011514953
8401 0.9761788877  -0.1359921217 -0.1690589306
8501 -0.9540524987  0.2468397412 -0.1698645691
8601 0.9395694473  -0.3375287352 -0.05730276284
8701 -0.8686758709  0.4949142681 0.02149647613
8801 0.8347896678  -0.5382728192 -0.1157090433
8901 -0.7033875645  0.6301834922 -0.328807999
9001 0.6609529618  -0.6661715984 -0.3454802221
9101 -0.7092149173  0.6730899919 -0.2096760926
9201 0.6233600308  -0.7501952332 -0.2205207112
9301 -0.3995894195  0.8262233626 -0.3970935039
9401 0.3443534429  -0.8522945833 -0.3937189983
9501 -0.26691773  0.909140697 -0.3197156838
9601 0.2839401544  -0.8614191683 -0.4211116303
9701 -0.1982210434  0.8452405513 -0.4962628622
9801 0.1171802815  -0.9118041705 -0.393550424
9901 0.01405177184  0.8916652947 -0.4524771264
10001 -0.04536203595  -0.813611627 -0.5796364431
10101 0.1334246273  0.7617808135 -0.6339462603
10201 -0.2908482399  -0.7364123957 -0.6108224659
10301 0.1897765644  0.796404526 -0.5742165851
10401 -0.2264050465  -0.8301738519 -0.5094625899
10501 0.263347811  0.9129004355 -0.3118665182
10601 -0.3384794962  -0.9000237606 -0.2745703206
10701 0.3654341441  0.9164361138 -0.163103451
10801 -0.5230166962  -0.8511405176 0.04487042144
10901 0.5892787877  0.7659150493 0.2571471324
11001 -0.6252583089  -0.7012576494 0.3424759209
11101 0.7046164483  0.6832070629 0.1916866453
11201 -0.7555499029  -0.6414821784 0.1328343295
11301 0.7800832277  0.5237113489 0.3423398616
11401 -0.875957723  -0.4070059086 0.2589290595
11501 0.900239437  0.4104038102 0.1453879935
11601 -0.9194091728  -0.2912347846 0.2643275868
11701 0.953197293  0.2534714821 0.1648245381
11801 -0.9241153237  -0.2122288685 0.3177574168
11901 0.9247188129  0.1406305683 0.353720455
12001 -0.9227393685  -0.08547253756 0.3758277573
12101 0.757833834  0.0983010637 0.6449998302
12201 -0.8059518201  -0.1089789462 0.5818636034
12301 0.8787159901  0.08101647486 0.4704195357
12401 -0.9853462321  -0.1032287702 0.1357815299
12501 0.8908139472  0.02510486636 0.4536741752
12601 -0.9201334053  0.001297248135 0.3916029029
12701 0.8947482996  -0.2228692999 0.3869815958
12801 -0.69718214  0.2977248683 0.6521479636
12901 0.6465458364  -0.3352299229 0.6852732158
13001 -0.5476292323  0.3162053626 0.7746717967
13101 0.5023825996  -0.4215914709 0.754898904
13201 -0.4963773952  0.4846224254 0.7202434216
13301 0.637439579  -0.4658221166 0.613743056
13401 -0.6717480047  0.6340697295 0.3830276705
13501 0.6346789237  -0.7096565653 0.3058925027
13601 -0.5873525107  0.737617761 0.3330721646
13701 0.508087416  -0.8090226813 0.2955156152
13801 -0.2992089097  0.851346295 0.4309101
13901 0.1998402467  -0.9028451039 0.3807027636
14001 -0.2156266912  0.8466262449 0.48654818
14101 0.160929498  -0.8841977588 0.438515701
14201 -0.1257535146  0.8897235446 0.4388371768
14301 0.08271373822  -0.8822946567 0.4633730422
14401 0.003684249621  0.8987076328 0.4385328004
14501 -0.09037771541  -0.9297424761 0.3569464901
14601 0.09983862297  0.9668237638 0.235125624
14701 -0.09231567148  -0.9622593705 0.2559975012
14801 0.1649240773  0.9394722913 0.3003196008
14901 -0.3673993989  -0.8730041802 0.320751279
