0 0  -0 1
143001 -0.01112144662  0.002405791758 0.9999352607
144001 -0.01109835169  0.002157463099 0.9999360839
145001 -0.01037862808  0.001680414623 0.9999447286
146001 -0.009712727381  0.002143295866 0.9999505334
147001 -0.01005318306  0.001237925956 0.9999486992
148001 -0.01013364021  0.001135966758 0.9999480081
149001 -0.01001016165  0.0006058813249 0.9999497135
150001 -0.01044884061  0.0007837312171 0.9999451022
151001 -0.0103174688  0.0006086453535 0.9999465883
152001 -0.0107604122  0.0005743091541 0.9999419402
153001 -0.009951763934  0.001242157901 0.9999497084
154001 -0.009816125527  0.0003571527011 0.9999517569
155001 -0.009447253852  -2.442497503e-05 0.9999553734
156001 -0.009677086669  -0.0008661197976 0.9999528008
157001 -0.01032751717  -0.0006377941748 0.9999464664
158001 -0.01077361818  -0.001269979241 0.9999411564
159001 -0.01033664264  -0.000997247312 0.9999460782
160001 -0.01050977609  -0.001116409125 0.9999441475
161001 -0.0112452125  -0.001344723876 0.9999358664
162001 -0.01031549375  -0.002049966968 0.9999446926
163001 -0.01092555838  -0.002976197134 0.9999358851
164001 -0.0108949131  -0.00351345845 0.9999344761
165001 -0.01190116392  -0.003896350629 0.9999215873
166001 -0.0117809585  -0.002767252876 0.999926773
167001 -0.01167443568  -0.002652974148 0.9999283321
168001 -0.01068729097  -0.002699536376 0.9999392453
169001 -0.01044460777  -0.002996840563 0.9999409628
170001 -0.01142778961  -0.002324460235 0.9999319989
171001 -0.01146336463  -0.002505384987 0.9999311548
172001 -0.01185615115  -0.002517556632 0.9999265441
173001 -0.01134890026  -0.003174274081 0.9999305608
174001 -0.01210279061  -0.003525429789 0.9999205437
175001 -0.01147561508  -0.00305378434 0.9999294898
176001 -0.0114743906  -0.004268334287 0.999925057
177001 -0.01081340449  -0.004820320525 0.9999299149
178001 -0.01038037555  -0.00519520547 0.9999326265
179001 -0.01032355688  -0.005237487813 0.9999329942
180001 -0.01004943316  -0.004833065529 0.9999378232
181001 -0.01041551863  -0.004853526562 0.9999339779
182001 -0.01070068643  -0.004242092098 0.9999337478
183001 -0.01071350337  -0.004448328656 0.9999327143
184001 -0.01034765514  -0.003775602018 0.9999393336
185001 -0.0104171033  -0.003960773657 0.9999378962
186001 -0.01036911024  -0.004377383129 0.999936658
187001 -0.01049292765  -0.004385625333 0.9999353303
188001 -0.01095636178  -0.004458127576 0.9999300392
189001 -0.01140699867  -0.004247556408 0.9999259166
190001 -0.01112747683  -0.004290349466 0.9999288835
191001 -0.01133212732  -0.003602160264 0.9999293012
192001 -0.01172444239  -0.003201397426 0.9999261415
193001 -0.01170541533  -0.003160042186 0.999926496
194001 -0.01159674728  -0.002868606064 0.9999286407
195001 -0.01175924181  -0.002809284903 0.9999269114
196001 -0.01047126807  -0.002602509694 0.999941788
197001 -0.010222598  -0.002977023176 0.9999433163
198001 -0.009938219202  -0.003289357523 0.9999452044
199001 -0.009542477987  -0.003710849145 0.999947584
200001 -0.01031238844  -0.003768397523 0.9999397251
201001 -0.009628138241  -0.003684372932 0.9999468607
202001 -0.0103827282  -0.003344387478 0.9999405052
203001 -0.01008095011  -0.004013131136 0.9999411329
204001 -0.01059164755  -0.003817408358 0.9999366202
205001 -0.01049540215  -0.003594043327 0.9999384628
206001 -0.01062899107  -0.003787766491 0.9999363366
207001 -0.01103253016  -0.002538254916 0.9999359182
208001 -0.01124556491  -0.002661359694 0.999933225
209001 -0.01155971222  -0.002368123694 0.9999303801
210001 -0.01171433154  -0.002736874988 0.9999276393
211001 -0.01199079724  -0.003771769574 0.9999209941
212001 -0.01160870018  -0.003605275792 0.9999261173
213001 -0.01165777103  -0.002754408907 0.9999282522
214001 -0.01097722153  -0.003015677788 0.999935201
215001 -0.01107894246  -0.003533922644 0.9999323819
216001 -0.0117608405  -0.00374820181 0.9999238139
217001 -0.01162463703  -0.003605933908 0.9999259298
218001 -0.01128140612  -0.003712396964 0.9999294715
219001 -0.01160412288  -0.004268158029 0.9999235606
220001 -0.013190331  -0.00447822159 0.9999029756
221001 -0.01343572105  -0.004477358059 0.9998997123
222001 -0.01428274752  -0.003930256573 0.9998902721
223001 -0.01523429247  -0.004078143464 0.9998756348
224001 -0.01540251619  -0.003457921002 0.9998753949
225001 -0.01526132826  -0.003111576627 0.9998786976
226001 -0.01575139735  -0.003040862483 0.999871315
227001 -0.01472341211  -0.002935663829 0.9998872951
228001 -0.01513571895  -0.003369759723 0.9998797701
229001 -0.01511752774  -0.003099970432 0.9998809182
230001 -0.01492371255  -0.002932777279 0.9998843341
231001 -0.01519295684  -0.002872722073 0.9998804536
232001 -0.015316409  -0.00290495328 0.999878477
233001 -0.01469003878  -0.002564335912 0.9998888073
234001 -0.01462170137  -0.002510461021 0.9998899456
235001 -0.01441073177  -0.002712819756 0.9998924799
236001 -0.01457387516  -0.002369229531 0.9998909885
237001 -0.01395790172  -0.002535650722 0.9998993686
238001 -0.01297637056  -0.002180482524 0.9999134259
239001 -0.01357230926  -0.002022444592 0.9999058466
240001 -0.01417522791  -0.001800256543 0.9998979058
241001 -0.01406072386  -0.001979827521 0.9998991831
242001 -0.01389413072  -0.001553839639 0.9999022646
243001 -0.01368611462  -0.001317904025 0.9999054722
244001 -0.01418255611  -0.001245021462 0.9998986474
245001 -0.01347288295  -0.001100687383 0.9999086308
246001 -0.0135644843  -0.00124854897 0.9999072186
247001 -0.01342433296  -0.0006683486905 0.9999096662
248001 -0.01378819998  -0.000137480048 0.9999049288
249001 -0.01389600732  -0.000535115536 0.9999033026
250001 -0.01380329398  -0.0001105153717 0.9999047239
251001 -0.01389109551  0.0002083067058 0.9999034924
252001 -0.01299258562  -0.0006067314888 0.9999154087
253001 -0.013313897  -0.0003615406293 0.9999113008
254001 -0.01291101056  -0.0001604937211 0.9999166365
255001 -0.01292913978  -0.001131592582 0.9999157749
256001 -0.01203009835  -0.000717187572 0.9999273785
257001 -0.01155941645  -0.0002628544716 0.9999331531
258001 -0.01115314583  0.0001862012792 0.9999377844
259001 -0.01158115327  0.0009592792089 0.999932476
260001 -0.0108493616  0.0004452845302 0.9999410448
261001 -0.01138169153  0.0003406477694 0.9999351684
262001 -0.01134206358  9.079362595e-05 0.9999356726
263001 -0.01023366083  0.0002531325368 0.9999476027
264001 -0.01020341659  0.0002618176769 0.9999479095
265001 -0.01047314279  0.0005636164036 0.9999449963
266001 -0.009980065498  0.000182993648 0.9999501811
267001 -0.008705921588  5.824532046e-05 0.999962101
268001 -0.00888403983  5.833888121e-05 0.9999605344
269001 -0.009007110458  0.0002080315265 0.9999594135
270001 -0.008480485042  -0.0004718158783 0.9999639287
271001 -0.008390039245  -0.0008221293934 0.999964465
272001 -0.008097387293  -0.0003019500206 0.99996717
273001 -0.008275578328  -0.0002395039787 0.9999657281
274001 -0.008283476815  0.0001479916971 0.9999656804
275001 -0.007892677078  0.0008340944207 0.9999685044
276001 -0.007978466721  0.001097135604 0.9999675696
277001 -0.007474377647  0.001013393341 0.9999715529
278001 -0.007110274997  0.001615304427 0.999973417
279001 -0.007536917505  0.001800995493 0.9999699752
280001 -0.007797730223  0.001887344006 0.9999678161
281001 -0.007623613297  0.001816681114 0.9999692896
282001 -0.008750997708  0.001182100858 0.9999610106
283001 -0.009218782879  0.001090026372 0.999956912
284001 -0.009023672261  0.001514875233 0.9999581383
285001 -0.00886619559  0.001805475123 0.9999590646
286001 -0.008697548408  0.001634595422 0.9999608396
287001 -0.008882632565  0.0008621725683 0.9999601769
288001 -0.009029319937  0.0004513475097 0.999959133
289001 -0.008562211152  0.0004239608043 0.9999632537
290001 -0.007665458898  0.0006595555275 0.9999704024
291001 -0.007378395676  0.0007843755141 0.9999724716
292001 -0.006421072853  0.001981492442 0.9999774215
293001 -0.00635409651  0.002125004702 0.9999775546
294001 -0.006138492964  0.001455908324 0.9999800994
295001 -0.005679602107  0.001492523075 0.9999827571
296001 -0.006158275284  0.001092817685 0.9999804405
297001 -0.006351274262  0.001474625155 0.9999787431
298001 -0.005986309006  0.001744396224 0.9999805604
299001 -0.005832791018  0.001456793744 0.999981928
300001 -0.00590060832  0.001937603865 0.999980714
301001 -0.006469230745  0.001853946154 0.9999773557
302001 -0.005982904153  0.002217906446 0.9999796426
303001 -0.005434436968  0.002375888065 0.9999824108
304001 -0.005348533355  0.002214434269 0.9999832446
305001 -0.006666987297  0.002795033687 0.9999738692
306001 -0.006812783733  0.002995496121 0.9999723061
307001 -0.006941039253  0.002960442681 0.9999715284
308001 -0.007445223666  0.003498983614 0.9999661623
309001 -0.008000297776  0.003277540641 0.9999626258
310001 -0.00743986482  0.003759628687 0.9999652562
311001 -0.006877021927  0.004753302497 0.9999650557
312001 -0.006475216048  0.00435470079 0.9999695536
313001 -0.006569622696  0.004443994199 0.999968545
314001 -0.005873023705  0.004603563451 0.999972157
315001 -0.006712608208  0.00470799285 0.9999663873
316001 -0.006636408728  0.005225333889 0.9999643263
317001 -0.006431996187  0.005437971105 0.9999645283
318001 -0.005697976775  0.004185721523 0.9999750061
319001 -0.005952075393  0.004049479407 0.9999740869
320001 -0.006175776721  0.004198680494 0.999972115
321001 -0.005988701019  0.00349433167 0.9999759622
322001 -0.004823294627  0.004096618276 0.9999799765
323001 -0.003752650575  0.004263902178 0.9999838682
324001 -0.002285260147  0.003996929711 0.999989401
325001 -0.002529192165  0.004118118055 0.999988322
326001 -0.002939437617  0.004663450595 0.9999848058
327001 -0.002529991634  0.005817703414 0.9999798765
328001 -0.00198481377  0.005666188082 0.9999819772
329001 -0.001440852515  0.005921103302 0.999981432
330001 -0.0009823502473  0.005078272502 0.999986623
331001 -0.0003910128152  0.005258068599 0.9999860998
332001 -0.0009309779922  0.005198165752 0.9999860561
333001 -0.0006174661365  0.004752004978 0.9999885185
334001 -0.0003117955869  0.00430028369 0.9999907051
335001 -0.0002663115679  0.003624536035 0.9999933959
336001 -0.0004504169034  0.003813646032 0.9999926266
337001 -0.0002979752563  0.003464147027 0.9999939554
338001 -0.0001617865721  0.003549375808 0.9999936878
339001 -0.0003630513574  0.003191906727 0.9999948399
340001 -0.0006207424201  0.003004252199 0.9999952945
341001 -0.001736065969  0.002710622295 0.9999948193
342001 -0.001503371108  0.00248567389 0.9999957806
343001 -0.001651763536  0.002751432428 0.9999948506
344001 -0.001869014212  0.002671753585 0.9999946842
345001 -0.001350894716  0.002148432632 0.9999967796
346001 -0.001184342754  0.002048361386 0.9999972007
347001 -0.0002515444422  0.002897260896 0.9999957713
348001 0.000498963154  0.002576844753 0.9999965554
349001 0.00113456347  0.002478739471 0.9999962843
350001 0.00160636586  0.002486416959 0.9999956186
351001 0.001195129338  0.00300442746 0.9999947725
352001 0.001874568025  0.003132013938 0.9999933382
353001 0.002436465671  0.00242776795 0.9999940847
354001 0.002747176825  0.00211780094 0.9999939839
355001 0.002741777417  0.00176925402 0.9999946762
356001 0.002062559355  0.001450943806 0.9999968203
357001 0.002009387598  0.0009301221167 0.9999975486
358001 0.002007955614  0.002736046133 0.999994241
359001 0.001459394169  0.002199404121 0.9999965164
360001 0.001678831298  0.001856247677 0.9999968679
361001 0.001154237359  0.002089396049 0.999997151
362001 0.00060534569  0.001439765651 0.9999987803
363001 0.0013037535  0.001674332199 0.9999977484
364001 0.001711132316  0.001515035227 0.9999973883
365001 0.002007386776  0.0009687401925 0.9999975159
366001 0.003401462919  0.002309124378 0.9999915489
367001 0.003433925573  0.002706821301 0.9999904406
368001 0.003864977699  0.002413492348 0.9999896184
369001 0.00412505641  0.001741102599 0.9999899762
370001 0.00301064395  0.001476801865 0.9999943775
371001 0.002826161827  0.001675388705 0.9999946029
372001 0.002698734556  0.001410796727 0.9999953632
373001 0.002984674607  0.0006856108905 0.9999953108
374001 0.002977609575  0.001533189845 0.9999943915
375001 0.003401125155  0.001879100339 0.9999924506
376001 0.003054716036  0.002487635822 0.9999922401
377001 0.00287358558  0.002711154289 0.999992196
378001 0.002903641963  0.002274136512 0.9999931985
379001 0.002707421187  0.002756405013 0.999992536
380001 0.003040366393  0.003333864923 0.9999898207
381001 0.00325338658  0.002841272977 0.9999906712
382001 0.003507520582  0.002555823512 0.9999905825
383001 0.0037753354  0.002026538697 0.9999908199
384001 0.004347889492  0.00219280896 0.9999881436
385001 0.004427116348  0.002125755177 0.9999879408
386001 0.004584944893  0.002514260997 0.9999863283
387001 0.004591559845  0.003086815863 0.9999846944
388001 0.004847024585  0.002801213044 0.9999843296
389001 0.004627717219  0.002765971931 0.9999854667
390001 0.004966054037  0.002528265818 0.9999844729
391001 0.004433806573  0.002753269467 0.9999863803
392001 0.004698515521  0.002542859342 0.9999857288
393001 0.004901324475  0.002802371011 0.9999840617
394001 0.003136436326  0.002576744307 0.9999917615
395001 0.002752236395  0.002348337238 0.9999934552
396001 0.002316475173  0.003253233999 0.9999920251
397001 0.002937292167  0.002681239635 0.9999920916
398001 0.003153674388  0.002734426975 0.9999912886
399001 0.002689086921  0.002943846282 0.9999920512
400001 0.00186094075  0.003121284583 0.9999933972
401001 0.001964832828  0.003001027789 0.9999935666
402001 0.0009981778122  0.003787917252 0.9999923276
403001 0.001326180734  0.003320601238 0.9999936074
404001 0.001329619126  0.003123553391 0.9999942377
405001 0.001660319646  0.00291306227 0.9999943787
406001 0.001430932883  0.003117698116 0.9999941161
407001 0.001846753195  0.00338867538 0.9999925531
408001 0.001966213064  0.003506221325 0.9999919201
409001 0.002356449036  0.002967279352 0.9999928211
410001 0.00258566332  0.003145677903 0.9999917095
411001 0.002278809617  0.002933476277 0.9999931008
412001 0.002128524087  0.002924524179 0.9999934582
413001 0.00193415918  0.003061217238 0.9999934439
414001 0.002450656679  0.002943061986 0.9999926663
415001 0.003080781086  0.002958022316 0.9999908794
416001 0.002620191884  0.001966137777 0.9999946344
417001 0.002174612979  0.002050779735 0.9999955326
418001 0.002072297988  0.001686344097 0.9999964309
419001 0.002053951291  0.001708566089 0.999996431
420001 0.002020788105  0.0009683854629 0.9999974893
421001 0.002583592514  2.572232947e-05 0.9999966622
422001 0.002492260683  0.0007000658318 0.9999966492
423001 0.002038047072  0.0008164066453 0.9999975899
424001 0.002243493032  0.001436270451 0.9999964519
425001 0.001816959088  0.002311331157 0.9999956782
426001 0.001314882673  0.001554682299 0.999997927
427001 0.0007167474121  0.001085619612 0.9999991538
428001 0.0005905227134  0.001674234469 0.9999984241
429001 0.000286925228  0.001753487652 0.9999984214
430001 -6.840760929e-05  0.001961273811 0.9999980743
431001 0.0006644198293  0.002516021799 0.999996614
432001 0.0001352545165  0.002029502458 0.9999979314
433001 -7.645815362e-05  0.002304997704 0.9999973405
434001 0.0003047174754  0.002544133311 0.9999967172
435001 0.0004415846731  0.003191061343 0.999994811
436001 0.0007146816849  0.003468115812 0.9999937306
437001 0.001455668279  0.003218267985 0.9999937618
438001 0.0009456318593  0.003947796375 0.9999917603
439001 0.0007367300777  0.003478008461 0.9999936803
440001 0.00105644655  0.003653946702 0.9999927662
441001 0.0006521546026  0.003517615227 0.9999936005
442001 0.0007738433347  0.003969791877 0.9999918209
443001 0.0006893583691  0.003204432013 0.9999946281
444001 0.0004775339749  0.00295394731 0.999995523
445001 -0.0002261267791  0.003795068535 0.9999927731
446001 -0.0003354785778  0.003884387537 0.9999923994
447001 0.0001082836209  0.003772103903 0.9999928797
448001 -0.0003605187595  0.003937258134 0.9999921839
449001 -0.0002193521781  0.003453586858 0.9999940123
450001 -0.0004858062255  0.002714148506 0.9999961986
451001 -0.0002394425694  0.002493721716 0.999996862
452001 -0.0006578848962  0.001483581081 0.999998683
453001 -0.001130237357  0.0007804765765 0.9999990567
454001 -0.001616484769  0.0004071072839 0.9999986106
455001 -0.0009140315853  0.000304030476 0.999999536
456001 -0.0009929239363  -0.0002512526116 0.9999994754
457001 -0.001173896464  3.542938423e-05 0.9999993103
458001 -0.001882286462  0.0002558533407 0.9999981957
459001 -0.001535651786  2.53996516e-05 0.9999988205
460001 -0.001665053745  -0.0005417452221 0.999998467
461001 -0.001232055309  -0.0003028593367 0.9999991951
462001 -0.001695691707  0.0001964437175 0.999998543
463001 -0.001888327309  0.0009258373886 0.9999977885
464001 -0.001337908823  0.000854178137 0.9999987401
465001 -0.001261409221  0.001323526379 0.9999983285
466001 -0.00170244947  0.001002636333 0.9999980482
467001 -0.002401599042  0.001851665158 0.9999954018
468001 -0.002788777023  0.002281883744 0.9999935078
469001 -0.003311306494  0.001466908828 0.9999934417
470001 -0.003189891081  0.001895334943 0.9999931161
471001 -0.003138603193  0.0009665700107 0.9999946074
472001 -0.002760333321  0.001442740869 0.9999951495
473001 -0.002425939772  0.001675983996 0.9999956529
474001 -0.003283319136  0.001322168406 0.9999937358
475001 -0.003471450647  0.001321236374 0.9999931016
476001 -0.003210897248  0.0007486498546 0.9999945648
477001 -0.002050601801  1.921061259e-05 0.9999978973
478001 -0.001772444213  0.0001287278376 0.9999984209
479001 -0.002694191013  -4.656225832e-05 0.9999963695
480001 -0.003192016206  -0.0003002941305 0.9999948604
481001 -0.003441429241  3.986370733e-05 0.9999940774
482001 -0.00344116061  -1.576770885e-05 0.999994079
483001 -0.003703129347  -0.0001187807444 0.9999931363
484001 -0.004119667321  -0.00031805086 0.9999914635
485001 -0.005355275933  7.504523529e-05 0.9999856575
486001 -0.005302120197  -0.0003491513307 0.9999858827
487001 -0.005763748999  -0.0004760530338 0.9999832761
488001 -0.005651754301  -0.0006283025095 0.9999838313
489001 -0.005319460894  -0.0006315467843 0.9999856521
490001 -0.005547229115  -0.0005893610238 0.9999844403
491001 -0.005525133588  0.0004003629382 0.9999846561
492001 -0.005775093517  0.001084283104 0.9999827361
493001 -0.006246246892  -0.0002314100881 0.9999804652
494001 -0.00619666458  0.0002723219937 0.9999807634
495001 -0.006170359977  0.0001511205714 0.9999809517
496001 -0.007043853048  -0.0006008458629 0.9999750112
497001 -0.00690525201  -0.0003058076161 0.9999761117
498001 -0.006165449915  -0.0007131251157 0.9999807391
499001 -0.006225678404  0.0001339541574 0.9999806113
500001 -0.006676564194  0.0003712610616 0.9999776425
501001 -0.007182717596  0.0002213711549 0.9999741794
502001 -0.007465428748  0.0001349634298 0.9999721241
503001 -0.00784815521  0.0004856632886 0.9999690848
504001 -0.008335462883  0.0008065336352 0.9999649341
505001 -0.008800201068  0.001183927015 0.9999605766
506001 -0.008338867418  0.001070594684 0.9999646579
507001 -0.008193963126  0.001399489403 0.9999654496
508001 -0.008160957513  0.000847656668 0.9999663395
509001 -0.008256748725  0.0008788191029 0.9999655263
510001 -0.007902968413  0.0005223006463 0.9999686346
511001 -0.007973763239  0.0002567216094 0.999968176
512001 -0.007642033651  0.0003043337063 0.9999707529
513001 -0.008284620328  -0.0001297524851 0.9999656735
514001 -0.008742073205  -0.0008182061714 0.9999614526
515001 -0.008551420636  -0.0007465898234 0.9999631572
516001 -0.0086625914  -0.0005754903948 0.9999623134
517001 -0.009425230247  -0.0006387373364 0.9999553775
518001 -0.009119117493  -2.080010025e-05 0.9999584197
519001 -0.008829212413  0.00031210132 0.999960973
520001 -0.008710142918  -0.0005535566091 0.9999619127
521001 -0.007983017476  -0.0002346733378 0.9999681076
522001 -0.008673729788  -1.157633139e-05 0.9999623824
523001 -0.009443033272  -0.0003385918302 0.9999553562
524001 -0.009727287416  -0.0003070140724 0.9999526416
525001 -0.009600548613  -0.0001829106129 0.9999538969
526001 -0.009675067385  -0.001471653726 0.9999521125
527001 -0.01060799135  -0.001494676577 0.9999426165
528001 -0.01068039286  -0.001226189375 0.9999422111
529001 -0.01054275657  -0.0006163363977 0.9999442336
530001 -0.01072718674  -0.001158321011 0.9999417911
531001 -0.01113785493  -0.001026588596 0.9999374451
532001 -0.01123877607  -0.0009837022042 0.9999363591
533001 -0.01114446294  -0.0005700641104 0.999937736
534001 -0.01059702724  -0.0009611182969 0.999943388
535001 -0.01111401626  -0.001350507414 0.9999373254
536001 -0.01052345247  -0.001812602554 0.999942984
537001 -0.01116984103  -0.002101097631 0.9999354079
538001 -0.01150267935  -0.002313280532 0.9999311661
539001 -0.0118609991  -0.003083534338 0.9999249014
540001 -0.01215770908  -0.003260559226 0.9999207762
541001 -0.01201201471  -0.003328350637 0.9999223137
542001 -0.01225409375  -0.003540272742 0.9999186485
543001 -0.01161288095  -0.003939254998 0.9999248088
544001 -0.01234497815  -0.003599135351 0.9999173204
545001 -0.01151887367  -0.004168919694 0.999924965
546001 -0.01073271045  -0.004087108033 0.99993405
