0 0  -0 1
1624 -0.0006168356161  -0.0006690202758 0.999999586
1627 -0.001044959485  0.0009247368015 0.9999990265
1630 -0.0006258854499  -0.0007370170173 0.9999995325
1633 -0.001051223547  0.0008564288737 0.9999990807
1636 -0.0006293627829  -0.0008055249602 0.9999994775
1639 -0.001051898898  0.0007878374603 0.9999991364
1642 -0.0006272444897  -0.0008740881863 0.9999994213
1645 -0.001046981025  0.0007194190429 0.9999991931
1648 -0.0006195446839  -0.0009422504096 0.9999993642
1651 -0.001036502642  0.000651628952 0.9999992505
1654 -0.0006063146243  -0.001009558013 0.9999993066
1657 -0.001020533466  0.0005849183365 0.9999993082
1660 -0.0005876423738  -0.001075563066 0.9999992489
1663 -0.0009991797563  0.0005197311616 0.9999993658
1666 -0.000563652213  -0.001139826309 0.9999991915
1669 -0.0009725836054  0.000456501254 0.9999994228
1672 -0.0005345038133  -0.001201920071 0.9999991348
1675 -0.0009409219952  0.0003956494147 0.9999994791
1678 -0.0005003911746  -0.001261431123 0.9999990792
1681 -0.0009044056185  0.0003375806189 0.999999534
1684 -0.0004615413335  -0.001317963419 0.999999025
1687 -0.0008632774764  0.0002826813202 0.9999995874
1690 -0.0004182128529  -0.001371140742 0.9999989725
1693 -0.0008178112617  0.0002313168797 0.9999996388
1696 -0.0003706941011  -0.0014206092 0.9999989222
1699 -0.000768309537  0.0001838291335 0.999999688
1702 -0.0003193013328  -0.001466039582 0.9999988744
1705 -0.0007151017218  0.0001405341185 0.9999997344
1708 -0.000264376584  -0.001507129553 0.9999988293
1711 -0.0006585418995  0.0001017199688 0.999999778
1714 -0.0002062853964  -0.001543605664 0.9999987874
1717 -0.0005990064612  6.76449981e-05 0.9999998183
1720 -0.0001454143842  -0.001575225168 0.9999987488
1723 -0.0005368916013  3.853598088e-05 0.9999998551
1726 -8.216866122e-05  -0.001601777643 0.9999987138
1729 -0.0004726106799  1.458664298e-05 0.9999998882
1732 -1.696914514e-05  -0.001623086384 0.9999986827
1735 -0.0004065914727  -4.043627603e-06 0.9999999173
1738 4.975024396e-05  -0.001639009588 0.9999986556
1741 -0.0003392733237  -1.723084144e-05 0.9999999423
1744 0.0001175454712  -0.001649441287 0.9999986328
1747 -0.0002711042214  -2.488723286e-05 0.9999999629
1750 0.0001859653422  -0.001654312065 0.9999986143
1753 -0.0002025378175  -2.696184402e-05 0.9999999791
1756 0.0002545545053  -0.001653589509 0.9999986004
1759 -0.0001340304078  -2.344086405e-05 0.9999999907
1762 0.0003228564824  -0.001647278433 0.9999985911
1765 -6.60378954e-05  -1.434772095e-05 0.9999999977
1768 0.0003904167067  -0.001635420841 0.9999985865
1771 9.872430626e-07  2.57074282e-07 1
1774 0.0004567855476  -0.001618095651 0.9999985866
1777 6.6598969e-05  2.027633041e-05 0.9999999976
1780 0.0005215213034  -0.001595418165 0.9999985913
1783 0.0001303606501  4.557682273e-05 0.9999999905
1786 0.0005841931404  -0.001567539306 0.9999986008
1789 0.0001918479662  7.599017969e-05 0.9999999787
1792 0.0006443839604  -0.001534644614 0.9999986148
1795 0.000250651733  0.0001113140034 0.9999999624
1798 0.0007016931763  -0.001496953007 0.9999986334
1801 0.0003063806257  0.0001513132168 0.9999999416
1804 0.0007557393781  -0.001454715327 0.9999986563
1807 0.0003586637824  0.0001957216276 0.9999999165
1810 0.0008061628714  -0.001408212671 0.9999986835
1813 0.0004071532733  0.0002442437005 0.9999998873
1816 0.0008526280707  -0.00135775452 0.9999987148
1819 0.0004515264152  0.0002965565234 0.9999998541
1822 0.0008948257331  -0.001303676676 0.9999987499
1825 0.0004914879195  0.0003523119568 0.9999998172
1828 0.000932475016  -0.001246339033 0.9999987886
1831 0.0005267718574  0.0004111389504 0.9999997767
1834 0.0009653253466  -0.001186123179 0.9999988306
1837 0.0005571434293  0.0004726460127 0.9999997331
1840 0.0009931580889  -0.001123429855 0.9999988758
1843 0.0005824005277  0.0005364238163 0.9999996865
1846 0.001015787999  -0.001058676291 0.9999989237
1849 0.0006023750822  0.000602047922 0.9999996373
1852 0.001033064459  -0.0009922934261 0.9999989741
1855 0.0006169341777  0.0006690816033 0.9999995859
1858 0.001044872476  -0.000924723045 0.9999990266
1861 0.0006259809393  0.0007370787532 0.9999995324
1864 0.001051133452  -0.000856414834 0.9999990808
1867 0.0006294551771  0.0008055868528 0.9999994774
1870 0.001051805703  -0.0007878233897 0.9999991365
1873 0.0006273337861  0.0008741499827 0.9999994212
1876 0.001046884739  -0.0007194051942 0.9999991932
1879 0.0006196309007  0.0009423118577 0.9999993641
1882 0.001036403293  -0.0006516155764 0.9999992506
1885 0.0006063978001  0.001009618863 0.9999993065
1888 0.001020431103  -0.0005849056821 0.9999993083
1891 0.0005877225675  0.001075623072 0.9999992488
1894 0.0009990744473  -0.0005197194717 0.9999993659
1897 0.0005637295032  0.00113988523 0.9999991914
1900 0.0009724754394  -0.0004564907654 0.999999423
1903 0.0005345782982  0.001201977675 0.9999991347
1906 0.0009408110798  -0.0003956403564 0.9999994792
1909 0.0005004629707  0.001261487185 0.9999990791
1912 0.0009042920793  -0.0003375732101 0.9999995342
1915 0.0004616105755  0.001318017726 0.9999990249
1918 0.0008631614567  -0.0002826757694 0.9999995875
1921 0.0004182796924  0.001371193091 0.9999989724
1924 0.0008176929211  -0.0002313133828 0.9999996389
1927 0.0003707587057  0.001420659401 0.9999989221
1930 0.0007681890508  -0.0001838278729 0.999999688
1933 0.0003193638849  0.001466087461 0.9999988743
1936 0.0007149792794  -0.0001405352616 0.9999997345
1939 0.0002644372797  0.00150717495 0.9999988292
1942 0.0006584177033  -0.0001017236671 0.9999997781
1945 0.0002063444442  0.001543648435 0.9999987873
1948 0.0005988807254  -6.765138596e-05 0.9999998184
1951 0.0001454720035  0.001575265189 0.9999987487
1954 0.0005367645502  -3.854517488e-05 0.9999998552
1957 8.222508101e-05  0.001601814805 0.9999987137
1960 0.0004724825467  -1.459874098e-05 0.9999998883
1963 1.702460232e-05  0.001623120601 0.9999986826
1966 0.0004064624978  4.02854707e-06 0.9999999174
1969 -4.969550606e-05  0.001639040789 0.9999986555
1972 0.0003391437529  1.721271969e-05 0.9999999423
1975 -0.0001174912045  0.001649469425 0.9999986327
1978 0.0002709743046  2.486603145e-05 0.999999963
1981 -0.0001859112953  0.001654337111 0.9999986143
1984 0.000202407807  2.6937545e-05 0.9999999792
1987 -0.0002545004256  0.001653611456 0.9999986004
1990 0.0001339005563  2.341347009e-05 0.9999999908
1993 -0.0003228021174  0.001647297294 0.9999985911
1996 6.590845475e-05  1.431725533e-05 0.9999999977
1999 -0.0003903618058  0.001635436649 0.9999985865
2002 -1.116023871e-06  -2.905678576e-07 1
2005 -0.0004567298638  0.001618108459 0.9999985866
2008 -6.672684532e-05  -2.031278807e-05 0.9999999976
2011 -0.0005214645948  0.001595428048 0.9999985913
2014 -0.0001304873833  -4.561616088e-05 0.9999999904
2017 -0.000584135172  0.001567546357 0.9999986008
2020 -0.0001919733253  -7.603229556e-05 0.9999999787
2023 -0.0006443245055  0.001534648945 0.9999986148
2026 -0.0002507754962  -0.0001113587758 0.9999999624
2029 -0.0007016320183  0.001496954749 0.9999986334
2032 -0.0003065025816  -0.0001513605067 0.9999999416
2035 -0.0007556763116  0.001454714626 0.9999986564
2038 -0.0003587837319  -0.0001957712793 0.9999999165
2041 -0.0008060977037  0.001408209692 0.9999986836
2044 -0.0004072710305  -0.0002442955426 0.9999998872
2047 -0.000852560623  0.001357749441 0.9999987148
2050 -0.0004516418088  -0.00029661037 0.999999854
2053 -0.0008947558419  0.00130366969 0.9999987499
2056 -0.0004916007941  -0.0003523676085 0.9999998171
2059 -0.000932402534  0.001246330346 0.9999987886
2062 -0.0005268820741  -0.0004111961959 0.9999997767
2065 -0.0009652501438  0.001186113008 0.9999988307
2068 -0.000557250867  -0.00047270463 0.999999733
2071 -0.0009930800534  0.001123418426 0.9999988759
2074 -0.0005825050839  -0.0005364835744 0.9999996864
2077 -0.001015707038  0.001058663838 0.9999989238
2080 -0.0006024766734  -0.0006021085821 0.9999996372
2083 -0.001032980498  0.0009922801929 0.9999989742
2086 -0.0006170327402  -0.0006691429208 0.9999995858
2089 -0.001044785462  0.000924709278 0.9999990267
2092 -0.0006260764297  -0.000737140479 0.9999995323
2095 -0.001051043351  0.0008564007837 0.9999990809
2098 -0.0006295475722  -0.0008056487351 0.9999994773
2101 -0.001051712503  0.0007878093088 0.9999991366
2104 -0.0006274230835  -0.0008742117687 0.999999421
2107 -0.001046788448  0.0007193913353 0.9999991934
2110 -0.0006197171185  -0.0009423732952 0.9999993639
2113 -0.001036303939  0.0006516021907 0.9999992507
2116 -0.000606480977  -0.001009679702 0.9999993064
2119 -0.001020328735  0.0005848930178 0.9999993084
2122 -0.0005878027622  -0.001075683067 0.9999992487
2125 -0.0009989691339  0.000519707772 0.999999366
2128 -0.0005638067946  -0.001139944141 0.9999991913
2131 -0.0009723672691  0.0004564802672 0.9999994231
2134 -0.0005346527842  -0.001202035268 0.9999991346
2137 -0.0009407001601  0.0003956312885 0.9999994793
2140 -0.0005005347681  -0.001261543236 0.999999079
2143 -0.000904178536  0.0003375657919 0.9999995343
2146 -0.0004616798189  -0.001318072021 0.9999990248
2149 -0.0008630454329  0.0002826702093 0.9999995876
2152 -0.0004183465333  -0.001371245428 0.9999989723
2155 -0.0008175745766  0.0002313098767 0.999999639
2158 -0.0003708233118  -0.00142070959 0.999998922
2161 -0.0007680685608  0.0001838266032 0.9999996881
2164 -0.0003194264386  -0.001466135327 0.9999988742
2167 -0.0007148568333  0.0001405363957 0.9999997346
2170 -0.0002644979772  -0.001507220335 0.9999988292
2173 -0.0006582935035  0.0001017273564 0.9999997782
2176 -0.0002064034939  -0.001543691195 0.9999987872
2179 -0.0005987549862  6.765776494e-05 0.9999998185
2182 -0.0001455296248  -0.001575305198 0.9999987486
2185 -0.0005366374958  3.855436005e-05 0.9999998553
2188 -8.22815029e-05  -0.001601851956 0.9999987136
2191 -0.0004723544104  1.46108302e-05 0.9999998883
2194 -1.708006173e-05  -0.001623154805 0.9999986825
2197 -0.0004063335197  -4.013475273e-06 0.9999999174
2200 4.964076579e-05  -0.001639071979 0.9999986555
2203 -0.0003390141791  -1.719460665e-05 0.9999999424
2206 0.0001174369352  -0.001649497551 0.9999986327
2209 -0.000270844385  -2.484483873e-05 0.999999963
2212 0.0001858572458  -0.001654362145 0.9999986143
2215 -0.0002022777937  -2.691325467e-05 0.9999999792
2218 0.0002544463432  -0.001653633391 0.9999986004
2221 -0.0001337707023  -2.338608483e-05 0.9999999908
2224 0.0003227477495  -0.001647316142 0.9999985911
2227 -6.577901169e-05  -1.428679842e-05 0.9999999977
2230 0.0003903069018  -0.001635452445 0.9999985865
2233 1.244806947e-06  3.240526894e-07 1
2236 0.0004566741767  -0.001618121256 0.9999985866
2239 6.685472378e-05  2.034923695e-05 0.9999999976
2242 0.0005214078828  -0.001595437919 0.9999985914
2245 0.0001306141185  4.56554902e-05 0.9999999904
2248 0.0005840772001  -0.001567553397 0.9999986008
2251 0.0001920986863  7.607440254e-05 0.9999999787
2254 0.0006442650471  -0.001534653265 0.9999986149
2257 0.0002508992611  0.0001114035392 0.9999999623
2260 0.0007015708566  -0.001496956478 0.9999986335
2263 0.0003066245392  0.0001514077875 0.9999999415
2266 0.0007556132413  -0.001454713914 0.9999986564
2269 0.000358903683  0.0001958209219 0.9999999164
2272 0.000806032532  -0.001408206701 0.9999986836
2275 0.0004073887892  0.0002443473756 0.9999998872
2278 0.0008524931713  -0.00135774435 0.9999987149
2281 0.0004517572038  0.0002966642072 0.999999854
2284 0.0008946859466  -0.001303662693 0.99999875
2287 0.0004917136699  0.0003524232507 0.999999817
2290 0.0009323300479  -0.001246321648 0.9999987887
2293 0.000526992292  0.0004112534318 0.9999997766
2296 0.0009651749368  -0.001186102825 0.9999988308
2299 0.0005573583059  0.0004727632376 0.9999997329
2302 0.0009930020135  -0.001123406985 0.999998876
2305 0.0005826096412  0.0005365433226 0.9999996863
2308 0.001015626072  -0.001058651375 0.9999989239
2311 0.0006025782656  0.0006021692322 0.9999996371
2314 0.001032896533  -0.0009922669489 0.9999989743
2317 0.0006171313038  0.0006692042281 0.9999995857
2320 0.001044698444  -0.0009246955003 0.9999990268
2323 0.0006261719211  0.0007372021945 0.9999995322
2326 0.001050953247  -0.0008563867229 0.999999081
2329 0.0006296399683  0.0008057106069 0.9999994772
2332 0.001051619299  -0.0007877952175 0.9999991367
2335 0.0006275123819  0.0008742735441 0.9999994209
2338 0.001046692153  -0.0007193774661 0.9999991935
2341 0.0006198033373  0.000942434722 0.9999993638
2344 0.001036204581  -0.000651588795 0.9999992509
2347 0.0006065641548  0.00100974053 0.9999993063
2350 0.001020226362  -0.0005848803435 0.9999993085
2353 0.000587882958  0.001075743051 0.9999992486
2356 0.0009988638163  -0.0005196960625 0.9999993661
2359 0.0005638840871  0.00114000304 0.9999991912
2362 0.0009722590947  -0.0004564697594 0.9999994232
2365 0.0005347272714  0.00120209285 0.9999991345
2368 0.0009405892363  -0.0003956222111 0.9999994794
2371 0.0005006065668  0.001261599276 0.9999990789
2374 0.0009040649885  -0.0003375583643 0.9999995344
2377 0.0004617490636  0.001318126305 0.9999990247
2380 0.0008629294051  -0.0002826646398 0.9999995877
2383 0.0004184133757  0.001371297753 0.9999989722
2386 0.0008174562282  -0.0002313063614 0.9999996391
2389 0.0003708879194  0.001420759768 0.9999989219
2392 0.0007679480669  -0.0001838253244 0.9999996882
2395 0.0003194889939  0.001466183182 0.9999988741
2398 0.0007147343834  -0.0001405375208 0.9999997347
2401 0.0002645586763  0.001507265707 0.9999988291
2404 0.0006581693001  -0.0001017310367 0.9999997782
2407 0.0002064625454  0.001543733942 0.9999987871
2410 0.0005986292434  -6.766413503e-05 0.9999998185
2413 0.0001455872481  0.001575345194 0.9999987485
2416 0.0005365104381  -3.85635364e-05 0.9999998553
2419 8.233792689e-05  0.001601889095 0.9999987136
2422 0.0004722262707  -1.462291065e-05 0.9999998884
2425 1.713552338e-05  0.001623188998 0.9999986825
2428 0.0004062045386  3.998412211e-06 0.9999999175
2431 -4.958602314e-05  0.001639103156 0.9999986554
2434 0.0003388846024  1.717650231e-05 0.9999999424
2437 -0.0001173826635  0.001649525665 0.9999986326
2440 0.0002707144626  2.48236547e-05 0.999999963
2443 -0.0001858031937  0.001654387167 0.9999986142
2446 0.0002021477779  2.688897302e-05 0.9999999792
2449 -0.0002543922579  0.001653655313 0.9999986004
2452 0.0001336408457  2.335870827e-05 0.9999999908
2455 -0.0003226933787  0.001647334978 0.9999985911
2458 6.564956622e-05  1.425635023e-05 0.9999999977
2461 -0.0003902519948  0.001635468228 0.9999985865
2464 -1.37359229e-06  -3.575287763e-07 1
2467 -0.0004566184865  0.00161813404 0.9999985866
2470 -6.698260437e-05  -2.038567704e-05 0.9999999975
2473 -0.0005213511675  0.001595447778 0.9999985914
2476 -0.0001307408558  -4.569481067e-05 0.9999999904
2479 -0.0005840192248  0.001567560424 0.9999986008
2482 -0.0001922240491  -7.611650062e-05 0.9999999786
2485 -0.0006442055851  0.001534657573 0.9999986149
2488 -0.0002510230277  -0.0001114482936 0.9999999623
2491 -0.0007015096912  0.001496958197 0.9999986335
2494 -0.0003067464984  -0.0001514550593 0.9999999415
2497 -0.0007555501672  0.00145471319 0.9999986565
2500 -0.0003590236356  -0.0001958705554 0.9999999164
2503 -0.0008059673564  0.001408203699 0.9999986837
2506 -0.0004075065493  -0.0002443991992 0.9999998871
2509 -0.0008524257156  0.001357739249 0.999998715
2512 -0.0004518726002  -0.0002967180352 0.9999998539
2515 -0.0008946160472  0.001303655684 0.9999987501
2518 -0.000491826547  -0.0003524788835 0.9999998169
2521 -0.0009322575576  0.001246312938 0.9999987888
2524 -0.000527102511  -0.0004113106581 0.9999997765
2527 -0.0009650997255  0.001186092631 0.9999988309
2530 -0.0005574657459  -0.0004728218355 0.9999997328
2533 -0.0009929239694  0.001123395533 0.999998876
2536 -0.0005827141995  -0.0005366030609 0.9999996863
2539 -0.001015545102  0.001058638901 0.999998924
2542 -0.0006026798589  -0.0006022298723 0.999999637
2545 -0.001032812563  0.0009922536941 0.9999989744
2548 -0.0006172298684  -0.0006692655253 0.9999995856
2551 -0.001044611421  0.0009246817119 0.9999990269
2554 -0.0006262674135  -0.0007372638997 0.9999995321
2557 -0.001050863137  0.0008563726517 0.9999990812
2560 -0.0006297323654  -0.0008057724684 0.9999994771
2563 -0.001051526091  0.0007877811158 0.9999991368
2566 -0.0006276016813  -0.000874335309 0.9999994208
2569 -0.001046595853  0.0007193635868 0.9999991936
2572 -0.0006198895571  -0.0009424961381 0.9999993637
2575 -0.001036105218  0.0006515753892 0.999999251
2578 -0.0006066473337  -0.001009801348 0.9999993061
2581 -0.001020123986  0.0005848676593 0.9999993086
2584 -0.0005879631549  -0.001075803024 0.9999992485
2587 -0.0009987584943  0.0005196843432 0.9999993662
2590 -0.0005639613807  -0.001140061928 0.9999991911
2593 -0.0009721509159  0.0004564592418 0.9999994233
2596 -0.0005348017598  -0.00120215042 0.9999991344
2599 -0.0009404783082  0.0003956131242 0.9999994795
2602 -0.0005006783667  -0.001261655304 0.9999990788
2605 -0.000903951437  0.0003375509273 0.9999995345
2608 -0.0004618183096  -0.001318180577 0.9999990246
2611 -0.0008628133733  0.0002826590611 0.9999995878
