0 0.784602  -0 0.62
19401 0.8111764668  0.0002700993588 -0.5848013908
19501 0.8072600388  0.0003088911933 -0.590195844
19601 0.8033077401  0.0003483312266 -0.5955640632
19701 0.7993197463  0.0003884217981 -0.6009058098
19801 0.7952962349  0.0004291651984 -0.6062208463
19901 0.7912373847  0.0004705636682 -0.6115089366
20001 0.7871433763  0.0005126193991 -0.6167698455
20101 0.7830143916  0.0005553345322 -0.6220033394
20201 0.7788506142  0.0005987111589 -0.6272091854
20301 0.7746522294  0.0006427513197 -0.6323871523
20401 0.7704194237  0.0006874570047 -0.6375370099
20501 0.7661523854  0.0007328301526 -0.6426585294
20601 0.7618513042  0.0007788726511 -0.647751483
20701 0.7575163713  0.0008255863364 -0.6528156444
20801 0.7531477796  0.0008729729927 -0.6578507886
20901 0.7487457232  0.0009210343572 -0.6628566917
21001 0.7443103979  0.0009697721578 -0.6678331312
21101 0.7398420009  0.001019188035 -0.672779886
21201 0.7353407308  0.001069283563 -0.6776967362
21301 0.7308067879  0.001120060266 -0.6825834632
21401 0.7262403737  0.001171519613 -0.6874398498
21501 0.7216416913  0.001223663019 -0.6922656803
21601 0.717010945  0.001276491847 -0.69706074
21701 0.7123483409  0.001330007405 -0.7018248159
21801 0.7076540863  0.001384210947 -0.7065576963
21901 0.7029283898  0.001439103673 -0.7112591707
22001 0.6981714615  0.001494686727 -0.7159290301
22101 0.6933835131  0.001550961201 -0.7205670672
22201 0.6885647573  0.001607928129 -0.7251730756
22301 0.6837154085  0.001665588491 -0.7297468507
22401 0.6788356821  0.001723943213 -0.7342881891
22501 0.6739257953  0.001782993163 -0.7387968891
22601 0.6689859663  0.001842739154 -0.7432727502
22701 0.6640164147  0.001903181945 -0.7477155735
22801 0.6590173616  0.001964322235 -0.7521251615
22901 0.6539890291  0.00202616067 -0.7565013183
23001 0.6489316408  0.002088697838 -0.7608438492
23101 0.6438454216  0.002151934271 -0.7651525614
23201 0.6387305977  0.002215870442 -0.7694272633
23301 0.6335873964  0.002280506771 -0.7736677649
23401 0.6284160464  0.002345843616 -0.7778738777
23501 0.6232167777  0.002411881282 -0.7820454148
23601 0.6179898215  0.002478620014 -0.7861821907
23701 0.61273541  0.002546059999 -0.7902840217
23801 0.607453777  0.002614201368 -0.7943507253
23901 0.6021451572  0.002683044193 -0.7983821209
24001 0.5968097867  0.002752588487 -0.8023780292
24101 0.5914479027  0.002822834207 -0.8063382727
24201 0.5860597437  0.002893781249 -0.8102626752
24301 0.580645549  0.002965429453 -0.8141510625
24401 0.5752055596  0.003037778599 -0.8180032617
24501 0.5697400172  0.003110828408 -0.8218191015
24601 0.5642491649  0.003184578542 -0.8255984123
24701 0.5587332467  0.003259028606 -0.8293410262
24801 0.5531925079  0.003334178143 -0.8330467769
24901 0.5476271949  0.003410026639 -0.8367154995
25001 0.5420375551  0.003486573521 -0.8403470311
25101 0.536423837  0.003563818153 -0.8439412102
25201 0.5307862901  0.003641759845 -0.8474978772
25301 0.5251251652  0.003720397842 -0.8510168738
25401 0.519440714  0.003799731333 -0.8544980437
25501 0.513733189  0.003879759445 -0.8579412322
25601 0.5080028442  0.003960481248 -0.8613462862
25701 0.5022499343  0.004041895749 -0.8647130545
25801 0.4964747151  0.004124001896 -0.8680413872
25901 0.4906774432  0.004206798577 -0.8713311366
26001 0.4848583765  0.004290284621 -0.8745821563
26101 0.4790177737  0.004374458796 -0.877794302
26201 0.4731558944  0.004459319809 -0.8809674308
26301 0.4672729993  0.004544866308 -0.8841014016
26401 0.4613693498  0.004631096879 -0.8871960753
26501 0.4554452086  0.004718010049 -0.8902513142
26601 0.4495008388  0.004805604285 -0.8932669825
26701 0.4435365049  0.004893877992 -0.8962429463
26801 0.4375524721  0.004982829516 -0.8991790732
26901 0.4315490062  0.005072457142 -0.9020752327
27001 0.4255263743  0.005162759093 -0.9049312961
27101 0.4194848441  0.005253733534 -0.9077471365
27201 0.4134246842  0.005345378567 -0.9105226287
27301 0.407346164  0.005437692235 -0.9132576494
27401 0.4012495537  0.005530672521 -0.915952077
27501 0.3951351245  0.005624317345 -0.9186057917
27601 0.3890031481  0.005718624568 -0.9212186755
27701 0.3828538972  0.005813591991 -0.9237906124
27801 0.376687645  0.005909217354 -0.926321488
27901 0.3705046659  0.006005498334 -0.9288111899
28001 0.3643052347  0.006102432552 -0.9312596074
28101 0.3580896269  0.006200017564 -0.9336666316
28201 0.3518581189  0.006298250869 -0.9360321556
28301 0.3456109877  0.006397129904 -0.9383560742
28401 0.3393485111  0.006496652045 -0.9406382841
28501 0.3330709675  0.006596814608 -0.942878684
28601 0.3267786359  0.00669761485 -0.9450771741
28701 0.3204717962  0.006799049965 -0.9472336569
28801 0.3141507286  0.00690111709 -0.9493480364
28901 0.3078157142  0.007003813299 -0.9514202188
29001 0.3014670347  0.007107135607 -0.9534501118
29101 0.2951049722  0.00721108097 -0.9554376252
29201 0.2887298097  0.007315646282 -0.9573826708
29301 0.2823418305  0.007420828378 -0.959285162
29401 0.2759413186  0.007526624034 -0.9611450144
29501 0.2695285585  0.007633029964 -0.9629621451
29601 0.2631038355  0.007740042824 -0.9647364736
29701 0.256667435  0.00784765921 -0.9664679209
29801 0.2502196432  0.007955875659 -0.96815641
29901 0.2437607467  0.008064688647 -0.9698018659
30001 0.2372910328  0.008174094593 -0.9714042155
30101 0.2308107889  0.008284089854 -0.9729633876
30201 0.2243203033  0.00839467073 -0.9744793128
30301 0.2178198644  0.008505833461 -0.9759519238
30401 0.2113097611  0.00861757423 -0.9773811551
30501 0.2047902831  0.008729889157 -0.9787669431
30601 0.1982617199  0.008842774309 -0.9801092264
30701 0.191724362  0.008956225688 -0.9814079453
30801 0.1851784998  0.009070239244 -0.9826630419
30901 0.1786244245  0.009184810865 -0.9838744606
31001 0.1720624273  0.009299936381 -0.9850421475
31101 0.1654928  0.009415611566 -0.9861660506
31201 0.1589158346  0.009531832134 -0.9872461201
31301 0.1523318236  0.009648593742 -0.9882823079
31401 0.1457410595  0.00976589199 -0.989274568
31501 0.1391438354  0.009883722421 -0.9902228563
31601 0.1325404446  0.01000208052 -0.9911271306
31701 0.1259311806  0.01012096171 -0.9919873507
31801 0.1193163373  0.01024036138 -0.9928034784
31901 0.1126962086  0.01036027482 -0.9935754774
32001 0.1060710889  0.01048069731 -0.9943033134
32101 0.09944127273  0.01060162403 -0.9949869541
32201 0.09280705476  0.01072305015 -0.9956263691
32301 0.08616872994  0.01084497074 -0.9962215299
32401 0.07952659334  0.01096738084 -0.9967724101
32501 0.07288094026  0.01109027544 -0.9972789852
32601 0.0662320661  0.01121364944 -0.9977412327
32701 0.05958026645  0.01133749773 -0.9981591321
32801 0.05292583698  0.01146181512 -0.9985326648
32901 0.04626907353  0.01158659636 -0.9988618141
33001 0.03961027199  0.01171183615 -0.9991465654
33101 0.03294972838  0.01183752916 -0.9993869062
33201 0.02628773878  0.01196366997 -0.9995828257
33301 0.01962459934  0.01209025312 -0.9997343151
33401 0.01296060625  0.01221727311 -0.9998413679
33501 0.006296055745  0.01234472436 -0.9999039791
33601 -0.0003687559144  0.01247260127 -0.9999221461
33701 -0.00703353246  0.01260089816 -0.999895868
33801 -0.01369797763  0.01272960931 -0.9998251459
33901 -0.02036179516  0.01285872894 -0.9997099831
34001 -0.02702468884  0.01298825123 -0.9995503847
34101 -0.03368636248  0.01311817029 -0.9993463577
34201 -0.04034651997  0.01324848019 -0.9990979112
34301 -0.04700486523  0.01337917496 -0.9988050562
34401 -0.0536611023  0.01351024856 -0.9984678058
34501 -0.06031493528  0.0136416949 -0.998086175
34601 -0.06696606841  0.01377350786 -0.9976601807
34701 -0.07361420604  0.01390568124 -0.9971898419
34801 -0.08025905263  0.01403820882 -0.9966751794
34901 -0.08690031283  0.0141710843 -0.9961162161
35001 -0.0935376914  0.01430430137 -0.9955129769
35101 -0.1001708933  0.01443785362 -0.9948654887
35201 -0.1067996237  0.01457173465 -0.99417378
35301 -0.113423588  0.01470593796 -0.9934378818
35401 -0.1200424916  0.01484045702 -0.9926578268
35501 -0.1266560404  0.01497528528 -0.9918336495
35601 -0.1332639405  0.01511041609 -0.9909653866
35701 -0.139865898  0.0152458428 -0.9900530768
35801 -0.1464616195  0.01538155869 -0.9890967605
35901 -0.1530508118  0.01551755699 -0.9880964803
36001 -0.1596331821  0.0156538309 -0.9870522807
36101 -0.1662084377  0.01579037356 -0.9859642079
36201 -0.1727762865  0.01592717808 -0.9848323105
36301 -0.1793364363  0.01606423751 -0.9836566387
36401 -0.1858885957  0.01620154486 -0.9824372448
36501 -0.1924324734  0.01633909309 -0.9811741829
36601 -0.1989677786  0.01647687514 -0.9798675092
36701 -0.2054942207  0.01661488387 -0.9785172819
36801 -0.2120115096  0.01675311213 -0.9771235608
36901 -0.2185193556  0.01689155271 -0.975686408
37001 -0.2250174696  0.01703019836 -0.9742058872
37101 -0.2315055626  0.01716904178 -0.9726820644
37201 -0.2379833462  0.01730807564 -0.9711150073
37301 -0.2444505326  0.01744729257 -0.9695047855
37401 -0.2509068343  0.01758668514 -0.9678514705
37501 -0.2573519642  0.01772624591 -0.9661551359
37601 -0.263785636  0.01786596738 -0.9644158571
37701 -0.2702075637  0.018005842 -0.9626337113
37801 -0.2766174617  0.01814586221 -0.9608087778
37901 -0.2830150453  0.01828602038 -0.9589411377
38001 -0.28940003  0.01842630887 -0.957030874
38101 -0.295772132  0.01856671997 -0.9550780716
38201 -0.3021310682  0.01870724597 -0.9530828173
38301 -0.3084765559  0.01884787908 -0.9510451997
38401 -0.314808313  0.01898861151 -0.9489653095
38501 -0.3211260581  0.01912943541 -0.9468432391
38601 -0.3274295104  0.0192703429 -0.9446790829
38701 -0.3337183898  0.01941132608 -0.9424729369
38801 -0.3399924167  0.01955237699 -0.9402248992
38901 -0.3462513122  0.01969348765 -0.9379350699
39001 -0.3524947983  0.01983465004 -0.9356035506
39101 -0.3587225972  0.0199758561 -0.933230445
39201 -0.3649344324  0.02011709776 -0.9308158585
39301 -0.3711300276  0.02025836689 -0.9283598985
39401 -0.3773091076  0.02039965533 -0.9258626742
39501 -0.3834713976  0.02054095491 -0.9233242964
39601 -0.3896166238  0.02068225741 -0.9207448782
39701 -0.395744513  0.02082355457 -0.918124534
39801 -0.401854793  0.02096483813 -0.9154633804
39901 -0.407947192  0.02110609977 -0.9127615357
40001 -0.4140214395  0.02124733115 -0.9100191199
40101 -0.4200772653  0.0213885239 -0.9072362549
40201 -0.4261144003  0.02152966962 -0.9044130645
40301 -0.4321325762  0.02167075989 -0.901549674
40401 -0.4381315256  0.02181178626 -0.8986462108
40501 -0.4441109818  0.02195274023 -0.895702804
40601 -0.450070679  0.02209361331 -0.8927195843
40701 -0.4560103525  0.02223439694 -0.8896966843
40801 -0.4619297381  0.02237508258 -0.8866342384
40901 -0.4678285729  0.02251566163 -0.8835323828
41001 -0.4737065946  0.02265612547 -0.8803912552
41101 -0.4795635421  0.02279646548 -0.8772109953
41201 -0.485399155  0.02293667297 -0.8739917445
41301 -0.4912131739  0.02307673928 -0.8707336458
41401 -0.4970053406  0.02321665568 -0.867436844
41501 -0.5027753975  0.02335641345 -0.8641014857
41601 -0.5085230882  0.02349600382 -0.8607277192
41701 -0.5142481573  0.02363541803 -0.8573156943
41801 -0.5199503504  0.02377464602 -0.8538655628
41901 -0.5256294141  0.02391367973 -0.8503774779
42001 -0.5312850959  0.02405251064 -0.8468515948
42101 -0.5369171445  0.02419112988 -0.8432880701
42201 -0.5425253096  0.02432952857 -0.8396870622
42301 -0.548109342  0.02446769783 -0.8360487312
42401 -0.5536689935  0.02460562873 -0.8323732388
42501 -0.559204017  0.02474331234 -0.8286607484
42601 -0.5647141666  0.02488073972 -0.8249114249
42701 -0.5701991973  0.0250179019 -0.821125435
42801 -0.5756588655  0.02515478989 -0.8173029469
42901 -0.5810929285  0.0252913947 -0.8134441307
43001 -0.5865011448  0.02542770731 -0.8095491578
43101 -0.5918832741  0.0255637187 -0.8056182012
43201 -0.5972390772  0.02569941982 -0.8016514358
43301 -0.602568316  0.02583480163 -0.7976490378
43401 -0.6078707538  0.02596985504 -0.7936111852
43501 -0.6131461549  0.02610457099 -0.7895380574
43601 -0.618394285  0.02623894038 -0.7854298354
43701 -0.6236149107  0.0263729541 -0.7812867019
43801 -0.6288078  0.02650660304 -0.7771088409
43901 -0.6339727223  0.02663987808 -0.7728964382
44001 -0.6391094481  0.02677277008 -0.7686496811
44101 -0.6442177489  0.0269052699 -0.7643687582
44201 -0.6492973979  0.02703736838 -0.7600538598
44301 -0.6543481693  0.02716905637 -0.7557051778
44401 -0.6593698387  0.0273003247 -0.7513229054
44501 -0.6643621829  0.02743116419 -0.7469072373
44601 -0.6693249801  0.02756156567 -0.7424583699
44701 -0.6742580098  0.02769151994 -0.7379765009
44801 -0.6791610528  0.02782101781 -0.7334618295
44901 -0.6840338911  0.02795005009 -0.7289145564
45001 -0.6888763083  0.02807860758 -0.7243348836
45101 -0.6936880893  0.02820668106 -0.7197230148
45201 -0.6984690201  0.02833426134 -0.7150791548
45301 -0.7032188883  0.02846133921 -0.7104035102
45401 -0.707937483  0.02858790544 -0.7056962887
45501 -0.7126245944  0.02871395084 -0.7009576995
45601 -0.7172800143  0.02883946617 -0.6961879533
45701 -0.7219035357  0.02896444224 -0.6913872621
45801 -0.7264949534  0.02908886983 -0.6865558392
45901 -0.7310540632  0.02921273972 -0.6816938994
46001 -0.7355806627  0.0293360427 -0.6768016588
46101 -0.7400745506  0.02945876957 -0.6718793348
46201 -0.7445355273  0.02958091111 -0.6669271462
46301 -0.7489633946  0.02970245813 -0.6619453131
46401 -0.7533579557  0.02982340142 -0.656934057
46501 -0.7577190155  0.02994373179 -0.6518936006
46601 -0.7620463801  0.03006344006 -0.6468241678
46701 -0.7663398573  0.03018251702 -0.6417259841
46801 -0.7705992564  0.03030095352 -0.6365992761
46901 -0.774824388  0.03041874037 -0.6314442715
47001 -0.7790150645  0.03053586842 -0.6262611996
47101 -0.7831710996  0.0306523285 -0.6210502906
47201 -0.7872923088  0.03076811146 -0.6158117763
47301 -0.7913785089  0.03088320818 -0.6105458894
47401 -0.7954295185  0.03099760952 -0.605252864
47501 -0.7994451574  0.03111130636 -0.5999329353
47601 -0.8034252474  0.03122428959 -0.5945863398
47701 -0.8073696116  0.03133655013 -0.5892133152
47801 -0.8112780748  0.03144807887 -0.5838141003
47901 -0.8151504633  0.03155886676 -0.5783889349
48001 -0.8189866052  0.03166890472 -0.5729380604
48101 -0.8227863299  0.03177818373 -0.5674617189
48201 -0.8265494687  0.03188669474 -0.5619601538
48301 -0.8302758545  0.03199442874 -0.5564336097
48401 -0.8339653216  0.03210137674 -0.5508823323
48501 -0.8376177062  0.03220752973 -0.5453065681
48601 -0.8412328461  0.03231287877 -0.5397065652
48701 -0.8448105806  0.0324174149 -0.5340825723
48801 -0.8483507509  0.03252112918 -0.5284348395
48901 -0.8518531996  0.03262401271 -0.5227636178
49001 -0.8553177713  0.03272605658 -0.5170691592
49101 -0.8587443119  0.03282725193 -0.5113517168
49201 -0.8621326693  0.03292758989 -0.5056115449
49301 -0.8654826931  0.03302706164 -0.4998488984
49401 -0.8687942343  0.03312565836 -0.4940640335
49501 -0.8720671459  0.03322337125 -0.4882572074
49601 -0.8753012826  0.03332019156 -0.4824286781
49701 -0.8784965007  0.03341611053 -0.4765787048
49801 -0.8816526582  0.03351111945 -0.4707075473
49901 -0.8847696151  0.03360520962 -0.4648154668
50001 -0.8878472328  0.03369837236 -0.4589027249
50101 -0.8908853746  0.03379059903 -0.4529695847
50201 -0.8938839058  0.03388188101 -0.4470163097
50301 -0.896842693  0.0339722097 -0.4410431646
50401 -0.8997616048  0.03406157654 -0.4350504149
50501 -0.9026405117  0.03414997299 -0.4290383269
50601 -0.9054792858  0.03423739054 -0.4230071678
50701 -0.9082778011  0.0343238207 -0.4169572057
50801 -0.9110359332  0.03440925503 -0.4108887095
50901 -0.9137535596  0.0344936851 -0.404801949
51001 -0.9164305598  0.03457710252 -0.3986971947
51101 -0.9190668148  0.03465949893 -0.3925747178
51201 -0.9216622075  0.03474086601 -0.3864347906
51301 -0.9242166228  0.03482119546 -0.380277686
51401 -0.9267299472  0.03490047901 -0.3741036775
51501 -0.9292020691  0.03497870844 -0.3679130396
51601 -0.9316328787  0.03505587556 -0.3617060476
51701 -0.9340222682  0.03513197219 -0.3554829771
51801 -0.9363701314  0.03520699023 -0.349244105
51901 -0.9386763641  0.03528092158 -0.3429897083
52001 -0.9409408639  0.03535375818 -0.3367200652
52101 -0.9431635304  0.03542549203 -0.3304354544
52201 -0.9453442647  0.03549611514 -0.324136155
52301 -0.9474829702  0.03556561958 -0.3178224472
52401 -0.9495795518  0.03563399745 -0.3114946115
52501 -0.9516339166  0.03570124088 -0.3051529292
52601 -0.9536459733  0.03576734206 -0.2987976821
52701 -0.9556156326  0.0358322932 -0.2924291528
52801 -0.9575428072  0.03589608656 -0.2860476243
52901 -0.9594274114  0.03595871445 -0.2796533803
53001 -0.9612693617  0.0360201692 -0.2732467049
53101 -0.9630685763  0.03608044322 -0.2668278828
53201 -0.9648249753  0.03613952892 -0.2603971995
53301 -0.9665384809  0.03619741877 -0.2539549407
53401 -0.9682090169  0.03625410531 -0.2475013927
53501 -0.9698365094  0.03630958109 -0.2410368425
53601 -0.971420886  0.03636383871 -0.2345615772
53701 -0.9729620765  0.03641687084 -0.2280758848
53801 -0.9744600125  0.03646867017 -0.2215800535
53901 -0.9759146276  0.03651922945 -0.215074372
54001 -0.9773258573  0.03656854148 -0.2085591295
54101 -0.9786936389  0.03661659911 -0.2020346156
54201 -0.9800179118  0.03666339521 -0.1955011202
