0 0.784602  -0 0.62
54301 -0.9812986173  0.03670892274 -0.1889589338
54401 -0.9825356986  0.03675317469 -0.182408347
54501 -0.9837291009  0.03679614409 -0.1758496512
54601 -0.9848787712  0.03683782405 -0.1692831378
54701 -0.9859846586  0.0368782077 -0.1627090986
54801 -0.9870467141  0.03691728824 -0.1561278259
54901 -0.9880648906  0.03695505892 -0.1495396121
55001 -0.989039143  0.03699151304 -0.1429447502
55101 -0.9899694281  0.03702664396 -0.1363435331
55201 -0.9908557048  0.03706044508 -0.1297362544
55301 -0.9916979337  0.03709290987 -0.1231232076
55401 -0.9924960777  0.03712403184 -0.1165046868
55501 -0.9932501013  0.03715380457 -0.1098809861
55601 -0.9939599712  0.03718222169 -0.1032523999
55701 -0.994625656  0.03720927689 -0.09661922281
55801 -0.9952471262  0.0372349639 -0.08998174966
55901 -0.9958243544  0.03725927653 -0.08334027546
56001 -0.9963573151  0.03728220864 -0.07669509542
56101 -0.9968459846  0.03730375415 -0.07004650488
56201 -0.9972903416  0.03732390702 -0.06339479936
56301 -0.9976903662  0.03734266131 -0.05674027451
56401 -0.998046041  0.0373600111 -0.0500832261
56501 -0.9983573503  0.03737595055 -0.04342395001
56601 -0.9986242803  0.03739047389 -0.03676274223
56701 -0.9988468194  0.03740357537 -0.03009989883
56801 -0.9990249578  0.03741524936 -0.02343571595
56901 -0.9991586878  0.03742549025 -0.0167704898
57001 -0.9992480035  0.03743429251 -0.01010451662
57101 -0.9992929012  0.03744165067 -0.003438092686
57201 -0.9992933789  0.03744755932 0.003228485686
57301 -0.9992494369  0.03745201312 0.009894922194
57401 -0.9991610773  0.03745500679 0.01656092053
57501 -0.9990283041  0.03745653513 0.02322618442
57601 -0.9988511233  0.03745659298 0.02989041761
57701 -0.9986295431  0.03745517527 0.03655332389
57801 -0.9983635734  0.03745227697 0.04321460713
57901 -0.9980532262  0.03744789316 0.04987397123
58001 -0.9976985154  0.03744201894 0.05653112023
58101 -0.997299457  0.0374346495 0.06318575822
58201 -0.9968560689  0.03742578011 0.06983758943
58301 -0.9963683709  0.03741540608 0.07648631821
58401 -0.9958363849  0.03740352282 0.08313164903
58501 -0.9952601346  0.0373901258 0.08977328655
58601 -0.9946396459  0.03737521053 0.09641093555
58701 -0.9939749464  0.03735877264 0.103044301
58801 -0.993266066  0.03734080779 0.1096730881
58901 -0.9925130362  0.03732131174 0.1162970022
59001 -0.9917158906  0.0373002803 0.1229157489
59101 -0.990874665  0.03727770938 0.129529034
59201 -0.9899893968  0.03725359492 0.1361365635
59301 -0.9890601255  0.03722793298 0.1427380439
59401 -0.9880868926  0.03720071965 0.1493331816
59501 -0.9870697415  0.03717195114 0.1559216835
59601 -0.9860087177  0.03714162369 0.1625032568
59701 -0.9849038683  0.03710973363 0.169077609
59801 -0.9837552427  0.03707627739 0.1756444479
59901 -0.9825628921  0.03704125144 0.1822034815
60001 -0.9813268697  0.03700465234 0.1887544184
60101 -0.9800472306  0.03696647673 0.1952969673
60201 -0.9787240317  0.03692672131 0.2018308376
60301 -0.9773573321  0.03688538289 0.2083557387
60401 -0.9759471927  0.03684245832 0.2148713807
60501 -0.9744936764  0.03679794455 0.2213774739
60601 -0.9729968478  0.03675183861 0.2278737292
60701 -0.9714567738  0.03670413758 0.2343598579
60801 -0.9698735228  0.03665483865 0.2408355716
60901 -0.9682471655  0.03660393909 0.2473005826
61001 -0.9665777743  0.03655143622 0.2537546035
61101 -0.9648654235  0.03649732746 0.2601973473
61201 -0.9631101895  0.03644161031 0.2666285279
61301 -0.9613121504  0.03638428234 0.2730478592
61401 -0.9594713863  0.03632534122 0.2794550561
61501 -0.9575879792  0.03626478468 0.2858498337
61601 -0.955662013  0.03620261054 0.2922319077
61701 -0.9536935734  0.03613881671 0.2986009946
61801 -0.9516827481  0.03607340116 0.3049568112
61901 -0.9496296266  0.03600636197 0.3112990751
62001 -0.9475343004  0.03593769727 0.3176275043
62101 -0.9453968627  0.03586740531 0.3239418176
62201 -0.9432174088  0.03579548439 0.3302417343
62301 -0.9409960356  0.03572193292 0.3365269744
62401 -0.9387328421  0.03564674937 0.3427972586
62501 -0.9364279289  0.0355699323 0.3490523081
62601 -0.9340813989  0.03549148038 0.355291845
62701 -0.9316933563  0.03541139233 0.3615155918
62801 -0.9292639075  0.03532966697 0.3677232721
62901 -0.9267931607  0.0352463032 0.3739146098
63001 -0.9242812258  0.03516130002 0.3800893298
63101 -0.9217282147  0.03507465649 0.3862471576
63201 -0.9191342409  0.03498637178 0.3923878195
63301 -0.9164994201  0.03489644513 0.3985110427
63401 -0.9138238693  0.03480487588 0.4046165549
63501 -0.9111077078  0.03471166344 0.4107040848
63601 -0.9083510563  0.03461680733 0.4167733618
63701 -0.9055540377  0.03452030713 0.4228241161
63801 -0.9027167764  0.03442216252 0.4288560789
63901 -0.8998393986  0.03432237327 0.4348689819
64001 -0.8969220324  0.03422093923 0.440862558
64101 -0.8939648077  0.03411786036 0.4468365408
64201 -0.8909678561  0.03401313667 0.4527906646
64301 -0.8879313108  0.03390676829 0.458724665
64401 -0.8848553072  0.03379875543 0.4646382781
64501 -0.881739982  0.03368909838 0.4705312411
64601 -0.8785854738  0.03357779753 0.4764032921
64701 -0.8753919231  0.03346485334 0.48225417
64801 -0.872159472  0.03335026639 0.4880836149
64901 -0.8688882643  0.03323403733 0.4938913676
65001 -0.8655784455  0.0331161669 0.4996771699
65101 -0.862230163  0.03299665592 0.5054407648
65201 -0.8588435657  0.03287550533 0.5111818961
65301 -0.8554188042  0.03275271613 0.5169003085
65401 -0.8519560311  0.03262828943 0.5225957479
65501 -0.8484554004  0.03250222642 0.5282679612
65601 -0.8449170677  0.03237452837 0.5339166963
65701 -0.8413411906  0.03224519667 0.539541702
65801 -0.8377279282  0.03211423277 0.5451427285
65901 -0.8340774412  0.03198163824 0.5507195266
66001 -0.830389892  0.03184741471 0.5562718486
66101 -0.8266654446  0.03171156393 0.5617994476
66201 -0.8229042649  0.03157408772 0.567302078
66301 -0.8191065201  0.03143498799 0.5727794953
66401 -0.8152723792  0.03129426677 0.5782314559
66501 -0.8114020128  0.03115192615 0.5836577175
66601 -0.8074955929  0.03100796833 0.589058039
66701 -0.8035532936  0.03086239559 0.5944321803
66801 -0.79957529  0.03071521031 0.5997799025
66901 -0.7955617592  0.03056641495 0.605100968
67001 -0.7915128798  0.03041601208 0.6103951403
67101 -0.7874288318  0.03026400435 0.615662184
67201 -0.783309797  0.03011039451 0.6209018651
67301 -0.7791559585  0.02995518538 0.6261139507
67401 -0.7749675012  0.02979837991 0.631298209
67501 -0.7707446113  0.02963998111 0.6364544097
67601 -0.7664874768  0.02947999209 0.6415823237
67701 -0.7621962869  0.02931841605 0.6466817229
67801 -0.7578712327  0.02915525631 0.6517523807
67901 -0.7535125064  0.02899051624 0.6567940718
68001 -0.7491203019  0.02882419933 0.661806572
68101 -0.7446948147  0.02865630916 0.6667896586
68201 -0.7402362416  0.02848684938 0.6717431102
68301 -0.7357447809  0.02831582376 0.6766667064
68401 -0.7312206323  0.02814323615 0.6815602285
68501 -0.7266639972  0.0279690905 0.686423459
68601 -0.7220750782  0.02779339084 0.6912561818
68701 -0.7174540794  0.0276161413 0.6960581819
68801 -0.7128012064  0.0274373461 0.7008292461
68901 -0.7081166661  0.02725700955 0.7055691622
69001 -0.7034006668  0.02707513606 0.7102777196
69101 -0.6986534184  0.02689173013 0.7149547089
69201 -0.6938751319  0.02670679634 0.7195999224
69301 -0.68906602  0.02652033938 0.7242131535
69401 -0.6842262965  0.02633236403 0.7287941972
69501 -0.6793561766  0.02614287514 0.7333428498
69601 -0.674455877  0.02595187768 0.7378589093
69701 -0.6695256156  0.02575937669 0.7423421749
69801 -0.6645656117  0.02556537732 0.7467924472
69901 -0.6595760859  0.02536988481 0.7512095286
70001 -0.65455726  0.02517290447 0.7555932227
70101 -0.6495093574  0.02497444172 0.7599433346
70201 -0.6444326026  0.02477450207 0.7642596711
70301 -0.6393272212  0.02457309112 0.7685420401
70401 -0.6341934404  0.02437021457 0.7727902515
70501 -0.6290314884  0.02416587818 0.7770041164
70601 -0.6238415949  0.02396008784 0.7811834475
70701 -0.6186239907  0.02375284952 0.785328059
70801 -0.6133789078  0.02354416925 0.7894377668
70901 -0.6081065794  0.0233340532 0.7935123881
71001 -0.6028072401  0.02312250759 0.7975517418
71101 -0.5974811255  0.02290953876 0.8015556485
71201 -0.5921284725  0.02269515312 0.8055239302
71301 -0.5867495191  0.02247935717 0.8094564104
71401 -0.5813445045  0.02226215751 0.8133529144
71501 -0.5759136691  0.02204356083 0.8172132691
71601 -0.5704572544  0.02182357391 0.8210373027
71701 -0.5649755031  0.02160220361 0.8248248454
71801 -0.5594686589  0.02137945689 0.8285757289
71901 -0.5539369668  0.02115534078 0.8322897863
72001 -0.5483806726  0.02092986243 0.8359668527
72101 -0.5428000235  0.02070302905 0.8396067645
72201 -0.5371952677  0.02047484796 0.8432093601
72301 -0.5315666544  0.02024532655 0.8467744792
72401 -0.5259144339  0.02001447231 0.8503019635
72501 -0.5202388576  0.01978229282 0.8537916561
72601 -0.5145401777  0.01954879573 0.8572434019
72701 -0.5088186478  0.0193139888 0.8606570475
72801 -0.5030745223  0.01907787987 0.8640324413
72901 -0.4973080565  0.01884047685 0.867369433
73001 -0.4915195069  0.01860178776 0.8706678746
73101 -0.485709131  0.0183618207 0.8739276192
73201 -0.479877187  0.01812058385 0.8771485221
73301 -0.4740239343  0.01787808547 0.8803304401
73401 -0.4681496331  0.01763433393 0.8834732318
73501 -0.4622545448  0.01738933767 0.8865767574
73601 -0.4563389313  0.01714310521 0.8896408791
73701 -0.4504030558  0.01689564517 0.8926654606
73801 -0.4444471821  0.01664696623 0.8956503675
73901 -0.4384715751  0.01639707718 0.8985954672
74001 -0.4324765006  0.01614598688 0.9015006287
74101 -0.426462225  0.01589370429 0.9043657229
74201 -0.4204290159  0.01564023843 0.9071906225
74301 -0.4143771414  0.01538559842 0.9099752019
74401 -0.4083068706  0.01512979345 0.9127193373
74501 -0.4022184735  0.01487283281 0.9154229069
74601 -0.3961122208  0.01461472587 0.9180857903
74701 -0.3899883839  0.01435548205 0.9207078693
74801 -0.3838472351  0.01409511089 0.9232890273
74901 -0.3776890476  0.01383362201 0.9258291496
75001 -0.3715140951  0.01357102507 0.9283281233
75101 -0.3653226521  0.01330732987 0.9307858373
75201 -0.359114994  0.01304254623 0.9332021823
75301 -0.3528913967  0.0127766841 0.9355770511
75401 -0.3466521369  0.01250975348 0.9379103379
75501 -0.3403974922  0.01224176447 0.9402019392
75601 -0.3341277404  0.01197272722 0.9424517531
75701 -0.3278431605  0.01170265198 0.9446596795
75801 -0.3215440318  0.01143154907 0.9468256203
75901 -0.3152306344  0.0111594289 0.9489494793
76001 -0.3089032489  0.01088630195 0.9510311621
76101 -0.3025621568  0.01061217876 0.9530705761
76201 -0.2962076398  0.01033706997 0.9550676306
76301 -0.2898399806  0.01006098629 0.957022237
76401 -0.2834594622  0.009783938502 0.9589343084
76501 -0.2770663683  0.009505937462 0.9608037597
76601 -0.2706609831  0.009226994103 0.9626305079
76701 -0.2642435915  0.008947119435 0.9644144718
76801 -0.2578144786  0.008666324537 0.9661555721
76901 -0.2513739304  0.008384620566 0.9678537313
77001 -0.2449222332  0.00810201875 0.9695088741
77101 -0.2384596737  0.007818530389 0.9711209269
77201 -0.2319865393  0.007534166857 0.9726898179
77301 -0.2255031179  0.007248939599 0.9742154776
77401 -0.2190096975  0.006962860131 0.9756978379
77501 -0.2125065669  0.00667594004 0.9771368332
77601 -0.2059940152  0.006388190984 0.9785323994
77701 -0.199472332  0.006099624689 0.9798844745
77801 -0.1929418071  0.005810252954 0.9811929984
77901 -0.1864027308  0.005520087643 0.9824579129
78001 -0.1798553939  0.005229140691 0.9836791618
78101 -0.1733000875  0.004937424101 0.9848566909
78201 -0.1667371028  0.004644949941 0.9859904477
78301 -0.1601667318  0.00435173035 0.987080382
78401 -0.1535892665  0.00405777753 0.9881264452
78501 -0.1470049992  0.003763103751 0.9891285909
78601 -0.1404142228  0.003467721347 0.9900867745
78701 -0.1338172301  0.003171642719 0.9910009534
78801 -0.1272143144  0.00287488033 0.991871087
78901 -0.1206057693  0.002577446709 0.9926971367
79001 -0.1139918885  0.002279354447 0.9934790657
79101 -0.107372966  0.001980616199 0.9942168392
79201 -0.1007492961  0.001681244682 0.9949104245
79301 -0.09412117321  0.001381252674 0.9955597907
79401 -0.08748889193  0.001080653016 0.996164909
79501 -0.08085274712  0.000779458607 0.9967257525
79601 -0.07421303375  0.0004776824087 0.9972422963
79701 -0.06757004697  0.0001753374412 0.9977145173
79801 -0.06092408207  -0.000127563216 0.9981423946
79901 -0.05427543448  -0.0004310064253 0.9985259092
80001 -0.04762439973  -0.0007349789908 0.9988650441
80101 -0.04097127347  -0.001039467659 0.9991597841
80201 -0.03431635143  -0.001344459122 0.9994101162
80301 -0.02765992942  -0.001649940011 0.9996160293
80401 -0.02100230333  -0.001955896907 0.9997775141
80501 -0.01434376909  -0.002262316332 0.9998945635
80601 -0.007684622658  -0.002569184755 0.9999671724
80701 -0.001025160039  -0.002876488592 0.9999953374
80801 0.005634322763  -0.003184214205 0.9999790574
80901 0.01229352974  -0.003492347904 0.999918333
81001 0.0189521649  -0.003800875945 0.9998131669
81101 0.02560993227  -0.004109784535 0.9996635639
81201 0.03226653594  -0.00441905983 0.9994695306
81301 0.03892168002  -0.004728687934 0.9992310755
81401 0.04557506871  -0.005038654904 0.9989482094
81501 0.05222640629  -0.005348946746 0.9986209447
81601 0.05887539712  -0.005659549419 0.9982492961
81701 0.06552174567  -0.005970448834 0.99783328
81801 0.07216515653  -0.006281630855 0.9973729149
81901 0.07880533443  -0.0065930813 0.9968682213
82001 0.08544198424  -0.006904785941 0.9963192216
82101 0.09207481098  -0.007216730504 0.9957259402
82201 0.09870351985  -0.007528900673 0.9950884035
82301 0.1053278162  -0.007841282087 0.9944066399
82401 0.1119474057  -0.00815386034 0.9936806796
82501 0.1185619941  -0.008466620988 0.9929105548
82601 0.1251712873  -0.00877954954 0.9920962999
82701 0.1317749918  -0.009092631469 0.991237951
82801 0.1383728138  -0.009405852204 0.9903355463
82901 0.1449644603  -0.009719197136 0.9893891259
83001 0.1515496383  -0.01003265162 0.9883987318
83101 0.1581280551  -0.01034620096 0.9873644081
83201 0.1646994183  -0.01065983044 0.9862862007
83301 0.1712634358  -0.01097352529 0.9851641575
83401 0.1778198161  -0.01128727072 0.9839983285
83501 0.1843682676  -0.01160105191 0.9827887655
83601 0.1909084993  -0.01191485397 0.9815355221
83701 0.1974402206  -0.012228662 0.9802386542
83801 0.2039631413  -0.01254246107 0.9788982193
83901 0.2104769713  -0.01285623621 0.977514277
84001 0.2169814213  -0.01316997241 0.9760868889
84101 0.2234762021  -0.01348365466 0.9746161183
84201 0.2299610252  -0.01379726787 0.9731020308
84301 0.2364356023  -0.01411079697 0.9715446934
84401 0.2428996458  -0.01442422683 0.9699441756
84501 0.2493528683  -0.0147375423 0.9683005483
84601 0.2557949831  -0.0150507282 0.9666138848
84701 0.2622257038  -0.01536376932 0.9648842598
84801 0.2686447448  -0.01567665044 0.9631117504
84901 0.2750518207  -0.0159893563 0.9612964352
85001 0.2814466469  -0.01630187162 0.9594383951
85101 0.2878289392  -0.01661418109 0.9575377124
85201 0.2941984139  -0.01692626938 0.9555944719
85301 0.300554788  -0.01723812114 0.9536087597
85401 0.3068977791  -0.017549721 0.9515806642
85501 0.3132271052  -0.01786105356 0.9495102755
85601 0.3195424852  -0.01817210341 0.9473976857
85701 0.3258436383  -0.01848285511 0.9452429886
85801 0.3321302847  -0.01879329322 0.9430462799
85901 0.3384021449  -0.01910340225 0.9408076575
86001 0.3446589402  -0.01941316673 0.9385272206
86101 0.3509003927  -0.01972257114 0.9362050708
86201 0.357126225  -0.02003159997 0.9338413112
86301 0.3633361604  -0.02034023768 0.9314360468
86401 0.369529923  -0.02064846873 0.9289893846
86501 0.3757072377  -0.02095627754 0.9265014333
86601 0.3818678298  -0.02126364854 0.9239723036
86701 0.3880114257  -0.02157056614 0.9214021078
86801 0.3941377524  -0.02187701475 0.9187909601
86901 0.4002465378  -0.02218297876 0.9161389766
87001 0.4063375102  -0.02248844254 0.9134462752
87101 0.4124103993  -0.02279339047 0.9107129756
87201 0.418464935  -0.02309780692 0.9079391992
87301 0.4245008484  -0.02340167623 0.9051250694
87401 0.4305178713  -0.02370498277 0.9022707112
87501 0.4365157363  -0.02400771088 0.8993762515
87601 0.4424941771  -0.02430984489 0.8964418189
87701 0.4484529279  -0.02461136915 0.8934675439
87801 0.454391724  -0.02491226799 0.8904535586
87901 0.4603103015  -0.02521252574 0.8873999971
88001 0.4662083976  -0.02551212672 0.884306995
88101 0.4720857501  -0.02581105527 0.8811746898
88201 0.4779420979  -0.02610929572 0.8780032208
88301 0.4837771808  -0.02640683239 0.8747927289
88401 0.4895907397  -0.02670364961 0.8715433567
88501 0.4953825162  -0.02699973172 0.8682552488
88601 0.501152253  -0.02729506306 0.8649285513
88701 0.5068996938  -0.02758962796 0.861563412
88801 0.5126245832  -0.02788341077 0.8581599805
88901 0.518326667  -0.02817639584 0.854718408
89001 0.5240056917  -0.02846856752 0.8512388476
89101 0.5296614052  -0.02875991019 0.8477214539
89201 0.5352935561  -0.02905040822 0.8441663832
89301 0.5409018942  -0.02934004598 0.8405737936
89401 0.5464861705  -0.02962880786 0.8369438447
89501 0.5520461368  -0.02991667828 0.8332766979
89601 0.5575815461  -0.03020364164 0.8295725161
89701 0.5630921526  -0.03048968236 0.825831464
89801 0.5685777115  -0.03077478489 0.8220537079
89901 0.574037979  -0.03105893367 0.8182394156
90001 0.5794727126  -0.03134211318 0.8143887568
90101 0.584881671  -0.03162430789 0.8105019026
90201 0.5902646138  -0.0319055023 0.8065790257
90301 0.5956213019  -0.03218568093 0.8026203004
90401 0.6009514974  -0.03246482831 0.7986259029
90501 0.6062549635  -0.03274292899 0.7945960104
90601 0.6115314647  -0.03301996754 0.7905308023
90701 0.6167807666  -0.03329592856 0.7864304592
90801 0.6220026359  -0.03357079666 0.7822951633
90901 0.6271968409  -0.03384455646 0.7781250984
91001 0.6323631507  -0.03411719264 0.7739204499
91101 0.637501336  -0.03438868986 0.7696814046
91201 0.6426111684  -0.03465903284 0.7654081511
91301 0.647692421  -0.03492820631 0.7611008791
91401 0.6527448682  -0.03519619502 0.7567597802
91501 0.6577682855  -0.03546298375 0.7523850472
91601 0.6627624499  -0.03572855733 0.7479768748
91701 0.6677271395  -0.03599290058 0.7435354586
91801 0.6726621338  -0.03625599838 0.7390609963
91901 0.6775672137  -0.03651783563 0.7345536866
92001 0.6824421614  -0.03677839725 0.7300137299
92101 0.6872867602  -0.03703766822 0.725441328
92201 0.6921007951  -0.03729563353 0.7208366841
92301 0.6968840522  -0.03755227819 0.7162000029
92401 0.7016363193  -0.03780758729 0.7115314904
92501 0.7063573851  -0.03806154591 0.7068313542
92601 0.7110470401  -0.0383141392 0.7020998031
92701 0.715705076  -0.03856535231 0.6973370475
92801 0.7203312859  -0.03881517047 0.692543299
92901 0.7249254645  -0.03906357891 0.6877187708
93001 0.7294874077  -0.03931056293 0.6828636772
93101 0.7340169129  -0.03955610785 0.6779782341
93201 0.738513779  -0.03980019903 0.6730626586
93301 0.7429778063  -0.04004282189 0.6681171692
93401 0.7474087967  -0.04028396188 0.6631419856
93501 0.7518065533  -0.04052360449 0.6581373291
93601 0.7561708809  -0.04076173527 0.653103422
93701 0.7605015857  -0.04099833979 0.6480404881
93801 0.7647984755  -0.04123340368 0.6429487525
93901 0.7690613594  -0.04146691263 0.6378284414
94001 0.7732900482  -0.04169885235 0.6326797824
94101 0.7774843541  -0.04192920861 0.6275030044
94201 0.781644091  -0.04215796725 0.6222983375
94301 0.7857690741  -0.04238511412 0.6170660129
94401 0.7898591203  -0.04261063515 0.6118062633
94501 0.793914048  -0.04283451632 0.6065193225
94601 0.7979336773  -0.04305674364 0.6012054253
94701 0.8019178296  -0.0432773032 0.5958648081
94801 0.8058663282  -0.04349618112 0.5904977082
94901 0.8097789976  -0.04371336359 0.585104364
95001 0.8136556643  -0.04392883686 0.5796850155
95101 0.8174961562  -0.04414258722 0.5742399033
95201 0.8213003027  -0.04435460103 0.5687692697
95301 0.8250679351  -0.04456486469 0.5632733576
95401 0.828798886  -0.04477336469 0.5577524113
95501 0.8324929899  -0.04498008755 0.5522066764
95601 0.8361500829  -0.04518501986 0.5466363991
95701 0.8397700025  -0.04538814827 0.5410418272
95801 0.8433525882  -0.0455894595 0.5354232094
95901 0.8468976809  -0.04578894032 0.5297807952
96001 0.8504051234  -0.04598657758 0.5241148355
96101 0.8538747598  -0.04618235817 0.5184255822
96201 0.8573064364  -0.04637626906 0.5127132881
96301 0.8607000007  -0.04656829728 0.5069782072
96401 0.8640553022  -0.04675842995 0.5012205942
96501 0.8673721919  -0.04694665421 0.4954407051
96601 0.8706505228  -0.04713295731 0.4896387969
96701 0.8738901493  -0.04731732656 0.4838151274
96801 0.8770909277  -0.04749974932 0.4779699554
96901 0.880252716  -0.04768021303 0.4721035408
97001 0.8833753739  -0.04785870522 0.4662161443
97101 0.8864587628  -0.04803521346 0.4603080275
97201 0.8895027459  -0.04820972542 0.4543794531
97301 0.8925071883  -0.04838222883 0.4484306845
97401 0.8954719565  -0.04855271148 0.4424619863
97501 0.8983969192  -0.04872116127 0.4364736235
97601 0.9012819465  -0.04888756615 0.4304658626
97701 0.9041269104  -0.04905191414 0.4244389703
97801 0.9069316849  -0.04921419337 0.4183932147
97901 0.9096961454  -0.049374392 0.4123288645
98001 0.9124201693  -0.04953249831 0.4062461891
98101 0.915103636  -0.04968850065 0.400145459
98201 0.9177464262  -0.04984238742 0.3940269453
98301 0.9203484229  -0.04999414715 0.3878909199
98401 0.9229095106  -0.0501437684 0.3817376556
98501 0.9254295758  -0.05029123986 0.3755674259
98601 0.9279085068  -0.05043655027 0.369380505
98701 0.9303461935  -0.05057968846 0.3631771679
98801 0.9327425281  -0.05072064334 0.3569576903
98901 0.9350974041  -0.05085940393 0.3507223488
99001 0.9374107172  -0.05099595931 0.3444714203
99101 0.9396823649  -0.05113029865 0.3382051827
99201 0.9419122465  -0.05126241121 0.3319239146
99301 0.9441002631  -0.05139228634 0.3256278952
99401 0.9462463178  -0.05151991348 0.3193174042
99501 0.9483503154  -0.05164528214 0.3129927222
99601 0.9504121627  -0.05176838196 0.3066541302
99701 0.9524317684  -0.05188920262 0.3003019101
99801 0.9544090429  -0.05200773394 0.2939363441
99901 0.9563438987  -0.05212396578 0.2875577152
