0 0  -0 1
555001 -0.004513216293  0.01636093796 0.9998559649
556001 0.004519679869  -0.0169116746 0.9998467721
557001 -0.003854350871  0.01731757673 0.9998426104
558001 0.003468323377  -0.01731679708 0.9998440375
559001 -0.002012467995  0.01779602343 0.9998396129
560001 0.002255045444  -0.01798288716 0.9998357518
561001 -0.002039540258  0.01826958295 0.999831017
562001 0.0007570510399  -0.01821853707 0.9998337421
563001 -0.0003401633051  0.01820336846 0.9998342471
564001 -0.0004916376575  -0.0179605009 0.9998385763
565001 0.001331130814  0.01787186624 0.9998393993
566001 -0.001613868424  -0.01753254444 0.9998449906
567001 0.00181827569  0.0174142824 0.9998467066
568001 -0.001879172633  -0.01804172091 0.999835469
569001 0.002437291754  0.01755243266 0.9998429735
570001 -0.003322448291  -0.01708771221 0.9998484742
571001 0.004187776226  0.01696289543 0.9998473497
572001 -0.005708283997  -0.01640838479 0.9998490788
573001 0.006670480176  0.01665438842 0.9998390551
574001 -0.007235426954  -0.01645034337 0.9998385043
575001 0.008309118243  0.01613217609 0.9998353422
576001 -0.009176611917  -0.01578329196 0.9998333248
577001 0.01012868211  0.01550057379 0.9998285563
578001 -0.01081539334  -0.01448681645 0.9998365663
579001 0.01135308309  0.01427917996 0.9998335924
580001 -0.01216507581  -0.01331702189 0.9998373207
581001 0.01226610852  0.01235494603 0.9998484374
582001 -0.01240102668  -0.01238667994 0.9998463805
583001 0.01288765929  0.01182619802 0.9998470129
584001 -0.01289287278  -0.0115382715 0.9998503098
585001 0.01324088293  0.01056322907 0.9998565383
586001 -0.01432701467  -0.009876487951 0.9998485843
587001 0.01450593223  0.009651779982 0.999848199
588001 -0.01514227301  -0.009286857931 0.9998422205
589001 0.01601152182  0.008012739013 0.9998397007
590001 -0.01708556621  -0.00817417152 0.9998206171
591001 0.0174446582  0.007452097262 0.9998200589
592001 -0.01777046514  -0.006403398563 0.9998215876
593001 0.0187493733  0.00589967495 0.9998068087
594001 -0.01896578137  -0.004598482682 0.9998095584
595001 0.01903059504  0.003919868062 0.9998112177
596001 -0.01874992597  -0.003588116172 0.9998177662
597001 0.01852739236  0.002086514832 0.999826176
598001 -0.01836523836  -0.00176880589 0.9998297802
599001 0.0182523384  -0.0001346940707 0.9998334031
600001 -0.01845429426  0.0006412051819 0.9998294994
601001 0.01858323084  -0.0003006272899 0.9998272716
602001 -0.01855403838  0.001179336155 0.9998271635
603001 0.01844288107  -0.001949393834 0.9998280152
604001 -0.01786591019  0.00222696738 0.9998379118
605001 0.01738049378  -0.002981074776 0.9998445037
606001 -0.01768055053  0.003716861049 0.9998367782
607001 0.0175444861  -0.004665712561 0.9998351975
608001 -0.0174086245  0.004997733788 0.9998359678
609001 0.01722900152  -0.00530358622 0.9998375035
610001 -0.01713760345  0.005547646008 0.9998377499
611001 0.01690854637  -0.006721480045 0.9998344477
612001 -0.01730247787  0.007467796771 0.9998224124
613001 0.01661365572  -0.008249335706 0.9998279526
614001 -0.01614252416  0.008566707628 0.9998330013
615001 0.01581169022  -0.009368511403 0.9998310964
616001 -0.01522955405  0.0102035571 0.9998319599
617001 0.01467544585  -0.01074337866 0.9998345919
618001 -0.01412165739  0.01099431913 0.999839839
619001 0.01342779234  -0.01118238447 0.9998473127
620001 -0.01330886654  0.01199783548 0.9998394501
621001 0.01303085633  -0.0121987207 0.9998406813
622001 -0.01202853118  0.01267832077 0.9998472756
623001 0.01143559355  -0.01324275114 0.9998469166
624001 -0.01109634759  0.01324972584 0.9998506468
625001 0.009548912551  -0.01446969089 0.9998497119
626001 -0.009325124522  0.01522956145 0.9998405385
627001 0.009228111863  -0.01497593209 0.9998452697
628001 -0.008233248522  0.01567008531 0.9998433187
629001 0.007508869994  -0.01669251256 0.9998324744
630001 -0.006938952353  0.01722870472 0.9998274964
631001 0.006262598074  -0.0182491102 0.9998138576
632001 -0.005423484989  0.01882418413 0.9998080995
633001 0.004397135884  -0.01912251164 0.9998074788
634001 -0.003293684578  0.01920453728 0.9998101507
635001 0.002212934364  -0.01948457121 0.9998077087
636001 -0.001614987508  0.0196020687 0.9998065566
637001 0.001070009885  -0.01979733149 0.999803441
638001 3.57219127e-05  0.0205716065 0.9997883815
639001 -0.001155993461  -0.02003523239 0.9997986063
640001 0.001719865647  0.01979235041 0.999802633
641001 -0.002701659231  -0.01997806086 0.9997967684
642001 0.003434267266  0.01930107411 0.9998078187
643001 -0.004246325689  -0.01938696064 0.9998030378
644001 0.004521219835  0.01903747541 0.9998085482
645001 -0.005877777108  -0.01855904462 0.9998104888
646001 0.006963880456  0.01881581207 0.9997987145
647001 -0.007927026578  -0.0187160334 0.9997934148
648001 0.008530701046  0.01826526742 0.9997967829
649001 -0.009328114004  -0.01738246825 0.9998053991
650001 0.009694888676  0.01693097117 0.9998096575
651001 -0.01093207355  -0.01645715149 0.9998048069
652001 0.01218337817  0.01572841126 0.9998020716
653001 -0.01224255248  -0.01461141061 0.9998182968
654001 0.0129279168  0.01406437916 0.9998175144
655001 -0.01362198336  -0.01345874887 0.999816635
656001 0.01429518582  0.01235359191 0.9998215023
657001 -0.01508081364  -0.01148432343 0.9998203235
658001 0.01572867026  0.01129315816 0.9998125192
659001 -0.01643903604  -0.01099082248 0.9998044608
660001 0.01657681612  0.01072457992 0.9998050773
661001 -0.01684360971  -0.0100289759 0.9998078377
662001 0.01676504871  0.009525703214 0.9998140798
663001 -0.01727410155  -0.008526583877 0.9998144342
664001 0.01781582776  0.007840493309 0.9998105435
665001 -0.01767006793  -0.00733388413 0.9998169747
666001 0.01772661597  0.006899583845 0.999819065
667001 -0.01827762977  -0.006599125464 0.9998111721
668001 0.01825383279  0.006665000487 0.9998111698
669001 -0.01856327411  -0.005454962643 0.9998128066
670001 0.0188123534  0.005037381575 0.9998103421
671001 -0.01919144259  -0.004100988788 0.9998074167
672001 0.01941084736  0.003752529997 0.9998045496
673001 -0.01913528544  -0.003164658496 0.9998118952
674001 0.01952921595  0.002228584134 0.9998068029
675001 -0.01957535029  -0.001735485135 0.9998068782
676001 0.01960499926  0.0009554674247 0.999807347
677001 -0.02046932041  -8.3754231e-05 0.999790478
678001 0.020322124  -0.001270198038 0.9997926774
679001 -0.02025263904  0.002132311463 0.9997926204
680001 0.02001282425  -0.002954236785 0.9997953587
681001 -0.01976360666  0.003753979975 0.9997976333
682001 0.01974558073  -0.003762823509 0.9997979562
683001 -0.01954190465  0.004555861002 0.9997986588
684001 0.01903025558  -0.004812430797 0.9998073264
685001 -0.01922149544  0.005192876103 0.9998017644
686001 0.0193229107  -0.006037018455 0.9997950688
687001 -0.01891824978  0.006838580806 0.9997976463
688001 0.01848720442  -0.006726947949 0.999806467
689001 -0.0178005538  0.007781150862 0.9998112792
690001 0.01681622074  -0.00875584726 0.9998202588
691001 -0.01667806772  0.009581425835 0.999815002
692001 0.01575159694  -0.01031967432 0.99982268
693001 -0.01484739371  0.01104952065 0.9998287168
694001 0.01454751332  -0.01182680908 0.9998242328
695001 -0.01409955112  0.01275760877 0.9998192067
696001 0.01379707372  -0.01367102371 0.9998113541
697001 -0.01323880633  0.01481938917 0.9998025403
698001 0.01308877779  -0.01550064917 0.9997941857
699001 -0.01224804203  0.01576142295 0.9998007616
700001 0.01144819942  -0.01589202982 0.9998081726
701001 -0.01076860556  0.01688540423 0.99979944
702001 0.009698318526  -0.01679329142 0.9998119463
703001 -0.00894943882  0.01740607439 0.9998084497
704001 0.008275694725  -0.01824246166 0.9997993426
705001 -0.007042301359  0.01875233815 0.9997993578
706001 0.006134039104  -0.01975426341 0.9997860484
707001 -0.004920321858  0.0209746527 0.9997679002
708001 0.003595822951  -0.02176568824 0.9997566328
709001 -0.002493649059  0.02217679644 0.9997509547
710001 0.001709182196  -0.0226064237 0.9997429811
711001 -0.0010286615  0.02288657123 0.9997375389
712001 -0.0001624352677  -0.02252510972 0.9997462643
713001 0.001240087328  0.02249328195 0.999746225
714001 -0.001920786823  -0.02246862713 0.9997457033
715001 0.002539361199  0.02267545318 0.9997396538
716001 -0.003307918658  -0.02209860982 0.9997503234
717001 0.004099725627  0.02171559973 0.9997557827
718001 -0.004889441677  -0.02165539405 0.9997535382
719001 0.005740542526  0.02070257084 0.9997691982
720001 -0.006137083756  -0.01996920828 0.9997817596
721001 0.006919291978  0.02008625432 0.9997743074
722001 -0.008698426132  -0.01923186933 0.9997772115
723001 0.009221575694  0.01878867592 0.9997809501
724001 -0.01048632007  -0.01876382695 0.9997689512
725001 0.01133947991  0.01850972369 0.9997643754
726001 -0.01209410376  -0.0175070583 0.9997735921
727001 0.01253540201  0.01738868469 0.9997702223
728001 -0.01361679348  -0.01621144635 0.9997758608
729001 0.01458070689  0.01581093733 0.9997686819
730001 -0.01533214148  -0.01533812021 0.9997648061
731001 0.01604793821  0.01424142296 0.9997697963
732001 -0.0167743331  -0.01382267352 0.9997637498
733001 0.01760223734  0.01316720305 0.9997583638
734001 -0.01797487206  -0.01255912562 0.9997595572
735001 0.01889078756  0.01172861168 0.9997527583
736001 -0.02000042019  -0.01080494401 0.9997415848
737001 0.02019991217  0.009852428154 0.9997474147
738001 -0.02017366404  -0.009060321443 0.999755437
739001 0.0200492834  0.008150868512 0.9997657673
740001 -0.02044060849  -0.007421750637 0.9997635216
741001 0.0205489555  0.00685866285 0.999765322
742001 -0.02069412767  -0.005953961945 0.9997681248
743001 0.02032717791  0.005164025005 0.9997800451
744001 -0.02088564869  -0.00432112405 0.9997725329
745001 0.02147876948  0.003402635053 0.9997635143
746001 -0.02201251305  -0.001820339829 0.999756038
747001 0.02184855725  -8.088322143e-05 0.9997612885
748001 -0.02179060569  0.0006503642843 0.999762345
749001 0.02190627392  -0.0005636191991 0.9997598699
750001 -0.02157912004  0.0009487047005 0.9997666935
751001 0.02211451933  -0.001388359156 0.9997544801
752001 -0.02196131121  0.002597139483 0.9997554479
753001 0.02232683525  -0.003263449555 0.9997453987
754001 -0.02263809979  0.004258869936 0.999734654
755001 0.02254541018  -0.004911272471 0.9997337565
756001 -0.02261375159  0.005628789534 0.9997284306
757001 0.02282438984  -0.007443572877 0.9997117787
758001 -0.02233053828  0.008734071802 0.9997124902
759001 0.02166460568  -0.009711605377 0.999718125
760001 -0.02080339417  0.01042679894 0.9997292136
761001 0.02006805942  -0.0108394707 0.9997398556
762001 -0.01872445475  0.01245188561 0.9997471407
763001 0.01767344134  -0.01307875456 0.9997582686
764001 -0.01732165972  0.01353518819 0.9997583502
765001 0.01704924803  -0.01366854368 0.9997612185
766001 -0.01611296734  0.0145209218 0.9997647299
767001 0.01511334063  -0.01514311736 0.9997711103
768001 -0.01457049122  0.01574003578 0.9997699496
769001 0.01433328436  -0.01587765991 0.9997712022
770001 -0.01376527074  0.0160620795 0.9997762384
771001 0.01291806653  -0.01676979197 0.9997759237
772001 -0.0117277836  0.01778640335 0.9997730257
773001 0.009895086544  -0.01855044801 0.9997789596
774001 -0.008996375836  0.01862675111 0.9997860318
775001 0.008557144455  -0.0193930834 0.9997753165
776001 -0.007514923881  0.02010351787 0.9997696607
777001 0.006759491893  -0.02006822744 0.9997757626
778001 -0.005999026018  0.02035544132 0.9997748085
779001 0.004586015974  -0.02124795057 0.9997637186
780001 -0.002964425285  0.02176430228 0.9997587345
781001 0.00206814856  -0.02226025545 0.9997500706
782001 -0.001104371757  0.0226272617 0.9997433607
783001 7.257686813e-05  -0.02236394193 0.9997498931
784001 0.0008722921226  0.02240060379 0.9997486944
785001 -0.001098545909  -0.02243708532 0.9997476533
786001 0.002657265121  0.02283250386 0.9997357729
787001 -0.003160115145  -0.02268492393 0.9997376695
788001 0.003613926345  0.02275900632 0.9997344483
789001 -0.004693748709  -0.02248051845 0.9997362627
790001 0.005440374112  0.02273436188 0.9997267382
791001 -0.006857154284  -0.02240318242 0.9997255007
792001 0.008231240628  0.02200554068 0.9997239633
793001 -0.0093809281  -0.02196650674 0.9997146947
794001 0.01041448944  0.02158861974 0.9997126937
795001 -0.0119277237  -0.02099734877 0.9997083778
796001 0.01263436427  0.02020871091 0.9997159501
797001 -0.01289044642  -0.01939525818 0.9997287934
798001 0.01393471729  0.0195117019 0.9997125172
799001 -0.01437531169  -0.019064313 0.9997149105
800001 0.01583460449  0.01803575014 0.999711947
801001 -0.01695306904  -0.01687053203 0.9997139484
802001 0.01752265643  0.01606501333 0.999717396
803001 -0.0183112533  -0.01533727899 0.9997146922
804001 0.01854160362  0.01544144127 0.999708843
805001 -0.01927677174  -0.01417230369 0.9997137349
806001 0.01997303675  0.01297094422 0.999716376
807001 -0.02099223929  -0.01230219263 0.9997039471
808001 0.02226246706  0.01133791744 0.9996878684
809001 -0.02290942135  -0.01012706812 0.9996862512
810001 0.02348753878  0.008580804337 0.9996873038
811001 -0.02357377521  -0.007869520929 0.9996911262
812001 0.02347020302  0.006427535354 0.9997038743
813001 -0.02405019104  -0.005511512859 0.9996955594
814001 0.02403139609  0.004733226619 0.9996999993
815001 -0.02402436635  -0.003840872644 0.9997039949
816001 0.02393249471  0.002621355596 0.9997101401
817001 -0.02408122299  -0.001432987895 0.9997089783
818001 0.02404303541  0.0002904763948 0.9997108822
819001 -0.02401929845  0.001118149255 0.9997108697
820001 0.02358571827  -0.001972412062 0.9997198725
821001 -0.02379287935  0.003702788021 0.9997100521
822001 0.02313376329  -0.004162921429 0.9997237114
823001 -0.02247649685  0.004993247694 0.9997349021
824001 0.02130582069  -0.005558316568 0.9997575542
825001 -0.02104991589  0.006012007652 0.9997603497
826001 0.02069151116  -0.006589034176 0.9997641952
827001 -0.02000848946  0.007149083669 0.99977425
828001 0.01914735259  -0.008014335197 0.9997845514
829001 -0.01924323968  0.008554364831 0.9997782357
830001 0.01893249934  -0.01000511062 0.9997707028
831001 -0.01856674831  0.01129029094 0.9997638747
832001 0.01811990203  -0.01258229548 0.9997566479
833001 -0.01808906247  0.01431999379 0.9997338264
834001 0.01762198273  -0.01523477916 0.9997286468
835001 -0.01709630616  0.01613454814 0.9997236581
836001 0.01635108178  -0.01650950709 0.9997300027
837001 -0.01571462464  0.01721515505 0.9997283076
838001 0.01481391905  -0.01783016755 0.9997312803
839001 -0.01460551463  0.01811919843 0.9997291501
840001 0.01400598601  -0.01899382134 0.9997214948
841001 -0.01270414017  0.0199843102 0.9997195767
842001 0.01134150503  -0.0199120187 0.9997374064
843001 -0.01035760073  0.02004487099 0.9997454292
844001 0.009286136526  -0.02080199994 0.9997404885
845001 -0.007489584015  0.02104779427 0.9997504171
846001 0.006244907227  -0.02084163504 0.9997632857
847001 -0.005548043028  0.02122876009 0.9997592505
848001 0.004378296692  -0.02153985485 0.9997584034
849001 -0.003458211924  0.02172132695 0.9997580831
850001 0.00247074378  -0.02174170834 0.9997605681
851001 -0.0008792018425  0.02194965305 0.9997586907
852001 0.0003661564323  -0.02157525259 0.9997671601
853001 0.0004426800978  0.0208912453 0.9997816561
854001 -0.001558483595  -0.02120555833 0.9997739221
855001 0.001906553455  0.0204417649 0.9997892274
856001 -0.002786551821  -0.02109341213 0.9997736259
857001 0.003453621935  0.02102815078 0.9997729189
858001 -0.004427360923  -0.02090777993 0.9997716055
859001 0.005426548  0.02064559552 0.99977213
860001 -0.005603154027  -0.0200283039 0.9997837124
861001 0.006888823995  0.0202419667 0.9997713773
862001 -0.007731896814  -0.01973122285 0.9997754231
863001 0.008316482445  0.01873078091 0.9997899749
864001 -0.009270240457  -0.01867554179 0.9997826197
865001 0.009653917301  0.01837077566 0.999784635
866001 -0.01002333832  -0.01778425209 0.9997916048
867001 0.01067518491  0.01707057878 0.9997972973
868001 -0.01103731979  -0.01653636934 0.9998023435
869001 0.01129986767  0.0163401238 0.9998026372
870001 -0.01190736615  -0.01576423573 0.9998048327
871001 0.01264830516  0.01516940678 0.9998049357
872001 -0.0138160988  -0.01458381634 0.9997981935
873001 0.01433090279  0.01417263861 0.9997968601
874001 -0.01467930034  -0.01344473395 0.999801859
875001 0.01517484731  0.01286775905 0.9998020528
876001 -0.01523954517  -0.01195381328 0.9998124137
877001 0.0155140455  0.01082407885 0.9998210608
878001 -0.01613004274  -0.009855443389 0.99982133
879001 0.01666806137  0.009607610953 0.9998149176
880001 -0.01708191081  -0.009372304492 0.9998101661
881001 0.0171367829  0.008705322404 0.9998152569
882001 -0.01713290106  -0.008254952908 0.9998191434
883001 0.01704988158  0.008216475623 0.9998208795
884001 -0.01749656534  -0.007974306206 0.9998151232
885001 0.01712907164  0.007395675875 0.9998259343
886001 -0.01748189001  -0.006859541439 0.9998236495
887001 0.01782623494  0.00579992521 0.9998242776
888001 -0.01838763397  -0.005351837568 0.9998166095
889001 0.01847469238  0.004797757451 0.999817817
890001 -0.01891837521  -0.003494787997 0.9998149236
891001 0.01875777238  0.003186931143 0.9998189783
892001 -0.01903343017  -0.002493119323 0.9998157395
893001 0.019176292  0.001949343136 0.9998142177
894001 -0.01886250488  -0.001065240533 0.9998215196
895001 0.01956025547  -0.0004551175998 0.9998085763
896001 -0.0197437363  0.001244305826 0.9998042991
897001 0.01961629717  -0.001623810419 0.9998062633
898001 -0.01989730639  0.00276258518 0.9997982123
899001 0.01986836967  -0.00396405071 0.999794746
900001 -0.01955604024  0.005139934064 0.9997955503
901001 0.0188669277  -0.005931206626 0.9998044108
902001 -0.01894369983  0.006859563676 0.9997970207
903001 0.01852584974  -0.007734501126 0.9997984649
904001 -0.01824337396  0.008328350207 0.9997988887
905001 0.01792402566  -0.008903163418 0.9997997114
906001 -0.0175373034  0.009116641119 0.9998046458
907001 0.01705920796  -0.009924817202 0.9998052217
908001 -0.01629075743  0.0111734841 0.9998048632
909001 0.01605344013  -0.01170712657 0.9998025956
910001 -0.01590887355  0.01257412116 0.9997943785
911001 0.0155828507  -0.01345140543 0.9997880948
912001 -0.01515403211  0.01364617522 0.999792047
913001 0.01550341615  -0.01446720185 0.9997751468
914001 -0.01466010429  0.01507791787 0.9997788444
915001 0.01462453295  -0.01552918611 0.9997724578
916001 -0.01403169633  0.01658186379 0.9997640488
917001 0.01334691256  -0.01636780873 0.9997769525
918001 -0.01313714979  0.01697955266 0.9997695285
919001 0.01236309402  -0.01738948531 0.9997723539
920001 -0.01191430694  0.01815174973 0.9997642538
921001 0.01124674247  -0.01936376173 0.9997492463
922001 -0.01023771349  0.01987818708 0.9997499922
923001 0.009422446503  -0.01989532422 0.9997576674
924001 -0.008636539943  0.02068459206 0.9997487473
925001 0.007378747542  -0.02110752603 0.9997499819
926001 -0.006533242125  0.0215800954 0.9997457758
927001 0.005606977377  -0.02239284867 0.9997335255
928001 -0.004561078637  0.02309812399 0.9997227982
929001 0.003793526625  -0.02363532517 0.9997134492
930001 -0.002857530956  0.02452030935 0.999695248
931001 0.002005215422  -0.02472543066 0.9996922687
932001 -0.0009585161389  0.02432952952 0.9997035337
933001 -0.0005649428184  -0.02446779961 0.9997004589
934001 0.001073206106  0.02486875409 0.9996901486
935001 -0.001693093204  -0.02489953226 0.9996885248
936001 0.003182989254  0.02459132648 0.9996925203
937001 -0.004141333782  -0.02416848451 0.9996993216
938001 0.005561726809  0.02468936391 0.9996796999
939001 -0.006375382837  -0.02454920252 0.9996782938
940001 0.007202960085  0.02323033759 0.9997041906
941001 -0.008427115542  -0.02328041012 0.9996934561
942001 0.009574957928  0.02217048126 0.9997083524
943001 -0.01101599201  -0.0211644195 0.9997153171
944001 0.01166737958  0.02099233916 0.9997115554
945001 -0.01266546893  -0.02064025955 0.9997067398
946001 0.01350220161  0.01993347331 0.9997101316
947001 -0.01375992892  -0.01944179373 0.9997163002
948001 0.01445580427  0.01872544911 0.9997201545
949001 -0.01513655962  -0.01804905407 0.9997225196
950001 0.01567713795  0.01802422451 0.9997146366
951001 -0.0162061933  -0.01689575176 0.9997259089
952001 0.01617985826  0.01577688976 0.9997446183
953001 -0.0167903673  -0.01575338977 0.999734922
954001 0.01775993514  0.01570247959 0.9997189689
955001 -0.0182771908  -0.01492858598 0.999721502
956001 0.01859137971  0.01395620333 0.999729756
957001 -0.01947840554  -0.01250502674 0.9997320721
958001 0.02021614105  0.01118330675 0.999733085
959001 -0.02088493089  -0.01062898891 0.9997253844
960001 0.02087620997  0.01018236654 0.9997302152
961001 -0.02126927158  -0.008924585614 0.9997339495
962001 0.02170654951  0.007659249378 0.9997350457
963001 -0.02203557429  -0.006840444622 0.9997337854
964001 0.02253508772  0.006028601332 0.9997278758
965001 -0.02286178981  -0.005452343917 0.9997237671
966001 0.02337013331  0.003925190471 0.9997191754
967001 -0.02349424218  -0.002947168391 0.9997196281
968001 0.02335297771  0.001750175918 0.99972575
969001 -0.02308776012  -0.0004341807553 0.9997333478
970001 0.02277307706  -0.0005644716909 0.9997405005
971001 -0.02288121219  0.00107699477 0.9997376107
972001 0.02296605637  -0.001954651157 0.9997343345
973001 -0.02256360896  0.003367002606 0.9997397395
974001 0.02239372336  -0.004650748251 0.9997384116
975001 -0.02225742635  0.005084399365 0.9997393439
976001 0.0224008796  -0.006425434791 0.9997284203
977001 -0.02181239069  0.007957682369 0.9997304111
978001 0.021279125  -0.009341520645 0.9997299309
979001 -0.02066582792  0.01074463776 0.9997287013
980001 0.01999779725  -0.01152181133 0.9997336325
981001 -0.01965233761  0.01268038411 0.9997264593
982001 0.01921198601  -0.01294883846 0.9997315775
983001 -0.01885321768  0.0138239796 0.9997266895
984001 0.01786943125  -0.01494194553 0.999728674
985001 -0.01737886199  0.01588371634 0.9997228029
986001 0.01657590691  -0.01644772099 0.9997273187
987001 -0.01582095868  0.01729582464 0.9997252381
988001 0.01504464259  -0.0181130114 0.9997227503
989001 -0.01386846221  0.01889667863 0.9997252529
990001 0.01301137768  -0.0191873779 0.9997312382
991001 -0.01279123331  0.01990779399 0.9997199928
992001 0.01099137926  -0.02089877799 0.9997211764
993001 -0.01065891216  0.02137701439 0.9997146647
994001 0.009759263276  -0.02222192346 0.999705428
995001 -0.008923482345  0.02339742906 0.9996864167
996001 0.007738244862  -0.02350986083 0.9996936561
997001 -0.006749044241  0.02349852076 0.9997010903
998001 0.006226496636  -0.02368851695 0.9996999974
999001 -0.005603363247  0.02369528563 0.9997035239
1000001 0.004647980355  -0.02404079302 0.9997001733
1001001 -0.002855167004  0.02394741754 0.9997091423
1002001 0.001644990511  -0.02384617214 0.9997142862
1003001 -0.0005287778734  0.02379654957 0.9997166822
1004001 -0.000776131071  -0.0243310705 0.9997036544
1005001 0.00141563248  0.02458903696 0.9996966416
1006001 -0.002527688466  -0.02388190447 0.9997115911
1007001 0.003538023141  0.02334140663 0.9997212917
1008001 -0.004234567633  -0.02292963272 0.9997281132
1009001 0.005013798844  0.02309789171 0.9997206356
1010001 -0.005590327742  -0.02347819269 0.9997087189
1011001 0.006024416417  0.02303080619 0.999716604
1012001 -0.007425086212  -0.02213740979 0.9997273644
1013001 0.007745885505  0.02138992614 0.9997412026
1014001 -0.009226534115  -0.02148105079 0.9997266804
1015001 0.01049136595  0.02063579829 0.9997320116
1016001 -0.01140229132  -0.0200755658 0.9997334442
1017001 0.01207460802  0.0199065454 0.9997289299
1018001 -0.01318359392  -0.01926584462 0.9997274729
1019001 0.01436361308  0.01891882853 0.9997178424
1020001 -0.01534742817  -0.01829361923 0.9997148593
1021001 0.01612067152  0.0168063137 0.9997287991
1022001 -0.01675424916  -0.01588229703 0.9997334884
1023001 0.01716269733  0.01559610624 0.9997310655
1024001 -0.01806615321  -0.01477138616 0.999727673
1025001 0.01842821008  0.01366151345 0.9997368474
1026001 -0.0188407469  -0.01324944848 0.999734704
1027001 0.019842806  0.01258598573 0.9997238899
1028001 -0.02069699794  -0.01138591714 0.9997209586
1029001 0.02077005571  0.01008690404 0.999733394
1030001 -0.02069109171  -0.009291143997 0.9997427436
1031001 0.02112555023  0.008129398623 0.9997437792
1032001 -0.02146373033  -0.006952824887 0.9997454508
1033001 0.0214632293  0.006556812356 0.9997481373
1034001 -0.02225740649  -0.006075260622 0.9997338141
1035001 0.02234192449  0.00565742039 0.9997343807
1036001 -0.02282360427  -0.004665061282 0.9997286233
1037001 0.02280118226  0.003943244731 0.9997322426
1038001 -0.02262116621  -0.002707093438 0.9997404435
1039001 0.02263180002  0.001878960892 0.9997421023
1040001 -0.0225179532  -0.0003328895663 0.9997463833
1041001 0.0224618614  -0.0006264509134 0.9997475043
1042001 -0.02274876074  0.001777535932 0.9997396332
1043001 0.02308985785  -0.002439453813 0.9997304174
1044001 -0.02312289662  0.004066592793 0.9997243592
1045001 0.02329303406  -0.005252468944 0.9997148824
1046001 -0.02292577747  0.00606921028 0.9997187471
1047001 0.02180174105  -0.007854349744 0.9997314606
1048001 -0.02105227908  0.008611311138 0.9997412899
1049001 0.02117525235  -0.009710234703 0.9997286232
1050001 -0.02064128321  0.01046925688 0.9997321301
1051001 0.01987375091  -0.01078413789 0.9997443355
1052001 -0.01966963175  0.01183446431 0.9997364908
1053001 0.0187262543  -0.01394350557 0.9997274159
1054001 -0.01899269233  0.01506808202 0.9997060721
1055001 0.01803894397  -0.01597120379 0.9997097164
1056001 -0.01748794168  0.01730013272 0.9996973928
1057001 0.01724717159  -0.0175321542 0.9996975336
1058001 -0.01614758424  0.0180755917 0.9997062211
1059001 0.0149669127  -0.01842859436 0.9997181495
1060001 -0.01376746442  0.01943007145 0.9997164244
1061001 0.01306961411  -0.02109230803 0.9996921024
1062001 -0.01206886621  0.02157929308 0.9996942915
1063001 0.01069599721  -0.02212795611 0.999697929
1064001 -0.009970673497  0.02231642093 0.9997012369
1065001 0.009046665652  -0.02222732759 0.9997120104
1066001 -0.008024109712  0.02332438474 0.9996957471
1067001 0.007217478699  -0.0235518932 0.9996965621
1068001 -0.006512041022  0.02383872046 0.9996946077
1069001 0.005878924965  -0.02415431261 0.9996909559
1070001 -0.004320307067  0.02449895806 0.9996905201
1071001 0.003203639647  -0.02417874235 0.9997025183
1072001 -0.00208627084  0.02367403224 0.9997175539
1073001 0.0006161262541  -0.02408213696 0.9997097934
1074001 0.0007696329015  0.02380728259 0.9997162702
1075001 -0.001971048696  -0.02351353218 0.9997215756
1076001 0.002894748139  0.02328616886 0.9997246495
1077001 -0.003733221835  -0.02309825654 0.9997262293
1078001 0.004526976068  0.02358681836 0.9997115426
1079001 -0.006267796761  -0.02381499239 0.9996967344
1080001 0.00701482645  0.02374098397 0.999693532
1081001 -0.008395450765  -0.02349258798 0.9996887589
1082001 0.008869213289  0.02351259191 0.9996841977
1083001 -0.009460870399  -0.02363280562 0.9996759387
1084001 0.01014326512  0.02347290401 0.999673015
1085001 -0.01163963562  -0.0226147803 0.9996764929
1086001 0.01317314622  0.02183605115 0.9996747746
1087001 -0.01382481421  -0.02134291235 0.999676625
1088001 0.01433191162  0.02086961802 0.9996794763
1089001 -0.01536241385  -0.0202316225 0.9996772868
1090001 0.01611652493  0.01934012274 0.9996830584
1091001 -0.01707958923  -0.01845660543 0.9996837707
1092001 0.01763135174  0.0178524703 0.9996851628
1093001 -0.01749814155  -0.01684544466 0.9997049795
1094001 0.01795506525  0.01590951675 0.99971221
1095001 -0.01849811614  -0.01486470774 0.9997183904
1096001 0.0184339766  0.01417218349 0.9997296323
1097001 -0.01871848306  -0.01304144821 0.9997397356
1098001 0.01896753843  0.01228455024 0.9997446285
1099001 -0.01965937126  -0.01136054546 0.9997421903
1100001 0.02049008692  0.0104015341 0.9997359473
1101001 -0.0204227204  -0.00946840897 0.9997465987
1102001 0.02166433134  0.007772721792 0.9997350857
1103001 -0.02176147676  -0.006333903942 0.9997431269
1104001 0.02204676756  0.005876379103 0.9997396702
1105001 -0.02209919771  -0.005108405838 0.9997427317
1106001 0.02235774498  0.003542545715 0.999743758
1107001 -0.02214738407  -0.002057962353 0.9997525985
1108001 0.0219385714  0.001736219923 0.999757813
1109001 -0.02220494106  -0.0008229309585 0.9997531012
1110001 0.02322246184  -0.0002537660904 0.99973029
