0 0.85791  -0 0.5138
1121 0.668064782  -0.5382370543 0.5137998836
1131 0.6941300549  -0.5041770605 0.5137985584
1141 0.7184614709  -0.4688568901 0.5137960018
1151 0.7409980804  -0.432364294 0.5137927229
1161 0.7616831815  -0.394790083 0.5137893746
1171 0.7804645531  -0.3562279986 0.5137866234
1181 0.7972947124  -0.3167745219 0.5137850172
1191 0.8121311656  -0.2765286087 0.5137848757
1201 0.8249366185  -0.2355913583 0.5137862272
1211 0.8356791219  -0.1940656371 0.5137888026
1221 0.8443321366  -0.1520556882 0.513792089
1231 0.850874524  -0.1096667605 0.5137954322
1241 0.8552904787  -0.06700478534 0.5137981664
1251 0.8575694345  -0.02417611646 0.5137997473
1261 0.8577059751  0.01871266748 0.5137998602
1271 0.8556997791  0.06155491418 0.5137984825
1281 0.851555616  0.1042440302 0.5137958885
1291 0.8452833942  0.1466736273 0.5137925948
1301 0.8368982467  0.1887377123 0.5137892571
1311 0.8264206258  0.2303309371 0.51378654
1321 0.8138763768  0.2713489139 0.5137849844
1331 0.7992967568  0.31168858 0.5137849002
1341 0.7827183806  0.3512485879 0.513786304
1351 0.7641830867  0.3899296852 0.5137889164
1361 0.7437377344  0.4276350546 0.5137922172
1371 0.721433957  0.4642705885 0.5137955492
1381 0.6973279025  0.4997450908 0.513798249
1391 0.6714799955  0.5339704137 0.513799779
1401 0.643954744  0.5668615506 0.5137998347
1411 0.6148206023  0.5983367163 0.5137984048
1421 0.5841498842  0.6283174478 0.5137957742
1431 0.5520187059  0.6567287489 0.5137924666
1441 0.5185069299  0.6834992924 0.5137891405
1451 0.4836980743  0.7085616757 0.5137864582
1461 0.4476791646  0.7318527084 0.5137849538
1471 0.4105405102  0.7533137053 0.5137849267
1481 0.3723754104  0.7728907471 0.5137863825
1491 0.3332798055  0.7905348839 0.5137890312
1501 0.2933519028  0.8062022618 0.5137923454
1511 0.2526918117  0.8198541715 0.5137956653
1521 0.2114012176  0.8314570352 0.5137983299
1531 0.1695831134  0.8409823567 0.5137998086
1541 0.1273415947  0.8484066693 0.5137998071
1551 0.08478170365  0.8537115107 0.5137983255
1561 0.04200929925  0.8568834457 0.513795659
1571 -0.0008690808353  0.8579141436 0.5137923384
1581 -0.04374639544  0.8568004965 0.5137890248
1591 -0.0865153351  0.8535447583 0.5137863781
1601 -0.1290686242  0.848154668 0.5137849252
1611 -0.1712993809  0.8406435283 0.5137849554
1621 -0.2131015121  0.8310302139 0.5137864627
1631 -0.2543701101  0.8193390993 0.5137891469
1641 -0.2950018186  0.8055999138 0.5137924736
1651 -0.3348951421  0.7898475421 0.5137957805
1661 -0.3739506834  0.7721218046 0.5137984092
1671 -0.4120713156  0.752467248 0.5137998361
1681 -0.449162304  0.7309329746 0.5137997774
1691 -0.4851314095  0.707572526 0.5137982445
1701 -0.5198890035  0.6824438177 0.5137955428
1711 -0.5533482252  0.655609111 0.5137922101
1721 -0.5854251949  0.6271349911 0.5137889101
1731 -0.6160392841  0.59709232 0.5137862997
1741 -0.6451134288  0.565556135 0.5137848988
1751 -0.6725744545  0.5326054742 0.5137849862
1761 -0.6983533833  0.4983231268 0.5137865445
1771 -0.7223856893  0.4627953205 0.5137892635
1781 -0.7446114819  0.4261113743 0.5137926018
1791 -0.7649756129  0.3883633481 0.5137958948
1801 -0.7834277144  0.3496457226 0.5137984867
1811 -0.7999221951  0.3100551308 0.5137998615
1821 -0.8144182242  0.2696901512 0.5137997455
1831 -0.8268797366  0.2286511538 0.5137981618
1841 -0.837275482  0.1870401768 0.5137954257
1851 -0.8455791281  0.1449608035 0.513792082
1861 -0.8517694119  0.1025180064 0.5137887964
1871 -0.8558303171  0.05981793516 0.5137862231
1881 -0.8577512472  0.01696763534 0.5137848744
1891 -0.8575271618  -0.02592529708 0.513785019
1901 -0.8551586469  -0.0687531051 0.513786628
1911 -0.8506519079  -0.111408274 0.513789381
1921 -0.8440186836  -0.1537839144 0.51379273
1931 -0.8352761012  -0.1957740967 0.513796008
1941 -0.824446499  -0.2372741188 0.5137985625
1951 -0.811557252  -0.2781807059 0.5137998848
1961 -0.7966406278  -0.3183921582 0.5137997116
1971 -0.7797336939  -0.3578084712 0.5137980775
1981 -0.7608782778  -0.3963314624 0.5137953078
1991 -0.7401209679  -0.433864934 0.5137919539
2001 -0.7175131296  -0.4703148918 0.5137886836
2011 -0.6931109032  -0.5055898238 0.5137861481
2021 -0.6669751538  -0.5396010284 0.5137848522
2031 -0.6391713504  -0.5722629668 0.513785054
2041 -0.6097693672  -0.6034936058 0.5137867131
2051 -0.5788432158  -0.6332147202 0.5137894994
2061 -0.546470733  -0.6613521279 0.513792858
2071 -0.5127332542  -0.6878358503 0.5137961202
2081 -0.4777153071  -0.712600201 0.5137986365
2091 -0.4415043513  -0.7355838255 0.5137999059
2101 -0.4041905758  -0.7567297217 0.5137996757
2111 -0.3658667519  -0.7759852729 0.5137979916
2121 -0.3266281223  -0.7933023216 0.513795189
2131 -0.2865722968  -0.8086372971 0.5137918259
2141 -0.2457991228  -0.8219513943 0.5137885719
2151 -0.2044105016  -0.8332107873 0.513786075
2161 -0.162510137  -0.842386848 0.5137848322
2171 -0.1202032131  -0.8494563367 0.513785091
2181 -0.07759602067  -0.8544015343 0.5137867998
2191 -0.03479555769  -0.8572102992 0.5137896186
2201 0.008090861113  -0.8578760433 0.5137929859
2211 0.05095595464  -0.8563976432 0.5137962314
2221 0.09369276498  -0.8527793106 0.5137987088
2231 0.1361948801  -0.847030455 0.513799925
2241 0.1783565999  -0.839165571 0.5137996376
2251 0.22007307  -0.8292041712 0.5137979041
2261 0.2612404146  -0.8171707731 0.5137950694
2271 0.3017558996  -0.8030949309 0.5137916981
2281 0.3415181494  -0.78701129 0.5137884613
2291 0.3804274271  -0.7689596317 0.5137860036
