0 0  -0 1
9751 0.2149971278  2.342810748e-06 0.9766146809
10001 0.2204194192  2.463224713e-06 0.9754051874
10251 0.2258349075  2.586540876e-06 0.9741655889
10501 0.2312434256  2.712747766e-06 0.9728959236
10751 0.2366448066  2.841833638e-06 0.9715962307
11001 0.2420388837  2.973786472e-06 0.9702665504
11251 0.2474254905  3.108593976e-06 0.9689069236
11501 0.2528044608  3.246243581e-06 0.9675173924
11751 0.2581756285  3.386722449e-06 0.9660979996
12001 0.2635388278  3.530017469e-06 0.9646487891
12251 0.2688938932  3.676115257e-06 0.9631698055
12501 0.2742406595  3.82500216e-06 0.9616610945
12751 0.2795789615  3.976664256e-06 0.9601227027
13001 0.2849086346  4.131087351e-06 0.9585546776
13251 0.2902295143  4.288256985e-06 0.9569570675
13501 0.2955414362  4.448158431e-06 0.9553299218
13751 0.3008442366  4.610776691e-06 0.9536732907
14001 0.3061377516  4.776096506e-06 0.9519872252
14251 0.311421818  4.944102347e-06 0.9502717776
14501 0.3166962726  5.114778425e-06 0.9485270006
14751 0.3219609527  5.288108683e-06 0.9467529482
15001 0.3272156957  5.464076804e-06 0.9449496751
15251 0.3324603395  5.642666207e-06 0.943117237
15501 0.3376947222  5.823860051e-06 0.9412556903
15751 0.3429186822  6.007641234e-06 0.9393650927
16001 0.3481320584  6.193992395e-06 0.9374455023
16251 0.3533346898  6.382895915e-06 0.9354969786
16501 0.3585264158  6.574333916e-06 0.9335195815
16751 0.3637070762  6.768288264e-06 0.9315133722
17001 0.3688765111  6.964740568e-06 0.9294784126
17251 0.374034561  7.163672185e-06 0.9274147654
17501 0.3791810666  7.365064214e-06 0.9253224944
17751 0.3843158692  7.568897506e-06 0.9232016641
18001 0.3894388101  7.775152655e-06 0.9210523401
18251 0.3945497314  7.983810009e-06 0.9188745885
18501 0.3996484752  8.194849661e-06 0.9166684767
18751 0.4047348843  8.40825146e-06 0.9144340727
19001 0.4098088016  8.623995004e-06 0.9121714456
19251 0.4148700704  8.842059645e-06 0.909880665
19501 0.4199185347  9.06242449e-06 0.9075618018
19751 0.4249540386  9.285068401e-06 0.9052149275
20001 0.4299764266  9.509969996e-06 0.9028401146
20251 0.4349855438  9.737107651e-06 0.9004374363
20501 0.4399812355  9.9664595e-06 0.8980069667
20751 0.4449633476  1.019800344e-05 0.895548781
21001 0.4499317263  1.043171712e-05 0.893062955
21251 0.4548862183  1.066757797e-05 0.8905495653
21501 0.4598266706  1.090556315e-05 0.8880086896
21751 0.4647529307  1.114564963e-05 0.8854404064
22001 0.4696648467  1.138781411e-05 0.8828447948
22251 0.4745622669  1.163203306e-05 0.8802219349
22501 0.4794450401  1.187828274e-05 0.8775719078
22751 0.4843130157  1.212653915e-05 0.8748947952
23001 0.4891660434  1.237677809e-05 0.8721906798
23251 0.4940039734  1.262897512e-05 0.8694596449
23501 0.4988266564  1.288310556e-05 0.866701775
23751 0.5036339435  1.313914452e-05 0.863917155
24001 0.5084256865  1.339706687e-05 0.861105871
24251 0.5132017373  1.365684729e-05 0.8582680098
24501 0.5179619486  1.391846021e-05 0.8554036588
24751 0.5227061735  1.418187983e-05 0.8525129066
25001 0.5274342655  1.444708017e-05 0.8495958423
25251 0.5321460787  1.471403499e-05 0.846652556
25501 0.5368414677  1.498271786e-05 0.8436831386
25751 0.5415202876  1.525310214e-05 0.8406876815
26001 0.5461823939  1.552516095e-05 0.8376662774
26251 0.5508276428  1.579886722e-05 0.8346190195
26501 0.5554558909  1.607419366e-05 0.8315460018
26751 0.5600669953  1.635111277e-05 0.8284473191
27001 0.5646608137  1.662959685e-05 0.8253230672
27251 0.5692372044  1.690961799e-05 0.8221733423
27501 0.5737960261  1.719114806e-05 0.8189982419
27751 0.578337138  1.747415876e-05 0.8157978637
28001 0.5828604001  1.775862156e-05 0.8125723067
28251 0.5873656727  1.804450773e-05 0.8093216704
28501 0.5918528168  1.833178836e-05 0.806046055
28751 0.5963216939  1.862043432e-05 0.8027455618
29001 0.6007721661  1.891041631e-05 0.7994202925
29251 0.6052040959  1.920170481e-05 0.7960703499
29501 0.6096173467  1.949427012e-05 0.7926958372
29751 0.6140117821  1.978808234e-05 0.7892968586
30001 0.6183872666  2.00831114e-05 0.7858735191
30251 0.6227436652  2.037932703e-05 0.7824259243
30501 0.6270808433  2.067669876e-05 0.7789541807
30751 0.6313986671  2.097519596e-05 0.7754583953
31001 0.6356970033  2.127478779e-05 0.771938676
31251 0.6399757193  2.157544325e-05 0.7683951316
31501 0.6442346831  2.187713115e-05 0.7648278713
31751 0.6484737631  2.217982012e-05 0.7612370052
32001 0.6526928285  2.248347862e-05 0.7576226443
32251 0.6568917491  2.278807494e-05 0.7539849
32501 0.6610703954  2.309357718e-05 0.7503238846
32751 0.6652286383  2.339995328e-05 0.7466397112
33001 0.6693663495  2.370717099e-05 0.7429324933
33251 0.6734834013  2.401519793e-05 0.7392023455
33501 0.6775796666  2.432400105e-05 0.7354493829
33751 0.681655019  2.46335476e-05 0.7316737213
34001 0.6857093328  2.494380518e-05 0.7278754772
34251 0.6897424827  2.525474072e-05 0.7240547679
34501 0.6937543443  2.556632101e-05 0.7202117113
34751 0.6977447938  2.587851267e-05 0.716346426
35001 0.7017137081  2.619128216e-05 0.7124590312
35251 0.7056609646  2.65045958e-05 0.7085496471
35501 0.7095864414  2.681841974e-05 0.7046183942
35751 0.7134900175  2.713272e-05 0.7006653939
36001 0.7173715724  2.744746244e-05 0.6966907681
36251 0.7212309862  2.776261276e-05 0.6926946396
36501 0.7250681399  2.807813654e-05 0.6886771317
36751 0.728882915  2.839399919e-05 0.6846383684
37001 0.7326751937  2.871016599e-05 0.6805784743
37251 0.7364448591  2.90266021e-05 0.6764975748
37501 0.7401917947  2.93432725e-05 0.6723957958
37751 0.743915885  2.966014207e-05 0.6682732638
38001 0.747617015  2.997717554e-05 0.6641301062
38251 0.7512950704  3.029433751e-05 0.6599664508
38501 0.7549499378  3.061159244e-05 0.6557824262
38751 0.7585815043  3.092890468e-05 0.6515781613
39001 0.7621896579  3.124623843e-05 0.6473537861
39251 0.7657742871  3.15635578e-05 0.6431094309
39501 0.7693352815  3.188082673e-05 0.6388452267
39751 0.7728725309  3.219800908e-05 0.6345613051
40001 0.7763859263  3.251506857e-05 0.6302577983
40251 0.7798753593  3.28319688e-05 0.6259348392
40501 0.7833407221  3.314867327e-05 0.6215925611
40751 0.7867819077  3.346514536e-05 0.6172310982
41001 0.7901988101  3.378134833e-05 0.6128505849
41251 0.7935913236  3.409724534e-05 0.6084511566
41501 0.7969593437  3.441279944e-05 0.6040329489
41751 0.8003027663  3.472729516e-05 0.5995960983
42001 0.8036214882  3.503592118e-05 0.5951407417
42251 0.8069154071  3.534359165e-05 0.5906670166
42501 0.8101844213  3.565027664e-05 0.5861750611
42751 0.8134284298  3.595594619e-05 0.5816650138
43001 0.8166473326  3.626057025e-05 0.5771370139
43251 0.8198410303  3.656411875e-05 0.5725912012
43501 0.8230094243  3.686656158e-05 0.568027716
43751 0.8261524169  3.716786856e-05 0.5634466991
44001 0.829269911  3.746800948e-05 0.5588482919
44251 0.8323618104  3.776695407e-05 0.5542326364
44501 0.8354280197  3.806467204e-05 0.5495998749
44751 0.8384684442  3.836113305e-05 0.5449501506
45001 0.8414829902  3.865630671e-05 0.5402836068
45251 0.8444715645  3.895016261e-05 0.5356003877
45501 0.8474340749  3.924267029e-05 0.5309006377
45751 0.8503704301  3.953379928e-05 0.5261845019
46001 0.8532805393  3.982351904e-05 0.521452126
46251 0.8561643128  4.011179904e-05 0.5167036558
46501 0.8590216615  4.039860869e-05 0.5119392381
46751 0.8618524972  4.06839174e-05 0.5071590198
47001 0.8646567327  4.096769452e-05 0.5023631485
47251 0.8674342813  4.12499094e-05 0.4975517722
47501 0.8701850572  4.153053137e-05 0.4927250394
47751 0.8729089757  4.180952973e-05 0.4878830991
48001 0.8756059526  4.208687375e-05 0.4830261007
48251 0.8782759048  4.23625327e-05 0.4781541941
48501 0.8809187497  4.263647582e-05 0.4732675297
48751 0.8835344058  4.290867237e-05 0.4683662583
49001 0.8861227924  4.317909154e-05 0.4634505313
49251 0.8886838296  4.344770256e-05 0.4585205002
49501 0.8912174384  4.371447462e-05 0.4535763173
49751 0.8937235405  4.397937692e-05 0.4486181351
50001 0.8962020587  4.424237863e-05 0.4436461068
50251 0.8986529163  4.450344894e-05 0.4386603857
50501 0.9010760379  4.476255704e-05 0.4336611258
50751 0.9034713485  4.50196721e-05 0.4286484812
51001 0.9058387742  4.527476329e-05 0.4236226069
51251 0.9081782421  4.552779979e-05 0.4185836578
51501 0.9104896798  4.577875079e-05 0.4135317894
51751 0.9127730161  4.602758549e-05 0.4084671578
52001 0.9150281804  4.627427306e-05 0.4033899192
52251 0.9172551032  4.651878272e-05 0.3983002303
52501 0.9194537157  4.676108368e-05 0.3931982483
52751 0.9216239501  4.700114518e-05 0.3880841305
53001 0.9237657394  4.723893644e-05 0.3829580348
53251 0.9258790175  4.747442673e-05 0.3778201195
53501 0.9279637191  4.770758532e-05 0.3726705431
53751 0.93001978  4.79383815e-05 0.3675094646
54001 0.9320471366  4.816678459e-05 0.3623370432
54251 0.9340457264  4.839276391e-05 0.3571534386
54501 0.9360154877  4.861628882e-05 0.3519588107
54751 0.9379563597  4.883732872e-05 0.34675332
55001 0.9398682825  4.905585301e-05 0.341537127
55251 0.9417511971  4.927183113e-05 0.3363103928
55501 0.9436050454  4.948523254e-05 0.3310732786
55751 0.9454297702  4.969602676e-05 0.3258259462
56001 0.9472253151  4.990418331e-05 0.3205685575
56251 0.9489916247  5.010967177e-05 0.3153012746
56501 0.9507286445  5.031246175e-05 0.3100242603
56751 0.9524363209  5.051252289e-05 0.3047376774
57001 0.9541146013  5.070982489e-05 0.299441689
57251 0.9557634337  5.090433746e-05 0.2941364586
57501 0.9573827673  5.109603039e-05 0.2888221499
57751 0.9589725521  5.12848735e-05 0.283498927
58001 0.9605327391  5.147083664e-05 0.2781669542
58251 0.9620632802  5.165388974e-05 0.2728263959
58501 0.9635641279  5.183400277e-05 0.2674774171
58751 0.9650352361  5.201114574e-05 0.2621201829
59001 0.9664765594  5.218528873e-05 0.2567548586
59251 0.9678880532  5.235640185e-05 0.2513816097
59501 0.969269674  5.252445531e-05 0.2460006022
59751 0.9706213792  5.268941934e-05 0.2406120021
60001 0.9719431269  5.285126425e-05 0.2352159757
60251 0.9732348765  5.300996041e-05 0.2298126896
60501 0.9744965881  5.316547824e-05 0.2244023105
60751 0.9757282227  5.331778825e-05 0.2189850054
61001 0.9769297423  5.3466861e-05 0.2135609416
61251 0.9781011098  5.361266712e-05 0.2081302863
61501 0.9792422891  5.375517732e-05 0.2026932074
61751 0.980353245  5.389436238e-05 0.1972498725
62001 0.9814339431  5.403019314e-05 0.1918004496
62251 0.9824843501  5.416264053e-05 0.186345107
62501 0.9835044336  5.429167557e-05 0.180884013
62751 0.9844941621  5.441726932e-05 0.1754173362
63001 0.9854535051  5.453939296e-05 0.1699452452
63251 0.9863824329  5.465801772e-05 0.1644679091
63501 0.9872809169  5.477311495e-05 0.1589854968
63751 0.9881489293  5.488465606e-05 0.1534981776
64001 0.9889864434  5.499261254e-05 0.1480061208
64251 0.9897934333  5.5096956e-05 0.1425094959
64501 0.9905698741  5.519765812e-05 0.1370084725
64751 0.9913157418  5.529469066e-05 0.1315032206
65001 0.9920310134  5.538802551e-05 0.1259939098
65251 0.9927156669  5.547763462e-05 0.1204807105
65501 0.9933696811  5.556349006e-05 0.1149637925
65751 0.9939930358  5.564556399e-05 0.1094433263
66001 0.9945857118  5.572382866e-05 0.1039194823
66251 0.9951476908  5.579825645e-05 0.09839243085
66501 0.9956789554  5.586881983e-05 0.09286234262
66751 0.9961794893  5.593549135e-05 0.08732938827
67001 0.9966492769  5.599824371e-05 0.08179373858
67251 0.9970883039  5.60570497e-05 0.0762555644
67501 0.9974965566  5.61118822e-05 0.07071503666
67751 0.9978740225  5.616271423e-05 0.06517232636
68001 0.9982206898  5.620951893e-05 0.05962760457
68251 0.998536548  5.625226951e-05 0.05408104243
68501 0.9988215872  5.629093935e-05 0.04853281113
68751 0.9990757987  5.632550192e-05 0.0429830819
69001 0.9992991745  5.63559308e-05 0.03743202604
69251 0.9994917079  5.638219972e-05 0.03187981487
69501 0.9996533929  5.640428252e-05 0.02632661977
69751 0.9997842244  5.642215315e-05 0.02077261211
70001 0.9998841985  5.643578572e-05 0.01521796333
70251 0.999953312  5.644515443e-05 0.009662844852
70501 0.9999915629  5.645023363e-05 0.004107428144
70751 0.9999989499  5.64509978e-05 -0.001448115336
71001 0.9999754728  5.644742156e-05 -0.007003614122
71251 0.9999211324  5.643947965e-05 -0.01255889675
71501 0.9998359302  5.642714695e-05 -0.01811379175
71751 0.999719869  5.641039847e-05 -0.02366812769
72001 0.9995729524  5.638920937e-05 -0.02922173313
72251 0.9993951848  5.636355496e-05 -0.03477443667
72501 0.9991865717  5.633341067e-05 -0.04032606693
72751 0.9989471197  5.629875208e-05 -0.04587645256
73001 0.998676836  5.625955492e-05 -0.05142542225
73251 0.998375729  5.621579507e-05 -0.05697280474
73501 0.9980438081  5.616744855e-05 -0.06251842882
73751 0.9976810834  5.611449152e-05 -0.06806212332
74001 0.9972875662  5.605690032e-05 -0.07360371714
74251 0.9968632686  5.599465142e-05 -0.07914303924
74501 0.9964082036  5.592772144e-05 -0.08467991867
74751 0.9959223854  5.585608718e-05 -0.09021418453
75001 0.995405829  5.577972558e-05 -0.095745666
75251 0.9948585502  5.569861373e-05 -0.1012741924
75501 0.994280566  5.56127289e-05 -0.106799593
75751 0.9936718941  5.552204851e-05 -0.1123216974
76001 0.9930325535  5.542655016e-05 -0.117840335
76251 0.9923625638  5.532621158e-05 -0.1233553356
76501 0.9916619458  5.522101069e-05 -0.128866529
76751 0.9909307209  5.511092558e-05 -0.134373745
77001 0.9901689118  5.499593451e-05 -0.1398768136
77251 0.9893765421  5.487601588e-05 -0.1453755651
77501 0.9885536361  5.475114831e-05 -0.1508698297
77751 0.9877002193  5.462131056e-05 -0.1563594379
78001 0.986816318  5.448648157e-05 -0.1618442201
78251 0.9859019595  5.434664045e-05 -0.1673240072
78501 0.9849571719  5.420176651e-05 -0.17279863
78751 0.9839819846  5.405183923e-05 -0.1782679194
79001 0.9829764275  5.389683825e-05 -0.1837317068
79251 0.9819405317  5.373674342e-05 -0.1891898235
79501 0.9808743292  5.357153475e-05 -0.194642101
79751 0.9797778528  5.340119245e-05 -0.2000883711
80001 0.9786511365  5.322569691e-05 -0.2055284656
80251 0.977494215  5.304502872e-05 -0.2109622166
80501 0.976307124  5.285916862e-05 -0.2163894565
80751 0.9750899001  5.266809759e-05 -0.2218100177
81001 0.9738425809  5.247179678e-05 -0.227223733
81251 0.972565205  5.227024751e-05 -0.2326304351
81501 0.9712578116  5.206343133e-05 -0.2380299574
81751 0.9699204413  5.185132996e-05 -0.243422133
82001 0.9685531352  5.163392534e-05 -0.2488067957
82251 0.9671559356  5.141119959e-05 -0.2541837791
82501 0.9657288856  5.118313502e-05 -0.2595529174
82751 0.9642720292  5.094971418e-05 -0.2649140448
83001 0.9627854114  5.071091978e-05 -0.2702669959
83251 0.961269078  5.046673474e-05 -0.2756116055
83501 0.959723076  5.021719198e-05 -0.2809477085
83751 0.9581474529  4.996200701e-05 -0.2862751403
84001 0.9565422575  4.970114471e-05 -0.2915937365
84251 0.9549075392  4.943458022e-05 -0.2969033329
84501 0.9532433486  4.916228896e-05 -0.3022037656
84751 0.9515497369  4.888424656e-05 -0.3074948711
85001 0.9498267565  4.860042888e-05 -0.312776486
85251 0.9480744606  4.831081203e-05 -0.3180484474
85501 0.9462929031  4.801537236e-05 -0.3233105924
85751 0.9444821392  4.771408644e-05 -0.3285627588
86001 0.9426422246  4.740693111e-05 -0.3338047844
86251 0.9407732163  4.709388344e-05 -0.3390365074
86501 0.9388751718  4.677492073e-05 -0.3442577663
86751 0.9369481497  4.645002057e-05 -0.3494684
87001 0.9349922096  4.611916075e-05 -0.3546682477
87251 0.9330074117  4.578231933e-05 -0.3598571488
87501 0.9309938174  4.543947465e-05 -0.3650349433
87751 0.9289514888  4.509060525e-05 -0.3702014713
88001 0.926880489  4.473568998e-05 -0.3753565734
88251 0.9247808818  4.43747079e-05 -0.3805000904
88501 0.922652732  4.400763837e-05 -0.3856318636
88751 0.9204961054  4.363446098e-05 -0.3907517346
89001 0.9183110685  4.325515559e-05 -0.3958595454
89251 0.9160976887  4.286970234e-05 -0.4009551383
89501 0.9138560343  4.247808161e-05 -0.4060383562
89751 0.9115861747  4.208027406e-05 -0.411109042
90001 0.9092881797  4.167626063e-05 -0.4161670393
90251 0.9069621203  4.12660225e-05 -0.4212121919
90501 0.9046080684  4.084954116e-05 -0.4262443442
90751 0.9022260965  4.042679833e-05 -0.4312633409
91001 0.8998162782  3.999777604e-05 -0.436269027
91251 0.8973786878  3.956245658e-05 -0.441261248
91501 0.8949134007  3.912082252e-05 -0.4462398499
91751 0.8924204929  3.867285671e-05 -0.451204679
92001 0.8899000413  3.821854229e-05 -0.4561555821
92251 0.8873521237  3.775786265e-05 -0.4610924063
92501 0.8847768187  3.72908015e-05 -0.4660149993
92751 0.882174206  3.681734283e-05 -0.4709232092
93001 0.8795443656  3.633747088e-05 -0.4758168845
93251 0.876887379  3.585117023e-05 -0.480695874
93501 0.8742033279  3.535842571e-05 -0.4855600273
93751 0.8714922954  3.485922247e-05 -0.4904091943
94001 0.868754365  3.435354592e-05 -0.4952432252
94251 0.8659896213  3.384138178e-05 -0.5000619708
94501 0.8631981496  3.332271608e-05 -0.5048652825
94751 0.860380036  3.279753512e-05 -0.5096530119
95001 0.8575353676  3.22658255e-05 -0.5144250114
95251 0.854664232  3.172757415e-05 -0.5191811336
95501 0.8517667181  3.118276826e-05 -0.5239212317
95751 0.8488429151  3.063139534e-05 -0.5286451594
96001 0.8458929133  3.007344321e-05 -0.533352771
96251 0.8429168038  2.950889998e-05 -0.5380439211
96501 0.8399146784  2.893775406e-05 -0.542718465
96751 0.8368866297  2.835999419e-05 -0.5473762583
97001 0.8338327513  2.777560941e-05 -0.5520171574
97251 0.8307531374  2.718458904e-05 -0.5566410189
97501 0.8276478831  2.658692276e-05 -0.5612477002
97751 0.8245170841  2.598260051e-05 -0.5658370591
98001 0.8213608371  2.537161259e-05 -0.5704089539
98251 0.8181792395  2.475394958e-05 -0.5749632435
98501 0.8149723896  2.412960238e-05 -0.5794997874
98751 0.8117403862  2.349856222e-05 -0.5840184456
99001 0.8084833292  2.286082064e-05 -0.5885190785
99251 0.8052013191  2.22163695e-05 -0.5930015474
99501 0.8018944572  2.156520097e-05 -0.5974657137
99751 0.7985628455  2.090730754e-05 -0.6019114398
100001 0.7952065868  2.024268205e-05 -0.6063385885
100251 0.7918257848  1.957131762e-05 -0.610747023
100501 0.7884205438  1.889320773e-05 -0.6151366073
100751 0.7849909689  1.820834617e-05 -0.6195072061
101001 0.781537166  1.751672704e-05 -0.6238586842
101251 0.7780592416  1.68183448e-05 -0.6281909075
101501 0.7745573031  1.611319421e-05 -0.6325037423
101751 0.7710314585  1.540127038e-05 -0.6367970554
102001 0.7674818168  1.468256872e-05 -0.6410707143
102251 0.7639084874  1.3957085e-05 -0.6453245871
102501 0.7603115806  1.322481532e-05 -0.6495585426
102751 0.7566912075  1.248575609e-05 -0.65377245
103001 0.7530474798  1.173990408e-05 -0.6579661793
103251 0.7493805099  1.098725636e-05 -0.662139601
103501 0.7456904111  1.022781038e-05 -0.6662925864
103751 0.7419772972  9.461563896e-06 -0.6704250072
104001 0.7382412828  8.688515003e-06 -0.674536736
104251 0.7344824833  7.908662143e-06 -0.6786276458
104501 0.7307010146  7.122004091e-06 -0.6826976104
104751 0.7268969935  6.328539965e-06 -0.686746504
105001 0.7230705373  5.52826922e-06 -0.6907742019
105251 0.7192217642  4.721191656e-06 -0.6947805796
105501 0.715350793  3.90730741e-06 -0.6987655136
105751 0.7114577431  3.086616966e-06 -0.7027288807
106001 0.7075427347  2.259121149e-06 -0.7066705588
106251 0.7036058885  1.424821129e-06 -0.710590426
106501 0.6996473263  5.837184212e-07 -0.7144883616
106751 0.69566717  -2.64185115e-07 -0.7183642451
107001 0.6916655426  -1.118887273e-06 -0.7222179569
107251 0.6876425675  -1.9803855e-06 -0.7260493781
107501 0.6835983689  -2.848676894e-06 -0.7298583904
107751 0.6795330717  -3.723758205e-06 -0.7336448762
108001 0.6754468013  -4.605625837e-06 -0.7374087188
108251 0.6713396838  -5.494275841e-06 -0.7411498019
108501 0.6672118461  -6.389703921e-06 -0.7448680101
108751 0.6630634154  -7.291905426e-06 -0.7485632285
109001 0.6588945198  -8.20087536e-06 -0.7522353433
109251 0.6547052881  -9.11660837e-06 -0.7558842409
109501 0.6504958495  -1.003909875e-05 -0.7595098088
109751 0.6462663338  -1.096834045e-05 -0.7631119352
110001 0.6420168718  -1.190432706e-05 -0.7666905087
110251 0.6377475944  -1.284705181e-05 -0.7702454191
110501 0.6334586336  -1.379650759e-05 -0.7737765565
110751 0.6291501216  -1.475268692e-05 -0.7772838119
111001 0.6248221914  -1.571558198e-05 -0.7807670772
111251 0.6204749767  -1.668518459e-05 -0.7842262448
111501 0.6161086115  -1.766148619e-05 -0.7876612079
111751 0.6117232307  -1.864447791e-05 -0.7910718606
112001 0.6073189696  -1.963415049e-05 -0.7944580975
112251 0.6028959642  -2.063049431e-05 -0.7978198142
112501 0.5984543508  -2.163349941e-05 -0.8011569069
112751 0.5939942668  -2.264315547e-05 -0.8044692726
113001 0.5895158496  -2.365945181e-05 -0.807756809
113251 0.5850192375  -2.468237737e-05 -0.8110194148
113501 0.5805045693  -2.571192077e-05 -0.8142569891
113751 0.5759719844  -2.674807024e-05 -0.8174694321
114001 0.5714216226  -2.779081367e-05 -0.8206566447
114251 0.5668536244  -2.884013857e-05 -0.8238185284
114501 0.5622681307  -2.989603211e-05 -0.8269549856
114751 0.5576652832  -3.095848109e-05 -0.8300659197
115001 0.5530452238  -3.202747195e-05 -0.8331512344
115251 0.5484080951  -3.310299079e-05 -0.8362108347
115501 0.5437540403  -3.41850233e-05 -0.8392446261
115751 0.539083203  -3.527355487e-05 -0.842252515
116001 0.5343957274  -3.636857049e-05 -0.8452344084
116251 0.5296917582  -3.747005479e-05 -0.8481902145
116501 0.5249714404  -3.857799206e-05 -0.8511198419
116751 0.5202349199  -3.969236621e-05 -0.8540232002
117001 0.5154823429  -4.081316081e-05 -0.8569001999
117251 0.5107138559  -4.194035903e-05 -0.8597507521
117501 0.5059296061  -4.307394373e-05 -0.8625747688
117751 0.5011297413  -4.421389737e-05 -0.8653721629
118001 0.4963144096  -4.536020207e-05 -0.8681428481
118251 0.4914837596  -4.651283956e-05 -0.8708867388
118501 0.4866379403  -4.767179126e-05 -0.8736037504
118751 0.4817771015  -4.883703817e-05 -0.876293799
119001 0.4769013929  -5.000856097e-05 -0.8789568015
119251 0.4720109653  -5.118633997e-05 -0.8815926758
119501 0.4671059694  -5.237035512e-05 -0.8842013405
119751 0.4621865568  -5.356058598e-05 -0.8867827151
120001 0.4572528791  -5.47570118e-05 -0.88933672
120251 0.4523050888  -5.595961144e-05 -0.8918632762
120501 0.4473433384  -5.716836339e-05 -0.8943623059
120751 0.4423677812  -5.83832458e-05 -0.8968337319
121001 0.4373785708  -5.960423646e-05 -0.8992774779
121251 0.432375861  -6.083131279e-05 -0.9016934685
121501 0.4273598063  -6.206445186e-05 -0.9040816291
121751 0.4223305615  -6.330363036e-05 -0.9064418861
122001 0.4172882819  -6.454882466e-05 -0.9087741665
122251 0.412233123  -6.580001072e-05 -0.9110783984
122501 0.407165241  -6.705716419e-05 -0.9133545106
122751 0.4020847921  -6.832026034e-05 -0.915602433
123001 0.3969919332  -6.958927407e-05 -0.9178220961
123251 0.3918868216  -7.086417995e-05 -0.9200134314
123501 0.3867696147  -7.214495218e-05 -0.9221763714
123751 0.3816404705  -7.343156459e-05 -0.9243108492
124001 0.3764995473  -7.472399068e-05 -0.9264167989
124251 0.3713470038  -7.602220358e-05 -0.9284941556
124501 0.366182999  -7.732617605e-05 -0.9305428552
124751 0.3610076922  -7.863588053e-05 -0.9325628343
125001 0.3558212433  -7.995128908e-05 -0.9345540308
125251 0.3506238123  -8.12723734e-05 -0.936516383
125501 0.3454155596  -8.259910486e-05 -0.9384498305
125751 0.3401966459  -8.393145447e-05 -0.9403543136
126001 0.3349672324  -8.526939287e-05 -0.9422297734
126251 0.3297274804  -8.661289037e-05 -0.9440761522
126501 0.3244775517  -8.796191691e-05 -0.9458933929
126751 0.3192176083  -8.931644211e-05 -0.9476814394
127001 0.3139478124  -9.067643519e-05 -0.9494402366
127251 0.3086683269  -9.204186507e-05 -0.9511697301
127501 0.3033793146  -9.34127003e-05 -0.9528698666
127751 0.2980809388  -9.478890907e-05 -0.9545405937
128001 0.2927733629  -9.617045923e-05 -0.9561818596
128251 0.2874567509  -9.755731831e-05 -0.9577936139
128501 0.2821312668  -9.894945345e-05 -0.9593758067
128751 0.2767970749  -0.0001003468315 -0.9609283892
129001 0.27145434  -0.0001017494189 -0.9624513135
129251 0.2661032268  -0.0001031571817 -0.9639445327
129501 0.2607439006  -0.0001045700858 -0.9654080005
129751 0.2553765268  -0.0001059880967 -0.9668416718
130001 0.250001271  -0.0001074111793 -0.9682455024
130251 0.2446182992  -0.0001088392985 -0.969619449
130501 0.2392277774  -0.0001102724186 -0.9709634691
130751 0.233829872  -0.0001117105038 -0.9722775213
131001 0.2284247498  -0.0001131535178 -0.973561565
131251 0.2230125774  -0.000114601424 -0.9748155606
131501 0.2175935219  -0.0001160541855 -0.9760394694
131751 0.2121677505  -0.0001175117649 -0.9772332535
132001 0.2067354308  -0.0001189741247 -0.9783968763
