0 0.784602  -0 0.62
115 0.5419975115  -0.7558179301 0.3673934595
117 0.5102429686  -0.6721724853 0.53650374
119 0.3920719201  -0.6756842093 0.6242839569
121 0.3566295602  -0.7849608751 0.5066081142
123 0.4240461489  -0.8353271666 0.3498762471
125 0.4792511115  -0.7931935837 0.3757157315
127 0.4467454745  -0.7075066912 0.5475881325
129 0.3275335035  -0.7108232298 0.6224565366
131 0.2923861004  -0.8185515536 0.4944529527
133 0.3582658101  -0.8677034435 0.3445814032
135 0.4136645169  -0.8251272291 0.3847684022
137 0.3804178234  -0.7373663692 0.5581873496
139 0.26033283  -0.7404760456 0.6196144313
141 0.2255315132  -0.8465399387 0.4821884163
143 0.2899616068  -0.8945171569 0.3402371565
145 0.3457015982  -0.8513930115 0.394487446
147 0.3117291275  -0.7615403323 0.5682264278
149 0.1909451862  -0.7644329326 0.6157777419
151 0.1565386371  -0.8687280781 0.4699012465
153 0.2196166297  -0.9155786628 0.3368742321
155 0.2758430327  -0.8718051628 0.4048041248
157 0.2411651977  -0.779857607 0.5776343655
159 0.1198613264  -0.7825244523 0.6109736034
161 0.08589543425  -0.8849590427 0.4576783446
163 0.1477284033  -0.9307390007 0.3345164142
165 0.2045829053  -0.8862193155 0.4156454735
167 0.1692251078  -0.7921886417 0.5863446247
169 0.04758400164  -0.7946226496 0.6052359933
171 0.01410153878  -0.8951180362 0.4456061577
173 0.07480536704  -0.939890947 0.3331803787
175 0.1324252133  -0.894533524 0.4269348162
177 0.09641766461  -0.7984462235 0.5942956016
179 -0.02537559615  -0.8006419581 0.5986054911
181 -0.05833527673  -0.8991332074 0.4337700668
183 0.001363278969  -0.9429697733 0.3328755746
185 0.05988030231  -0.8966889853 0.4385923086
187 0.02325780962  -0.7985860949 0.6014310628
189 -0.09850144946  -0.8005398054 0.5911289913
191 -0.1309026925  -0.8969761579 0.4222537829
193 -0.07207843165  -0.939953704 0.3336041578
195 -0.01253874331  -0.8926704548 0.4505355026
197 -0.0497370234  -0.7926072667 0.6077005424
199 -0.1712763649  -0.7943169138 0.5828593717
201 -0.2030874652  -0.8886621434 0.4111387555
203 -0.1450003382  -0.9308640707 0.3353609753
205 -0.08431972953  -0.8825063547 0.4626799295
207 -0.1220505678  -0.7805520252 0.6130596993
209 -0.2431856313  -0.7820172956 0.5738551195
211 -0.2743790576  -0.8742499656 0.4005035961
213 -0.2168866906  -0.9157651613 0.338133602
215 -0.154954975  -0.8662685723 0.4749396975
217 -0.1931713753  -0.7625056329 0.6174706306
219 -0.3137206597  -0.7637279413 0.5641799176
221 -0.3442732497  -0.8538415561 0.3904235222
223 -0.2872290628  -0.8947637649 0.3419024282
225 -0.2239449019  -0.8440719523 0.4872280989
227 -0.2625964337  -0.7385957255 0.6209021398
229 -0.3823825806  -0.739578205 0.5539021942
231 -0.412275705  -0.8275812559 0.3809698255
233 -0.3555299486  -0.8680084171 0.346640799
235 -0.290801569  -0.8160734835 0.4994582234
237 -0.329834724  -0.7089914096 0.6233299575
239 -0.4486857726  -0.7097388891 0.5430946389
241 -0.4779054663  -0.7956547945 0.3722093676
243 -0.4213062807  -0.8356883488 0.3523152019
245 -0.3550521229  -0.7824711898 0.5115435731
247 -0.3944106936  -0.6739020659 0.6247369129
249 -0.5121612964  -0.6744210362 0.5318336886
251 -0.5406983579  -0.7582879757 0.3642041072
253 -0.4840928471  -0.7980321485 0.3588855046
255 -0.4162421424  -0.7435027283 0.5233986739
257 -0.4558676194  -0.6335758691 0.6251130551
259 -0.5723602121  -0.6338744369 0.5201989868
261 -0.600210268  -0.7157450814 0.3570106618
263 -0.5434455811  -0.7553061451 0.3663052383
265 -0.4739388523  -0.6994437096 0.5349396801
267 -0.5137708382  -0.5882980321 0.624455724
269 -0.6288567538  -0.5883858627 0.5082728203
271 -0.6560202902  -0.6683270019 0.3506799073
273 -0.5989447026  -0.7078125244 0.3745219266
275 -0.5277341843  -0.6506057477 0.5460849675
277 -0.5677108212  -0.5383887889 0.6227695685
279 -0.6812513413  -0.5382770379 0.4961395373
281 -0.7077337003  -0.6163691077 0.3452566183
283 -0.6501976864  -0.6558871921 0.3834774568
285 -0.5772476633  -0.5973342564 0.5567557106
287 -0.6173060697  -0.4842011302 0.620066514
289 -0.729173406  -0.4839023643 0.4838849511
291 -0.7549847478  -0.5602388783 0.3407791511
293 -0.6968420389  -0.5998973974 0.3931084906
295 -0.622129098  -0.5400060063 0.5668764403
297 -0.6622058141  -0.426118306 0.616365678
299 -0.7722840118  -0.4256464143 0.4715957326
301 -0.7974392431  -0.5003333021 0.3372791728
303 -0.7385478617  -0.5402391365 0.4033469119
305 -0.662061058  -0.47902646 0.5763755773
307 -0.7020924944  -0.3645511156 0.6116932348
309 -0.8102782526  -0.3639212116 0.4593587978
311 -0.8347969207  -0.4370760696 0.3347814371
313 -0.7750201847  -0.477334351 0.4141203094
315 -0.6967611189  -0.4148269044 0.5851859385
317 -0.736684006  -0.299935002 0.6060822303
319 -0.8428874082  -0.2991633162 0.4472606928
321 -0.8667935632  -0.3709145762 0.3333036093
323 -0.8060010527  -0.4116279441 0.4253524876
325 -0.7259838594  -0.3478614003 0.5932452124
327 -0.7657356953  -0.232726972 0.5995723487
329 -0.8698808453  -0.2318307375 0.435386982
331 -0.89320287  -0.302316758 0.3328561415
333 -0.8312713494  -0.3435846339 0.4369640066
335 -0.7495225977  -0.2786035712 0.6004963994
337 -0.78904209  -0.1634023645 0.5922096314
339 -0.8910676486  -0.1623996947 0.4238216427
341 -0.9138380575  -0.2317677825 0.3334421984
343 -0.8506523474  -0.2736856666 0.4488727434
345 -0.7672108525  -0.2075432533 0.6068882153
347 -0.806438352  -0.09245148769 0.5840461513
349 -0.906297971  -0.0913612487 0.412646471
351 -0.9285531806  -0.159766617 0.3350576351
353 -0.8640069722  -0.2024254128 0.4609944731
355 -0.7789235212  -0.1351830311 0.6123754536
357 -0.8178014435  -0.02037615216 0.5751396451
359 -0.9154640934  -0.01921782887 0.401940504
361 -0.9372441647  -0.0868224997 0.3376910263
363 -0.8712407717  -0.130307871 0.4732434644
365 -0.7845777643  -0.06203468298 0.6169193058
367 -0.8230509973  0.05231387872 0.5655531044
369 -0.9185011868  0.05352032026 0.3917794598
371 -0.9398495417  -0.01345133785 0.3413237472
373 -0.8723025841  -0.05784310294 0.4855330856
375 -0.7841335914  0.01138443862 0.6204876351
377 -0.822149885  0.1251044941 0.5553543302
379 -0.9153877705  0.1263387479 0.382235203
381 -0.9363508849  0.05982794092 0.3459301054
383 -0.8671849  0.0144563738 0.4977764181
385 -0.777594144  0.08455506618 0.6230552046
387 -0.8151044796  0.1974808715 0.5446154539
389 -0.9061458642  0.1987224354 0.3733752355
391 -0.9267729392  0.1324970588 0.3514775221
393 -0.8559239154  0.08607921066 0.5098868704
395 -0.7650056734  0.1569596897 0.6246038549
397 -0.8019646106  0.2689311185 0.5334124266
399 -0.8908408322  0.270159439 0.3652622199
401 -0.9111834462  0.2040420535 0.3579267632
403 -0.8385992754  0.1565188448 0.5217787908
405 -0.7464572133  0.2280862168 0.6251226331
407 -0.7828232113  0.3389498927 0.521824482
409 -0.8695809211  0.3401445104 0.3579535357
411 -0.889692665  0.2739569131 0.3652322159
413 -0.8153335114  0.2252770815 0.5333680733
415 -0.7220799505  0.2974315948 0.6246078702
417 -0.7578156619  0.407041976 0.5099335764
419 -0.8425164943  0.4081826704 0.351500874
421 -0.8624525926  0.3417471551 0.3733422124
423 -0.7862911743  0.2918676184 0.5445727523
425 -0.6920462967  0.3645053681 0.6230632069
427 -0.7271188316  0.4727257771 0.4978238086
429 -0.8098389684  0.4737927096 0.3459498714
431 -0.8296558883  0.4069333239 0.3821993942
433 -0.7516776703  0.3558194842 0.5553135823
435 -0.6565686694  0.4288331478 0.6204995678
437 -0.6909498279  0.5355367375 0.4855808254
439 -0.7717794596  0.5365105918 0.3413397875
441 -0.7915345119  0.4690543811 0.3917411187
443 -0.7117378088  0.4166803699 0.5655145983
445 -0.6158979893  0.4899599661 0.6169350844
447 -0.6495644612  0.5950306175 0.4732912159
449 -0.7286071488  0.595892736 0.3377032274
451 -0.7483580824  0.5276709672 0.4018999017
453 -0.6667540705  0.4740198283 0.5751036532
455 -0.5703219057  0.5474534946 0.6123949666
457 -0.603255435  0.6507866378 0.4610418986
459 -0.680627378  0.6515191538 0.3350659108
461 -0.7004319715  0.5823685082 0.4126038947
463 -0.6170446095  0.5274323175 0.5840129282
465 -0.520162762  0.6009071018 0.6069113246
467 -0.5523502764  0.7024104556 0.4489195074
469 -0.6281794905  0.7029964195 0.3334464902
471 -0.6480951439  0.6327601483 0.4237773935
473 -0.5629610036  0.5765400702 0.5921794119
475 -0.4657753162  0.6499427293 0.6005229417
477 -0.4972090191  0.7495369537 0.4370097783
479 -0.5716344312  0.7499604532 0.332856419
481 -0.5917177594  0.6784894858 0.4353413729
483 -0.504885767  0.6209957645 0.5995453467
485 -0.4075442314  0.6942135651 0.5932749999
487 -0.4382216575  0.7918328229 0.4253969434
489 -0.5113921228  0.7920790952 0.3332998706
491 -0.5316985554  0.7192330937 0.4472140463
493 -0.4432296455  0.6604849811 0.6060586367
495 -0.3458813555  0.7334064973 0.5852187605
497 -0.3758053877  0.8289989194 0.4141631348
499 -0.4478786372  0.8290544556 0.3347737085
501 -0.4684620265  0.7547028073 0.4593114438
503 -0.378428711  0.6947284268 0.6116732165
505 -0.2812228081  0.767244328 0.5764112017
507 -0.3104016575  0.8607723802 0.4033878042
509 -0.3815431824  0.8606250213 0.337267509
511 -0.4024554225  0.7846477623 0.4715480061
513 -0.3109412778  0.7234839098 0.6163493766
515 -0.2140258962  0.795487734 0.5669146151
517 -0.242473044  0.8869284826 0.3931471603
519 -0.312854925  0.8865675051 0.3407636347
521 -0.3341455846  0.8088561691 0.4838371896
523 -0.2412446606  0.7465480529 0.6200540448
525 -0.1447658799  0.8179369595 0.5567961659
527 -0.1724999816  0.9072822336 0.3835136307
529 -0.2422996722  0.9066984255 0.3452373589
531 -0.2640156444  0.8271568105 0.4960920786
533 -0.1698317991  0.7637577315 0.6227610196
535 -0.07393261064  0.8344332289 0.5461274171
537 -0.1009773646  0.921689678 0.3745553487
539 -0.1703764358  0.9208754039 0.3506570413
541 -0.1925616059  0.8394202529 0.5082259999
543 -0.09720777119  0.7749912278 0.6244511559
545 -0.002027067104  0.8448598696 0.5349838237
547 -0.02841104669  0.9300489168 0.3663356722
549 -0.09759390285  0.9289981719 0.3569843507
551 -0.1202888385  0.8455597616 0.520153136
553 -0.02388622099  0.780169091 0.6251125001
555 0.07044218824  0.8491431376 0.5234441994
557 0.0446857368  0.9323008278 0.3589127351
559 -0.02446683796  0.9310092805 0.3641745372
561 -0.04770850175  0.8455319144 0.5317891317
563 0.04961427406  0.7792547002 0.6247403749
565 0.142962606  0.8472527385 0.5115901586
567 0.1177959987  0.9284294836 0.3523390364
569 0.04848755755  0.9268945059 0.3721767478
571 0.02466606921  0.8393369085 0.543051691
573 0.1227738709  0.7722545223 0.6233374121
575 0.2150212749  0.8392020421 0.4995055393
577 0.1904026565  0.9184622647 0.3466610689
579 0.1207533036  0.916682951 0.3809343867
581 0.09632299467  0.8270185592 0.553861159
583 0.1950751376  0.7592180673 0.6209135342
585 0.2861085495  0.8250479879 0.4872758106
587 0.2619921896  0.9024696652 0.3419189902
589 0.1918192905  0.9004468388 0.390385515
591 0.1667554706  0.8086639901 0.5641410854
593 0.2660067127  0.7402375373 0.6174858842
595 0.3557216547  0.8048906821 0.4749874675
597 0.3320582711  0.8805647949 0.3381463389
599 0.2611828943  0.8783010017 0.4004632893
601 0.2354653529  0.7844030167 0.5738187649
603 0.3350669223  0.7154471748 0.6130787043
605 0.4233682414  0.7788726898 0.46272742
607 0.4001053489  0.8529025788 0.3353697971
609 0.3283535312  0.8504020698 0.4110964341
611 0.301966681  0.7544072286 0.5828257519
613 0.4017673279  0.6850223133 0.6077231644
615 0.4885698694  0.7471780267 0.4505823777
617 0.4656521507  0.8196786616 0.3336090021
619 0.3928561275  0.8169473626 0.4222097463
621 0.3657891145  0.7188887754 0.591098344
623 0.465636181  0.649178137 0.6014571418
625 0.5508653906  0.7100308576 0.4386382367
627 0.5282350877  0.7811280239 0.3328764071
629 0.4542344796  0.7781734935 0.4337246263
631 0.4264812599  0.6780988669 0.5985780331
633 0.5262217597  0.6081681591 0.5943249531
635 0.6098142107  0.6676939107 0.4269794726
637 0.5874115335  0.7375233204 0.3331771934
639 0.5120544806  0.7343546967 0.4455596349
641 0.4836138633  0.6323259956 0.6052119187
643 0.5830955635  0.5622824286 0.5863770411
645 0.6649994056  0.6204666198 0.4156885424
647 0.6427629545  0.6891729513 0.3345092338
649 0.5659071905  0.6858008873 0.4576310685
651 0.5367828458  0.5818938971 0.6109530825
653 0.6358553442  0.5118454789 0.5776696176
655 0.7160306697  0.5686830065 0.4048453015
657 0.6938978704  0.6364188813 0.3368631073
659 0.6154117284  0.6328554692 0.4698535513
661 0.5856121621  0.5271592598 0.6157609198
663 0.6841279501  0.4572140327 0.5682642662
665 0.762547077  0.5127093173 0.3945264393
667 0.7404546223  0.5796342208 0.3402221661
669 0.6602179666  0.575892907 0.4821406395
671 0.6297564598  0.4685092025 0.6196014271
673 0.7275719661  0.3987744788 0.5582275067
675 0.8042196333  0.4529414339 0.3848049362
677 0.7821039316  0.5192205873 0.3445626531
679 0.700009007  0.5153160767 0.494405432
681 0.6689035218  0.4063585364 0.6224474422
683 0.765880128  0.3369401394 0.5476303243
685 0.8407536032  0.3898020727 0.375749548
687 0.8185512277  0.4556052647 0.34985387
689 0.7345034217  0.4515534171 0.5065611859
691 0.7027764749  0.3411468313 0.6242788366
693 0.7987814953  0.2721483468 0.5365476681
695 0.8718905948  0.3237377955 0.3674243193
697 0.8495387325  0.3892381812 0.3560583944
699 0.7634572444  0.3850558989 0.5185219288
701 0.7311357475  0.2733353064 0.6250826577
703 0.8260433681  0.2048573505 0.5250579205
705 0.8974103871  0.2552158512 0.3598881305
707 0.8748472827  0.3205887273 0.3631323448
709 0.7866656951  0.3162938358 0.5302030682
711 0.7537807647  0.2034035689 0.6248532203
713 0.8474729327  0.1355430756 0.5132423433
715 0.9171324874  0.1847208704 0.3531942815
717 0.8942978804  0.2501424359 0.3710256902
719 0.803964629  0.2457535575 0.5415219887
721 0.7705513661  0.1318462211 0.6235921473
723 0.862918625  0.06469575749 0.5011845026
725 0.9309174083  0.1127514387 0.3473901151
727 0.9077529589  0.1783975483 0.3796826048
729 0.8152316971  0.1739339705 0.5523986368
731 0.7813289393  0.05916936301 0.6213083575
733 0.8722712027  -0.007183525925 0.4889696778
735 0.9386676536  0.03981656983 0.3425166812
737 0.9151173555  0.1058614904 0.3890418621
739 0.8203872116  0.1013430294 0.5627560869
741 0.7860372582  -0.01411298775 0.6180180032
743 0.8754645182  -0.07958639802 0.4766842588
745 0.9403284085  -0.0335678944 0.3386084474
747 0.916338985  0.0330472836 0.3990372684
749 0.8193947096  0.02849414443 0.5725210857
751 0.7846430225  -0.08748253094 0.6137443556
753 0.8724759858  -0.152000779 0.4644151348
755 0.9358879269  -0.1068829322 0.3356930549
757 0.9114092076  -0.0395300833 0.4095981309
759 0.8122612109  -0.04409745009 0.5816245698
761 0.7771560931  -0.1604203497 0.6085176402
763 0.863326742  -0.2239145076 0.4522490794
765 0.9253776145  -0.179610013 0.333791123
767 0.9003628902  -0.1113572966 0.4206497575
769 0.7990371683  -0.1159183394 0.5900021544
771 0.7636294223  -0.2324105805 0.602374823
773 0.8480814958  -0.2948189636 0.4402721377
775 0.908871807  -0.2512347644 0.332916103
777 0.8832781599  -0.1819263483 0.4321139851
779 0.779816111  -0.1864605598 0.5975945889
781 0.7441586795  -0.302944062 0.5953593495
783 0.8268480709  -0.364212665 0.4285690169
785 0.8864872438  -0.3212506106 0.3330741836
787 0.8602758513  -0.2507381286 0.4439097325
789 0.7547339828  -0.255225191 0.6043481753
791 0.7188815741  -0.3715219356 0.5875208368
793 0.7997766435  -0.4316048148 0.4172224879
795 0.8583822428  -0.3891623549 0.3342642468
797 0.8315186518  -0.3173059567 0.4559535738
799 0.7239681809  -0.3217258852 0.6102151488
